season,date,type,subtype,teams,n_teams,players,n_players,players_out,players_in,is_aggregation,text
2005-06,2005-07-05,waiver,,ATL,1,thomaja02,1,0,0,False,The Atlanta Hawks waived James Thomas.
2005-06,2005-07-05,waiver,,ATL,1,ekeziob01,1,0,0,False,The Atlanta Hawks waived Obinna Ekezie.
2005-06,2005-07-07,signing,free_agent,DEN,1,watsoea01,1,0,0,False,The Denver Nuggets signed Earl Watson as a free agent.
2005-06,2005-08-02,trade,,LAL/WAS,2,atkinch01/butleca01/brownkw01/profila01,4,2,2,True,The Los Angeles Lakers traded Chucky Atkins and Caron Butler to the Washington Wizards for Kwame Brown and Laron Profit.
2005-06,2005-08-02,trade,,BOS/MEM/MIA/NOK/UTA,5,walkean02/emmetan01/poseyja01/willija02/ostergr01/miralal01/woodsqy01/bavcied01/pekovni01/jonesed02/butlera01/duenaro01/borchcu01/lopezra01/snydeki01,15,15,0,True,"In a 5-team trade, the Boston Celtics traded Antoine Walker to the Miami Heat; the Memphis Grizzlies traded Andre Emmett, James Posey and Jason Williams to the Miami Heat; the Memphis Grizzlies traded Greg Ostertag to the Utah Jazz; the Miami Heat traded Albert Miralles, Qyntel Woods, a 2006 2nd round draft pick (Edin BavÄiÄ was later selected) and a 2008 2nd round draft pick (Nikola PekoviÄ was later selected) to the Boston Celtics; the Miami Heat traded Eddie Jones to the Memphis Grizzlies; the Miami Heat traded Rasual Butler to the New Orleans/Oklahoma City Hornets; the New Orleans/Oklahoma City Hornets traded Roberto Duenas to the Miami Heat; the Utah Jazz traded Curtis Borchardt to the Boston Celtics; the Utah Jazz traded RaÃ¼l LÃ³pez to the Memphis Grizzlies; and the Utah Jazz traded Kirk Snyder to the New Orleans/Oklahoma City Hornets."
2005-06,2005-08-02,trade,,MEM/SAC,2,wellsbo01/jacksbo01/ostergr01,3,1,2,False,The Memphis Grizzlies traded Bonzi Wells to the Sacramento Kings for Bobby Jackson and Greg Ostertag.
2005-06,2005-08-02,signing,free_agent,WAS,1,daniean01,1,0,0,False,The Washington Wizards signed Antonio Daniels as a free agent.
2005-06,2005-08-02,trade,,CHA/SAC,2,hartja01/holliry01,2,1,1,False,The Charlotte Bobcats traded Jason Hart to the Sacramento Kings for a 2006 2nd round draft pick (Ryan Hollins was later selected).
2005-06,2005-08-02,signing,free_agent,CLE,1,hughela01,1,0,0,False,The Cleveland Cavaliers signed Larry Hughes as a free agent.
2005-06,2005-08-02,signing,free_agent,NYK,1,jamesje01,1,0,0,False,The New York Knicks signed Jerome James as a free agent.
2005-06,2005-08-02,signing,free_agent,CLE,1,marshdo01,1,0,0,False,The Cleveland Cavaliers signed Donyell Marshall as a free agent.
2005-06,2005-08-02,signing,free_agent,LAL,1,parkesm01,1,0,0,False,The Los Angeles Lakers signed Smush Parker as a free agent.
2005-06,2005-08-02,signing,free_agent,BOS,1,scalabr01,1,0,0,False,The Boston Celtics signed Brian Scalabrine as a free agent.
2005-06,2005-08-02,signing,free_agent,HOU,1,swiftst01,1,0,0,False,The Houston Rockets signed Stromile Swift as a free agent.
2005-06,2005-08-02,signing,free_agent,NOK,1,macijar01,1,0,0,False,The New Orleans/Oklahoma City Hornets signed Arvydas Macijauskas as a free agent.
2005-06,2005-08-02,signing,free_agent,MIA,1,powelka01,1,0,0,False,The Miami Heat signed Kasib Powell as a free agent.
2005-06,2005-08-02,signing,free_agent,SAS,1,obertfa01,1,0,0,False,The San Antonio Spurs signed Fabricio Oberto as a free agent.
2005-06,2005-08-02,signing,free_agent,DAL,1,poweljo01,1,0,0,False,The Dallas Mavericks signed Josh Powell as a free agent.
2005-06,2005-08-02,signing,free_agent,SAC,1,pricero01,1,0,0,False,The Sacramento Kings signed Ronnie Price as a free agent.
2005-06,2005-08-02,trade,,CHA/PHO,2,voskuja01,1,0,1,False,The Charlotte Bobcats traded a 2007 2nd round draft pick to the Phoenix Suns for Jake Voskuhl. Conditional 2007 2nd-rd pick did not convey
2005-06,2005-08-03,waiver,,POR,1,anderde01,1,0,0,False,The Portland Trail Blazers waived Derek Anderson.
2005-06,2005-08-03,signing,free_agent,PHO,1,bellra01,1,0,0,False,The Phoenix Suns signed Raja Bell as a free agent.
2005-06,2005-08-03,waiver,,LAC,1,brunsri01,1,0,0,False,The Los Angeles Clippers waived Rick Brunson.
2005-06,2005-08-03,signing,free_agent,ORL,1,doolike01,1,0,0,False,The Orlando Magic signed Keyon Dooling as a free agent.
2005-06,2005-08-03,signing,free_agent,LAC,1,moblecu01,1,0,0,False,The Los Angeles Clippers signed Cuttino Mobley as a free agent.
2005-06,2005-08-03,waiver,,LAC,1,kittlke01,1,0,0,False,The Los Angeles Clippers waived Kerry Kittles.
2005-06,2005-08-03,signing,free_agent,TOR,1,caldejo01,1,0,0,False,The Toronto Raptors signed JosÃ© CalderÃ³n as a free agent.
2005-06,2005-08-04,signing,free_agent,POR,1,dixonju01,1,0,0,False,The Portland Trail Blazers signed Juan Dixon as a free agent.
2005-06,2005-08-05,signing,free_agent,SEA,1,brunsri01,1,0,0,False,The Seattle SuperSonics signed Rick Brunson as a free agent.
2005-06,2005-08-05,signing,free_agent,MEM,1,stoudda01,1,0,0,False,The Memphis Grizzlies signed Damon Stoudamire as a free agent.
2005-06,2005-08-05,signing,free_agent,PHI,1,gaide01,1,0,0,False,The Philadelphia 76ers signed Deng Gai as a free agent.
2005-06,2005-08-05,signing,free_agent,DAL,1,marshra01,1,0,0,False,The Dallas Mavericks signed Rawle Marshall as a free agent.
2005-06,2005-08-05,signing,free_agent,PHI,1,randosh01,1,0,0,False,The Philadelphia 76ers signed Shavlik Randolph as a free agent.
2005-06,2005-08-08,signing,free_agent,MIL,1,simmobo01,1,0,0,False,The Milwaukee Bucks signed Bobby Simmons as a free agent.
2005-06,2005-08-09,trade,,NJN/PHI,2,jacksma02,1,0,1,False,The New Jersey Nets traded a 2006 2nd round draft pick to the Philadelphia 76ers for Marc Jackson. Conditional 2006 2nd-rd pick did not convey
2005-06,2005-08-09,signing,free_agent,MIN,1,tskitni01,1,0,0,False,The Minnesota Timberwolves signed Nikoloz Tskitishvili as a free agent.
2005-06,2005-08-09,signing,free_agent,CHA,1,anderal01,1,0,0,False,The Charlotte Bobcats signed Alan Anderson as a free agent.
2005-06,2005-08-09,signing,free_agent,CHI,1,basdeed01,1,0,0,False,The Chicago Bulls signed Eddie Basden as a free agent.
2005-06,2005-08-09,signing,free_agent,CHA,1,anderal01,1,0,0,False,The Charlotte Bobcats signed Alan Anderson as a free agent.
2005-06,2005-08-10,waiver,,LAL,1,grantbr01,1,0,0,False,The Los Angeles Lakers waived Brian Grant.
2005-06,2005-08-10,signing,free_agent,SAC,1,sampsja01,1,0,0,False,The Sacramento Kings signed Jamal Sampson as a free agent.
2005-06,2005-08-11,waiver,,ORL,1,chrisdo01,1,0,0,False,The Orlando Magic waived Doug Christie.
2005-06,2005-08-11,signing,free_agent,NJN,1,mcinnje01,1,0,0,False,The New Jersey Nets signed Jeff McInnis as a free agent.
2005-06,2005-08-11,signing,free_agent,ATL,1,pachuza01,1,0,0,False,The Atlanta Hawks signed Zaza Pachulia as a free agent.
2005-06,2005-08-11,signing,free_agent,IND,1,jasiksa01,1,0,0,False,The Indiana Pacers signed Å arÅ«nas JasikeviÄius as a free agent.
2005-06,2005-08-12,signing,free_agent,SAC,1,abdursh01,1,0,0,False,The Sacramento Kings signed Shareef Abdur-Rahim as a free agent.
2005-06,2005-08-12,trade,,LAC/MIN,2,chalmli01/jaricma01/cassesa01/riverau01,4,2,2,True,The Los Angeles Clippers traded Lionel Chalmers and Marko JariÄ to the Minnesota Timberwolves for Sam Cassell and a 2012 1st round draft pick (Austin Rivers was later selected).
2005-06,2005-08-12,signing,free_agent,PHI,1,huntest01,1,0,0,False,The Philadelphia 76ers signed Steven Hunter as a free agent.
2005-06,2005-08-12,signing,free_agent,MIA,1,fitchge01,1,0,0,False,The Miami Heat signed Gerald Fitch as a free agent.
2005-06,2005-08-15,waiver,,MIL,1,boothca01,1,0,0,False,The Milwaukee Bucks waived Calvin Booth.
2005-06,2005-08-15,waiver,,MIN,1,hoibefr01,1,0,0,False,The Minnesota Timberwolves waived Fred Hoiberg.
2005-06,2005-08-15,waiver,,NJN,1,mercero01,1,0,0,False,The New Jersey Nets waived Ron Mercer.
2005-06,2005-08-15,waiver,,IND,1,millere01,1,0,0,False,The Indiana Pacers waived Reggie Miller.
2005-06,2005-08-15,waiver,,HOU,1,weathcl01,1,0,0,False,The Houston Rockets waived Clarence Weatherspoon.
2005-06,2005-08-15,signing,free_agent,MIA,1,walshma01,1,0,0,False,The Miami Heat signed Matt Walsh as a free agent.
2005-06,2005-08-16,waiver,,MEM,1,lopezra01,1,0,0,False,The Memphis Grizzlies waived RaÃ¼l LÃ³pez.
2005-06,2005-08-18,signing,free_agent,MIL,1,bellch01,1,0,0,False,The Milwaukee Bucks signed Charlie Bell as a free agent.
2005-06,2005-08-18,signing,free_agent,PHO,1,burkepa01,1,0,0,False,The Phoenix Suns signed Pat Burke as a free agent.
2005-06,2005-08-18,signing,free_agent,PHO,1,grantbr01,1,0,0,False,The Phoenix Suns signed Brian Grant as a free agent.
2005-06,2005-08-18,signing,free_agent,DEN,1,schenlu01,1,0,0,False,The Denver Nuggets signed Luke Schenscher as a free agent.
2005-06,2005-08-18,signing,free_agent,MEM,1,roberan02,1,0,0,False,The Memphis Grizzlies signed Anthony Roberson as a free agent.
2005-06,2005-08-19,signing,free_agent,DAL,1,chrisdo01,1,0,0,False,The Dallas Mavericks signed Doug Christie as a free agent.
2005-06,2005-08-19,trade,,ATL/PHO,2,diawbo01/rondora01/lopezro01/johnsjo02,4,3,1,True,"The Atlanta Hawks traded Boris Diaw, a 2006 1st round draft pick (Rajon Rondo was later selected) and a 2008 1st round draft pick (Robin Lopez was later selected) to the Phoenix Suns for Joe Johnson."
2005-06,2005-08-19,signing,free_agent,DAL,1,diopde01,1,0,0,False,The Dallas Mavericks signed DeSagana Diop as a free agent.
2005-06,2005-08-19,signing,free_agent,BOS,1,bynumwi01,1,0,0,False,The Boston Celtics signed Will Bynum as a free agent.
2005-06,2005-08-22,signing,free_agent,HOU,1,anderde01,1,0,0,False,The Houston Rockets signed Derek Anderson as a free agent.
2005-06,2005-08-25,trade,,IND/PHO,2,jonesja02/taylomi01,2,1,1,False,The Indiana Pacers traded James Jones to the Phoenix Suns for a 2008 2nd round draft pick (Mike Taylor was later selected).
2005-06,2005-08-26,signing,free_agent,DET,1,davisda01,1,0,0,False,The Detroit Pistons signed Dale Davis as a free agent.
2005-06,2005-08-26,signing,free_agent,LAL,1,mckieaa01,1,0,0,False,The Los Angeles Lakers signed Aaron McKie as a free agent.
2005-06,2005-08-26,signing,free_agent,MIN,1,jonesdw02,1,0,0,False,The Minnesota Timberwolves signed Dwayne Jones as a free agent.
2005-06,2005-08-29,signing,free_agent,MIL,1,johnser02,1,0,0,False,The Milwaukee Bucks signed Ervin Johnson as a free agent.
2005-06,2005-08-29,signing,free_agent,SAS,1,vanexni01,1,0,0,False,The San Antonio Spurs signed Nick Van Exel as a free agent.
2005-06,2005-08-30,signing,free_agent,ATL,1,edwarjo01,1,0,0,False,The Atlanta Hawks signed John Edwards as a free agent.
2005-06,2005-08-30,signing,free_agent,LAC,1,singlja01,1,0,0,False,The Los Angeles Clippers signed James Singleton as a free agent.
2005-06,2005-08-31,signing,free_agent,SEA,1,mooremi01,1,0,0,False,The Seattle SuperSonics signed Mikki Moore as a free agent.
2005-06,2005-08-31,waiver,,DEN,1,florelu01,1,0,0,False,The Denver Nuggets waived Luis Flores.
2005-06,2005-08-31,signing,free_agent,CHA,1,burleke01,1,0,0,False,The Charlotte Bobcats signed Kevin Burleson as a free agent.
2005-06,2005-09-01,signing,free_agent,NJN,1,johnsli01,1,0,0,False,The New Jersey Nets signed Linton Johnson as a free agent.
2005-06,2005-09-01,signing,free_agent,UTA,1,palacmi01,1,0,0,False,The Utah Jazz signed Milt Palacio as a free agent.
2005-06,2005-09-02,signing,free_agent,CHI,1,allenma01,1,0,0,False,The Chicago Bulls signed Malik Allen as a free agent.
2005-06,2005-09-02,signing,free_agent,SAS,1,finlemi01,1,0,0,False,The San Antonio Spurs signed Michael Finley as a free agent.
2005-06,2005-09-02,waiver,,TOR,1,murrala01,1,0,0,False,The Toronto Raptors waived Lamond Murray.
2005-06,2005-09-03,signing,free_agent,DET,1,evansma01,1,0,0,False,The Detroit Pistons signed Maurice Evans as a free agent.
2005-06,2005-09-07,signing,free_agent,WAS,1,boothca01,1,0,0,False,The Washington Wizards signed Calvin Booth as a free agent.
2005-06,2005-09-07,signing,free_agent,LAL,1,greende01,1,0,0,False,The Los Angeles Lakers signed Devin Green as a free agent.
2005-06,2005-09-08,signing,free_agent,HOU,1,baxtelo01,1,0,0,False,The Houston Rockets signed Lonny Baxter as a free agent.
2005-06,2005-09-08,signing,free_agent,CLE,1,jonesda01,1,0,0,False,The Cleveland Cavaliers signed Damon Jones as a free agent.
2005-06,2005-09-08,signing,free_agent,NJN,1,murrala01,1,0,0,False,The New Jersey Nets signed Lamond Murray as a free agent.
2005-06,2005-09-08,signing,free_agent,NJN,1,padgesc01,1,0,0,False,The New Jersey Nets signed Scott Padgett as a free agent.
2005-06,2005-09-12,signing,free_agent,PHO,1,houseed01,1,0,0,False,The Phoenix Suns signed Eddie House as a free agent.
2005-06,2005-09-12,signing,free_agent,ATL,1,batises01,1,0,0,False,The Atlanta Hawks signed Esteban Batista as a free agent.
2005-06,2005-09-14,signing,free_agent,UTA,1,brownde02,1,0,0,False,The Utah Jazz signed Devin Brown as a free agent.
2005-06,2005-09-17,signing,free_agent,CLE,1,hendeal01,1,0,0,False,The Cleveland Cavaliers signed Alan Henderson as a free agent.
2005-06,2005-09-22,signing,free_agent,PHI,1,nailole01,1,0,0,False,The Philadelphia 76ers signed Lee Nailon as a free agent.
2005-06,2005-09-22,signing,free_agent,MIA,1,paytoga01,1,0,0,False,The Miami Heat signed Gary Payton as a free agent.
2005-06,2005-09-23,signing,free_agent,CHI,1,songada01,1,0,0,False,The Chicago Bulls signed Darius Songaila as a free agent.
2005-06,2005-09-26,signing,free_agent,MIN,1,frahmri01,1,0,0,False,The Minnesota Timberwolves signed Richie Frahm as a free agent.
2005-06,2005-09-27,signing,free_agent,MIL,1,barrean01,1,0,0,False,The Milwaukee Bucks signed Andre Barrett as a free agent.
2005-06,2005-09-27,signing,free_agent,CLE,1,hamilze01,1,0,0,False,The Cleveland Cavaliers signed Zendon Hamilton as a free agent.
2005-06,2005-09-27,signing,free_agent,CLE,1,wilksmi01,1,0,0,False,The Cleveland Cavaliers signed Mike Wilks as a free agent.
2005-06,2005-09-28,signing,free_agent,POR,1,blakest01,1,0,0,False,The Portland Trail Blazers signed Steve Blake as a free agent.
2005-06,2005-09-29,signing,free_agent,CHI,1,powelka01,1,0,0,False,The Chicago Bulls signed Kasib Powell as a free agent.
2005-06,2005-09-29,signing,free_agent,ORL,1,morrite01,1,0,0,False,The Orlando Magic signed Terence Morris as a free agent.
2005-06,2005-09-29,signing,free_agent,LAC,1,mccarwa01,1,0,0,False,The Los Angeles Clippers signed Walter McCarty as a free agent.
2005-06,2005-09-29,signing,free_agent,ORL,1,outlabo01,1,0,0,False,The Orlando Magic signed Bo Outlaw as a free agent.
2005-06,2005-09-29,signing,free_agent,GSW,1,milesaa01,1,0,0,False,The Golden State Warriors signed Aaron Miles as a free agent.
2005-06,2005-09-29,signing,free_agent,SAS,1,grahast01,1,0,0,False,The San Antonio Spurs signed Stephen Graham as a free agent.
2005-06,2005-09-30,trade,,BOS/NOK,2,bavcied01/dickada01,2,1,1,False,The Boston Celtics traded a 2006 2nd round draft pick (Edin BavÄiÄ was later selected) to the New Orleans/Oklahoma City Hornets for Dan Dickau.
2005-06,2005-09-30,waiver,,BOS,1,foxri01,1,0,0,False,The Boston Celtics waived Rick Fox.
2005-06,2005-09-30,signing,free_agent,SEA,1,felixno01,1,0,0,False,The Seattle SuperSonics signed Noel Felix as a free agent.
2005-06,2005-09-30,signing,free_agent,SEA,1,scaleal01,1,0,0,False,The Seattle SuperSonics signed Alex Scales as a free agent.
2005-06,2005-10-01,signing,free_agent,LAC,1,ndongbo01,1,0,0,False,The Los Angeles Clippers signed Boniface N'Dong as a free agent.
2005-06,2005-10-02,signing,free_agent,MIL,1,davisjo02,1,0,0,False,The Milwaukee Bucks signed Josh Davis as a free agent.
2005-06,2005-10-02,signing,free_agent,MEM,1,thomajo02,1,0,0,False,The Memphis Grizzlies signed John Thomas as a free agent.
2005-06,2005-10-03,signing,free_agent,MIA,1,kaponja01,1,0,0,False,The Miami Heat signed Jason Kapono as a free agent.
2005-06,2005-10-03,signing,free_agent,WAS,1,storeaw01,1,0,0,False,The Washington Wizards signed Awvee Storey as a free agent.
2005-06,2005-10-03,signing,free_agent,WAS,1,thomabi01,1,0,0,False,The Washington Wizards signed Billy Thomas as a free agent.
2005-06,2005-10-03,signing,free_agent,PHI,1,thomaja02,1,0,0,False,The Philadelphia 76ers signed James Thomas as a free agent.
2005-06,2005-10-03,signing,free_agent,IND,1,walkesa01,1,0,0,False,The Indiana Pacers signed Samaki Walker as a free agent.
2005-06,2005-10-03,signing,free_agent,DAL,1,dickeka01,1,0,0,False,The Dallas Mavericks signed Kaniel Dickens as a free agent.
2005-06,2005-10-03,signing,free_agent,HOU,1,langfke01,1,0,0,False,The Houston Rockets signed Keith Langford as a free agent.
2005-06,2005-10-03,signing,free_agent,UTA,1,owensan01,1,0,0,False,The Utah Jazz signed Andre Owens as a free agent.
2005-06,2005-10-03,signing,other_signing,DET,1,glynian01,1,0,0,False,The Detroit Pistons signed Andreas Glyniadakis.
2005-06,2005-10-04,trade,,HOU/TOR,2,jamesmi01/alstora01,2,1,1,False,The Houston Rockets traded Mike James to the Toronto Raptors for Rafer Alston.
2005-06,2005-10-04,trade,,CHI/NYK,2,curryed01/davisan01/chandwi01/jacksje01/sweetmi01/thomati01/aldrila01/noahjo01/fesenky01/brockjo01,10,3,7,True,"The Chicago Bulls traded Eddy Curry, Antonio Davis and a 2007 1st round draft pick (Wilson Chandler was later selected) to the New York Knicks for Jermaine Jackson, Mike Sweetney, Tim Thomas, a 2006 1st round draft pick (LaMarcus Aldridge was later selected), a 2007 1st round draft pick (Joakim Noah was later selected), a 2007 2nd round draft pick (Kyrylo Fesenko was later selected) and a 2009 2nd round draft pick (Jon Brockman was later selected)."
2005-06,2005-10-04,signing,free_agent,NJN,1,zimmede01,1,0,0,False,The New Jersey Nets signed Derrick Zimmerman as a free agent.
2005-06,2005-10-04,waiver,,BOS,1,woodsqy01,1,0,0,False,The Boston Celtics waived Qyntel Woods.
2005-06,2005-10-04,signing,other_signing,DEN,1,chenoer01,1,0,0,False,The Denver Nuggets signed Eric Chenowith.
2005-06,2005-10-05,signing,free_agent,HOU,1,hayesch01,1,0,0,False,The Houston Rockets signed Chuck Hayes as a free agent.
2005-06,2005-10-06,signing,free_agent,NYK,1,barnema02,1,0,0,False,The New York Knicks signed Matt Barnes as a free agent.
2005-06,2005-10-07,waiver,,HOU,1,bakervi01,1,0,0,False,The Houston Rockets waived Vin Baker.
2005-06,2005-10-08,signing,free_agent,MIA,1,barroea01,1,0,0,False,The Miami Heat signed Earl Barron as a free agent.
2005-06,2005-10-11,waiver,,LAL,1,udokaim01,1,0,0,False,The Los Angeles Lakers waived Ime Udoka.
2005-06,2005-10-14,signing,other_signing,NYK,1,breweja01,1,0,0,False,The New York Knicks signed Jamison Brewer.
2005-06,2005-10-18,waiver,,CHI,1,jacksje01,1,0,0,False,The Chicago Bulls waived Jermaine Jackson.
2005-06,2005-10-23,signing,free_agent,LAC,1,goldwan01,1,0,0,False,The Los Angeles Clippers signed Anthony Goldwire as a free agent.
2005-06,2005-10-24,claim,,CHI/PHO,2,reineja01,1,0,0,False,The Phoenix Suns claimed Jared Reiner on waivers from the Chicago Bulls.
2005-06,2005-10-25,waiver,,HOU,1,hayesch01,1,0,0,False,The Houston Rockets waived Chuck Hayes.
2005-06,2005-10-25,waiver,,HOU,1,langfke01,1,0,0,False,The Houston Rockets waived Keith Langford.
2005-06,2005-10-25,waiver,,BOS,1,bynumwi01,1,0,0,False,The Boston Celtics waived Will Bynum.
2005-06,2005-10-25,waiver,,DET,1,glynian01,1,0,0,False,The Detroit Pistons waived Andreas Glyniadakis.
2005-06,2005-10-26,trade,,CHA/LAL,2,yuesu01/jonesju01,2,1,1,False,The Charlotte Bobcats traded a 2007 2nd round draft pick (Sun Yue was later selected) to the Los Angeles Lakers for Jumaine Jones.
2005-06,2005-10-26,trade,,MIL/NOK,2,masonde01/simmoce01/magloja01,3,2,1,True,The Milwaukee Bucks traded Desmond Mason and a 2006 1st round draft pick (Cedric Simmons was later selected) to the New Orleans/Oklahoma City Hornets for Jamaal Magloire.
2005-06,2005-10-26,waiver,,DAL,1,dickeka01,1,0,0,False,The Dallas Mavericks waived Kaniel Dickens.
2005-06,2005-10-26,released,,SAS,1,grahast01,1,0,0,False,The San Antonio Spurs released Stephen Graham.
2005-06,2005-10-26,waiver,,PHO,1,dialde01,1,0,0,False,The Phoenix Suns waived Derrick Dial.
2005-06,2005-10-26,waiver,,NYK,1,breweja01,1,0,0,False,The New York Knicks waived Jamison Brewer.
2005-06,2005-10-27,waiver,,NJN,1,thomabi01,1,0,0,False,The New Jersey Nets waived Billy Thomas.
2005-06,2005-10-27,waiver,,DEN,1,chenoer01,1,0,0,False,The Denver Nuggets waived Eric Chenowith.
2005-06,2005-10-31,trade,,DET/MIN,2,duprero01/summeda01,2,1,1,False,The Detroit Pistons traded Ronald Dupree to the Minnesota Timberwolves for a 2009 2nd round draft pick (DaJuan Summers was later selected).
2005-06,2005-10-31,waiver,,MIA,1,emmetan01,1,0,0,False,The Miami Heat waived Andre Emmett.
2005-06,2005-11-02,waiver,,CHI,1,powelka01,1,0,0,False,The Chicago Bulls waived Kasib Powell.
2005-06,2005-11-02,signing,free_agent,PHO,1,fordsh02,1,0,0,False,The Phoenix Suns signed Sharrod Ford as a free agent.
2005-06,2005-11-04,signing,other_signing,PHO,1,thompdi01,1,0,0,False,The Phoenix Suns assigned Dijon Thompson to the Albuquerque Thunderbirds of the G-League.
2005-06,2005-11-04,signing,other_signing,MIN,1,jonesdw02,1,0,0,False,The Minnesota Timberwolves assigned Dwayne Jones to the Florida Flame of the G-League.
2005-06,2005-11-04,signing,other_signing,MIN,1,wrighbr02,1,0,0,False,The Minnesota Timberwolves assigned Bracey Wright to the Florida Flame of the G-League.
2005-06,2005-11-09,signing,free_agent,SAS,1,sandeme01,1,0,0,False,The San Antonio Spurs signed Melvin Sanders as a free agent.
2005-06,2005-11-10,signing,free_agent,WAS,1,taylodo01,1,0,0,False,The Washington Wizards signed Donell Taylor as a free agent.
2005-06,2005-11-13,signing,other_signing,MIL,1,ilyaser01,1,0,0,False,The Milwaukee Bucks assigned Ersan Ilyasova to the Tulsa 66ers of the G-League.
2005-06,2005-11-14,signing,other_signing,WAS,1,ramospe01,1,0,0,False,The Washington Wizards assigned Peter John Ramos to the Roanoke Dazzle of the G-League.
2005-06,2005-11-16,signing,free_agent,TOR,1,martida01,1,0,0,False,The Toronto Raptors signed Darrick Martin as a free agent.
2005-06,2005-11-16,waiver,,LAC,1,goldwan01,1,0,0,False,The Los Angeles Clippers waived Anthony Goldwire.
2005-06,2005-11-17,signing,free_agent,LAC,1,eisleho01,1,0,0,False,The Los Angeles Clippers signed Howard Eisley as a free agent.
2005-06,2005-11-17,signing,free_agent,SAS,1,scaleal01,1,0,0,False,The San Antonio Spurs signed Alex Scales as a free agent.
2005-06,2005-11-17,signing,other_signing,NOK,1,,0,0,0,False,The New Orleans/Oklahoma City Hornets assigned Sean Banks to the Tulsa 66ers of the G-League.
2005-06,2005-11-18,waiver,,MIA,1,walshma01,1,0,0,False,The Miami Heat waived Matt Walsh.
2005-06,2005-11-20,signing,other_signing,ATL,1,smithdo04,1,0,0,False,The Atlanta Hawks assigned Donta Smith to the Arkansas RimRockers of the G-League.
2005-06,2005-11-20,signing,other_signing,TOR,1,sowpa01,1,0,0,False,The Toronto Raptors assigned Pape Sow to the Arkansas RimRockers of the G-League.
2005-06,2005-11-22,waiver,,MEM,1,thomajo02,1,0,0,False,The Memphis Grizzlies waived John Thomas.
2005-06,2005-11-24,waiver,,MIL,1,davisjo02,1,0,0,False,The Milwaukee Bucks waived Josh Davis.
2005-06,2005-11-25,claim,,ATL/MEM,2,thomajo02,1,0,0,False,The Atlanta Hawks claimed John Thomas on waivers from the Memphis Grizzlies.
2005-06,2005-11-25,waiver,,DAL,1,chrisdo01,1,0,0,False,The Dallas Mavericks waived Doug Christie.
2005-06,2005-11-28,signing,free_agent,DAL,1,griffad01,1,0,0,False,The Dallas Mavericks signed Adrian Griffin as a free agent.
2005-06,2005-11-28,waiver,,SAS,1,scaleal01,1,0,0,False,The San Antonio Spurs waived Alex Scales.
2005-06,2005-12-03,waiver,,NYK,1,barnema02,1,0,0,False,The New York Knicks waived Matt Barnes.
2005-06,2005-12-06,signing,free_agent,NYK,1,woodsqy01,1,0,0,False,The New York Knicks signed Qyntel Woods as a free agent.
2005-06,2005-12-08,waiver,,PHI,1,gaide01,1,0,0,False,The Philadelphia 76ers waived Deng Gai.
2005-06,2005-12-08,other,,PHO,1,thompdi01,1,0,0,False,The Phoenix Suns recalled Dijon Thompson from the Albuquerque Thunderbirds of the G-League.
2005-06,2005-12-09,signing,free_agent,PHI,1,barnema02,1,0,0,False,The Philadelphia 76ers signed Matt Barnes as a free agent.
2005-06,2005-12-09,signing,free_agent,HOU,1,lucasjo02,1,0,0,False,The Houston Rockets signed John Lucas III as a free agent.
2005-06,2005-12-11,signing,free_agent,HOU,1,grahast01,1,0,0,False,The Houston Rockets signed Stephen Graham as a free agent.
2005-06,2005-12-14,signing,other_signing,WAS,1,blatcan01,1,0,0,False,The Washington Wizards assigned Andray Blatche to the Roanoke Dazzle of the G-League.
2005-06,2005-12-15,signing,free_agent,MIL,1,jacksje01,1,0,0,False,The Milwaukee Bucks signed Jermaine Jackson as a free agent.
2005-06,2005-12-24,waiver,,PHO,1,fordsh02,1,0,0,False,The Phoenix Suns waived Sharrod Ford.
2005-06,2005-12-28,other,,MIN,1,jonesdw02,1,0,0,False,The Minnesota Timberwolves recalled Dwayne Jones from the Florida Flame of the G-League.
2005-06,2005-12-29,signing,free_agent,HOU,1,davisjo02,1,0,0,False,The Houston Rockets signed Josh Davis as a free agent.
2005-06,2005-12-29,released,,HOU,1,grahast01,1,0,0,False,The Houston Rockets released Stephen Graham.
2005-06,2005-12-29,signing,other_signing,DAL,1,marshra01,1,0,0,False,The Dallas Mavericks assigned Rawle Marshall to the Fort Worth Flyers of the G-League.
2005-06,2006-01-02,signing,free_agent,CHI,1,barrean01,1,0,0,False,The Chicago Bulls signed Andre Barrett as a free agent.
2005-06,2006-01-02,signing,free_agent,GSW,1,thompdi01,1,0,0,False,The Golden State Warriors signed Dijon Thompson as a free agent.
2005-06,2006-01-02,other,,WAS,1,blatcan01,1,0,0,False,The Washington Wizards recalled Andray Blatche from the Roanoke Dazzle of the G-League.
2005-06,2006-01-03,waiver,,LAC,1,eisleho01,1,0,0,False,The Los Angeles Clippers waived Howard Eisley.
2005-06,2006-01-03,signing,other_signing,MIN,1,jonesdw02,1,0,0,False,The Minnesota Timberwolves assigned Dwayne Jones to the Florida Flame of the G-League.
2005-06,2006-01-03,signing,other_signing,MIA,1,barroea01,1,0,0,False,The Miami Heat assigned Earl Barron to the Florida Flame of the G-League.
2005-06,2006-01-03,signing,other_signing,MIA,1,wrighdo01,1,0,0,False,The Miami Heat assigned Dorell Wright to the Florida Flame of the G-League.
