season,date,type,subtype,teams,n_teams,players,n_players,players_out,players_in,is_aggregation,text
2011-12,2012-01-23,other,,NYK,1,jordaje01,1,0,0,False,The New York Knicks recalled Jerome Jordan from the Erie BayHawks of the G-League.
2011-12,2012-01-23,other,,NYK,1,linje01,1,0,0,False,The New York Knicks recalled Jeremy Lin from the Erie BayHawks of the G-League.
2011-12,2012-01-24,other,,WAS,1,,0,0,0,False,The Washington Wizards hired Randy Wittman as Head Coach.
2011-12,2012-01-25,signing,other_signing,LAL,1,caracde01,1,0,0,False,The Los Angeles Lakers assigned Derrick Caracter to the Los Angeles D-Fenders of the G-League.
2011-12,2012-01-26,waiver,,ATL,1,sloando01,1,0,0,False,The Atlanta Hawks waived Donald Sloan.
2011-12,2012-01-26,signing,other_signing,LAC,1,bledser01,1,0,0,False,The Los Angeles Clippers assigned Eric Bledsoe to the Bakersfield Jam of the G-League.
2011-12,2012-01-26,signing,other_signing,CLE,1,haranlu01,1,0,0,False,The Cleveland Cavaliers assigned Luke Harangody to the Canton Charge of the G-League.
2011-12,2012-01-26,signing,other_signing,GSW,1,wrighch01,1,0,0,False,The Golden State Warriors assigned Chris Wright to the Dakota Wizards of the G-League.
2011-12,2012-01-27,waiver,,NOH,1,johnstr01,1,0,0,False,The New Orleans Hornets waived Trey Johnson.
2011-12,2012-01-27,waiver,,LAC,1,fortsco01,1,0,0,False,The Los Angeles Clippers waived Courtney Fortson.
2011-12,2012-01-27,signing,free_agent,PHI,1,elsonfr01,1,0,0,False,The Philadelphia 76ers signed Francisco Elson as a free agent.
2011-12,2012-01-28,waiver,,CHI,1,jamesmi01,1,0,0,False,The Chicago Bulls waived Mike James.
2011-12,2012-01-28,other,,LAC,1,bledser01,1,0,0,False,The Los Angeles Clippers recalled Eric Bledsoe from the Bakersfield Jam of the G-League.
2011-12,2012-01-28,other,,NJN,1,willijo03,1,0,0,False,The New Jersey Nets recalled Jordan Williams from the Springfield Armor of the G-League.
2011-12,2012-01-30,other,,WAS,1,ndiayha01,1,0,0,False,The Washington Wizards recalled Hamady Ndiaye from the Iowa Energy of the G-League.
2011-12,2012-01-30,signing,other_signing,SAS,1,thomama01,1,0,0,False,The San Antonio Spurs assigned Malcolm Thomas to the Austin Toros of the G-League.
2011-12,2012-02-01,signing,free_agent,NJN,1,boganke01,1,0,0,False,The New Jersey Nets signed Keith Bogans as a free agent.
2011-12,2012-02-01,waiver,,NJN,1,owensla01,1,0,0,False,The New Jersey Nets waived Larry Owens.
2011-12,2012-02-01,other,,CLE,1,haranlu01,1,0,0,False,The Cleveland Cavaliers recalled Luke Harangody from the Canton Charge of the G-League.
2011-12,2012-02-01,other,,MIL,1,hobsoda01,1,0,0,False,The Milwaukee Bucks recalled Darington Hobson from the Fort Wayne Mad Ants of the G-League.
2011-12,2012-02-02,signing,free_agent,ORL,1,smithis01,1,0,0,False,The Orlando Magic signed Ish Smith as a free agent.
2011-12,2012-02-02,waiver,,ORL,1,hughela01,1,0,0,False,The Orlando Magic waived Larry Hughes.
2011-12,2012-02-03,signing,free_agent,LAC,1,martike01,1,0,0,False,The Los Angeles Clippers signed Kenyon Martin as a free agent.
2011-12,2012-02-03,waiver,,MIL,1,hobsoda01,1,0,0,False,The Milwaukee Bucks waived Darington Hobson.
2011-12,2012-02-03,signing,other_signing,HOU,1,morrima03,1,0,0,False,The Houston Rockets assigned Marcus Morris to the Rio Grande Valley Vipers of the G-League.
2011-12,2012-02-03,other,,SAC,1,whiteha01,1,0,0,False,The Sacramento Kings recalled Hassan Whiteside from the Reno Bighorns of the G-League.
2011-12,2012-02-04,waiver,,DEN,1,carrode01,1,0,0,False,The Denver Nuggets waived DeMarre Carroll.
2011-12,2012-02-06,waiver,,MEM,1,davisjo02,1,0,0,False,The Memphis Grizzlies waived Josh Davis.
2011-12,2012-02-06,signing,ten_day,NOH,1,thomala01,1,0,0,False,"The New Orleans Hornets signed Lance Thomas to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-02-06,waiver,,GSW,1,barroea01,1,0,0,False,The Golden State Warriors waived Earl Barron.
2011-12,2012-02-06,waiver,,CLE,1,thompmy02,1,0,0,False,The Cleveland Cavaliers waived Mychel Thompson.
2011-12,2012-02-06,signing,other_signing,MIN,1,leema01,1,0,0,False,The Minnesota Timberwolves assigned Malcolm Lee to the Sioux Falls Skyforce of the G-League.
2011-12,2012-02-06,other,,OKC,1,reidry01,1,0,0,False,The Oklahoma City Thunder recalled Ryan Reid from the Tulsa 66ers of the G-League.
2011-12,2012-02-06,other,,GSW,1,wrighch01,1,0,0,False,The Golden State Warriors recalled Chris Wright from the Dakota Wizards of the G-League.
2011-12,2012-02-07,waiver,,HOU,1,adrieje01,1,0,0,False,The Houston Rockets waived Jeff Adrien.
2011-12,2012-02-07,waiver,,LAC,1,jonesso01,1,0,0,False,The Los Angeles Clippers waived Solomon Jones.
2011-12,2012-02-07,waiver,,LAL,1,caracde01,1,0,0,False,The Los Angeles Lakers waived Derrick Caracter.
2011-12,2012-02-07,waiver,,MIA,1,gladnmi01,1,0,0,False,The Miami Heat waived Mickell Gladness.
2011-12,2012-02-07,waiver,,NOH,1,johnsca01,1,0,0,False,The New Orleans Hornets waived Carldell Johnson.
2011-12,2012-02-07,waiver,,NOH,1,summeda01,1,0,0,False,The New Orleans Hornets waived DaJuan Summers.
2011-12,2012-02-07,waiver,,SAS,1,thomama01,1,0,0,False,The San Antonio Spurs waived Malcolm Thomas.
2011-12,2012-02-07,waiver,,WAS,1,ndiayha01,1,0,0,False,The Washington Wizards waived Hamady N'Diaye.
2011-12,2012-02-07,signing,other_signing,PHI,1,brackcr01,1,0,0,False,The Philadelphia 76ers assigned Craig Brackins to the Maine Red Claws of the G-League.
2011-12,2012-02-07,other,,LAL,1,caracde01,1,0,0,False,The Los Angeles Lakers recalled Derrick Caracter from the Los Angeles D-Fenders of the G-League.
2011-12,2012-02-07,other,,SAS,1,thomama01,1,0,0,False,The San Antonio Spurs recalled Malcolm Thomas from the Austin Toros of the G-League.
2011-12,2012-02-08,signing,free_agent,HOU,1,smithgr02,1,0,0,False,The Houston Rockets signed Greg Smith as a free agent.
2011-12,2012-02-08,signing,free_agent,UTA,1,carrode01,1,0,0,False,The Utah Jazz signed DeMarre Carroll as a free agent.
2011-12,2012-02-08,signing,ten_day,NOH,1,sloando01,1,0,0,False,The New Orleans Hornets signed Donald Sloan to the first of two 10-day contracts.
2011-12,2012-02-09,signing,ten_day,ATL,1,dampier01,1,0,0,False,"The Atlanta Hawks signed Erick Dampier to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-02-09,signing,other_signing,HOU,1,smithgr02,1,0,0,False,The Houston Rockets assigned Greg Smith to the Rio Grande Valley Vipers of the G-League.
2011-12,2012-02-10,signing,ten_day,CLE,1,uzohbe01,1,0,0,False,The Cleveland Cavaliers signed Ben Uzoh to a 10-day contract.
2011-12,2012-02-12,signing,ten_day,MIA,1,gladnmi01,1,0,0,False,The Miami Heat signed Mickell Gladness to the first of two 10-day contracts.
2011-12,2012-02-12,other,,MIN,1,leema01,1,0,0,False,The Minnesota Timberwolves recalled Malcolm Lee from the Sioux Falls Skyforce of the G-League.
2011-12,2012-02-13,signing,other_signing,MEM,1,selbyjo01,1,0,0,False,The Memphis Grizzlies assigned Josh Selby to the Reno Bighorns of the G-League.
2011-12,2012-02-14,signing,free_agent,NJN,1,emmetan01,1,0,0,False,The New Jersey Nets signed Andre Emmett as a free agent.
2011-12,2012-02-14,waiver,,NJN,1,boganke01,1,0,0,False,The New Jersey Nets waived Keith Bogans.
2011-12,2012-02-14,signing,ten_day,CHI,1,jamesmi01,1,0,0,False,The Chicago Bulls signed Mike James to a 10-day contract.
2011-12,2012-02-15,signing,ten_day,NOH,1,jonesso01,1,0,0,False,The New Orleans Hornets signed Solomon Jones to the first of two 10-day contracts.
2011-12,2012-02-15,signing,other_signing,LAL,1,ebankde01,1,0,0,False,The Los Angeles Lakers assigned Devin Ebanks to the Los Angeles D-Fenders of the G-League.
2011-12,2012-02-17,waiver,,NYK,1,balkmre01,1,0,0,False,The New York Knicks waived Renaldo Balkman.
2011-12,2012-02-17,signing,free_agent,NYK,1,smithjr01,1,0,0,False,The New York Knicks signed J.R. Smith as a free agent.
2011-12,2012-02-18,other,,HOU,1,smithgr02,1,0,0,False,The Houston Rockets recalled Greg Smith from the Rio Grande Valley Vipers of the G-League.
2011-12,2012-02-20,signing,ten_day,SAS,1,dawsoer01,1,0,0,False,The San Antonio Spurs signed Eric Dawson to the first of two 10-day contracts.
2011-12,2012-02-20,other,,HOU,1,morrima03,1,0,0,False,The Houston Rockets recalled Marcus Morris from the Rio Grande Valley Vipers of the G-League.
2011-12,2012-02-21,signing,ten_day,CLE,1,harrima01,1,0,0,False,"The Cleveland Cavaliers signed Manny Harris to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-02-27,signing,ten_day,LAC,1,simmobo01,1,0,0,False,"The Los Angeles Clippers signed Bobby Simmons to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-02-27,signing,ten_day,NJN,1,greenge01,1,0,0,False,"The New Jersey Nets signed Gerald Green to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-02-27,waiver,,POR,1,johnsar02,1,0,0,False,The Portland Trail Blazers waived Armon Johnson.
2011-12,2012-02-27,signing,free_agent,POR,1,przybjo01,1,0,0,False,The Portland Trail Blazers signed Joel Przybilla as a free agent.
2011-12,2012-02-27,other,,MEM,1,selbyjo01,1,0,0,False,The Memphis Grizzlies recalled Josh Selby from the Reno Bighorns of the G-League.
2011-12,2012-02-27,signing,other_signing,GSW,1,tylerje01,1,0,0,False,The Golden State Warriors assigned Jeremy Tyler to the Dakota Wizards of the G-League.
2011-12,2012-02-28,other,,LAL,1,ebankde01,1,0,0,False,The Los Angeles Lakers recalled Devin Ebanks from the Los Angeles D-Fenders of the G-League.
2011-12,2012-02-29,signing,other_signing,MIN,1,leema01,1,0,0,False,The Minnesota Timberwolves assigned Malcolm Lee to the Sioux Falls Skyforce of the G-League.
2011-12,2012-03-01,other,,PHI,1,brackcr01,1,0,0,False,The Philadelphia 76ers recalled Craig Brackins from the Maine Red Claws of the G-League.
2011-12,2012-03-02,signing,other_signing,OKC,1,haywala01,1,0,0,False,The Oklahoma City Thunder assigned Lazar Hayward to the Tulsa 66ers of the G-League.
2011-12,2012-03-02,signing,other_signing,NYK,1,jordaje01,1,0,0,False,The New York Knicks assigned Jerome Jordan to the Erie BayHawks of the G-League.
2011-12,2012-03-02,signing,other_signing,LAC,1,leslitr01,1,0,0,False,The Los Angeles Clippers assigned Travis Leslie to the Bakersfield Jam of the G-League.
2011-12,2012-03-02,signing,other_signing,DAL,1,odomla01,1,0,0,False,The Dallas Mavericks assigned Lamar Odom to the Texas Legends of the G-League.
2011-12,2012-03-03,signing,other_signing,SAS,1,josepco01,1,0,0,False,The San Antonio Spurs assigned Cory Joseph to the Austin Toros of the G-League.
2011-12,2012-03-03,other,,DAL,1,odomla01,1,0,0,False,The Dallas Mavericks recalled Lamar Odom from the Texas Legends of the G-League.
2011-12,2012-03-04,other,,OKC,1,haywala01,1,0,0,False,The Oklahoma City Thunder recalled Lazar Hayward from the Tulsa 66ers of the G-League.
2011-12,2012-03-04,other,,DAL,1,willise01,1,0,0,False,The Dallas Mavericks recalled Sean Williams from the Texas Legends of the G-League.
2011-12,2012-03-05,signing,other_signing,SAS,1,fordtj01,1,0,0,False,The San Antonio Spurs assigned TJ Ford to the Austin Toros of the G-League.
2011-12,2012-03-06,signing,other_signing,CLE,1,eyengch01,1,0,0,False,The Cleveland Cavaliers assigned Christian Eyenga to the Canton Charge of the G-League.
2011-12,2012-03-06,other,,SAS,1,fordtj01,1,0,0,False,The San Antonio Spurs recalled TJ Ford from the Austin Toros of the G-League.
2011-12,2012-03-06,signing,other_signing,CLE,1,haranlu01,1,0,0,False,The Cleveland Cavaliers assigned Luke Harangody to the Canton Charge of the G-League.
2011-12,2012-03-06,other,,GSW,1,tylerje01,1,0,0,False,The Golden State Warriors recalled Jeremy Tyler from the Dakota Wizards of the G-League.
2011-12,2012-03-07,signing,other_signing,LAL,1,morrida01,1,0,0,False,The Los Angeles Lakers assigned Darius Morris to the Los Angeles D-Fenders of the G-League.
2011-12,2012-03-08,other,,NYK,1,jordaje01,1,0,0,False,The New York Knicks recalled Jerome Jordan from the Erie BayHawks of the G-League.
2011-12,2012-03-09,signing,ten_day,NOH,1,footeje01,1,0,0,False,The New Orleans Hornets signed Jeff Foote to a 10-day contract.
2011-12,2012-03-09,other,,SAS,1,josepco01,1,0,0,False,The San Antonio Spurs recalled Cory Joseph from the Austin Toros of the G-League.
2011-12,2012-03-09,other,,MIN,1,leema01,1,0,0,False,The Minnesota Timberwolves recalled Malcolm Lee from the Sioux Falls Skyforce of the G-League.
2011-12,2012-03-11,other,,LAC,1,leslitr01,1,0,0,False,The Los Angeles Clippers recalled Travis Leslie from the Bakersfield Jam of the G-League.
2011-12,2012-03-11,signing,other_signing,DET,1,macklve01,1,0,0,False,The Detroit Pistons assigned Vernon Macklin to the Fort Wayne Mad Ants of the G-League.
2011-12,2012-03-13,trade,,GSW/MIL,2,brownkw01/ellismo01/udohek01/bogutan01/jacksst02,5,3,2,True,"The Golden State Warriors traded Kwame Brown, Monta Ellis and Ekpe Udoh to the Milwaukee Bucks for Andrew Bogut and Stephen Jackson."
2011-12,2012-03-13,other,,NYK,1,,0,0,0,False,Mike D'Antoni resigns as Head Coach for New York Knicks.
2011-12,2012-03-13,signing,other_signing,DAL,1,willise01,1,0,0,False,The Dallas Mavericks assigned Sean Williams to the Texas Legends of the G-League.
2011-12,2012-03-14,signing,ten_day,CHI,1,jamesmi01,1,0,0,False,The Chicago Bulls signed Mike James to a 10-day contract.
2011-12,2012-03-14,other,,NYK,1,,0,0,0,False,The New York Knicks appointed Mike Woodson as Head Coach.
2011-12,2012-03-15,trade,,ATL/GSW,2,kuzmiog01,1,1,0,False,The Atlanta Hawks traded a 2012 2nd round draft pick (Ognjen KuzmiÄ was later selected) to the Golden State Warriors for cash.
2011-12,2012-03-15,waiver,,TOR,1,cartean01,1,0,0,False,The Toronto Raptors waived Anthony Carter.
2011-12,2012-03-15,trade,,MEM/PHI,2,youngsa01/sanchri01,2,1,1,False,The Memphis Grizzlies traded Sam Young to the Philadelphia 76ers for Ricky SÃ¡nchez.
2011-12,2012-03-15,trade,,IND/TOR,2,zubcito01/barbole01,2,1,1,False,The Indiana Pacers traded cash and a 2012 2nd round draft pick (Tomislav ZubÄiÄ was later selected) to the Toronto Raptors for Leandro Barbosa.
2011-12,2012-03-15,trade,,HOU/LAL,2,hilljo01/fishede01/mcgarmi01,3,1,2,False,The Houston Rockets traded Jordan Hill to the Los Angeles Lakers for Derek Fisher and a 2014 1st round draft pick (Mitch McGary was later selected).
2011-12,2012-03-15,trade,,GSW/SAS,2,jacksst02/fordtj01/jefferi01/ezelife01,4,1,3,False,"The Golden State Warriors traded Stephen Jackson to the San Antonio Spurs for T.J. Ford, Richard Jefferson and a 2012 1st round draft pick (Festus Ezeli was later selected)."
2011-12,2012-03-15,trade,,CLE/LAL,2,eyengch01/sessira01/kaponja01/waltolu01/cunnija01/nedovne01,6,2,4,True,"The Cleveland Cavaliers traded Christian Eyenga and Ramon Sessions to the Los Angeles Lakers for Jason Kapono, Luke Walton, a 2012 1st round draft pick (Jared Cunningham was later selected) and a 2013 1st round draft pick (Nemanja NedoviÄ was later selected). Cleveland had the option to swap the least favorable of its 1st round draft picks with Los Angeles in 2013 and did so."
2011-12,2012-03-15,waiver,,POR,1,odengr01,1,0,0,False,The Portland Trail Blazers waived Greg Oden.
2011-12,2012-03-15,waiver,,POR,1,johnsch03,1,0,0,False,The Portland Trail Blazers waived Chris Johnson.
2011-12,2012-03-15,trade,,NJN/POR,2,okurme01/willish03/lillada01/wallage01,4,3,1,True,"The New Jersey Nets traded Mehmet Okur, Shawne Williams and a 2012 1st round draft pick (Damian Lillard was later selected) to the Portland Trail Blazers for Gerald Wallace."
2011-12,2012-03-15,trade,,DEN/LAC/WAS,3,hilarne01/cookbr01/gudaiar01/mcgeeja01/turiaro01/youngni01,6,6,0,True,"In a 3-team trade, the Denver Nuggets traded NenÃª to the Washington Wizards; the Los Angeles Clippers traded Brian Cook and a 2015 2nd round draft pick (ArtÅ«ras Gudaitis was later selected) to the Washington Wizards; the Washington Wizards traded JaVale McGee and Ronny Turiaf to the Denver Nuggets; and the Washington Wizards traded Nick Young to the Los Angeles Clippers."
2011-12,2012-03-15,trade,,HOU/POR,2,flynnjo01/thabeha01/bartowi01/cambyma01,4,3,1,True,"The Houston Rockets traded Jonny Flynn, Hasheem Thabeet and a 2012 2nd round draft pick (Will Barton was later selected) to the Portland Trail Blazers for Marcus Camby."
2011-12,2012-03-15,other,,CLE,1,eyengch01,1,0,0,False,The Cleveland Cavaliers recalled Christian Eyenga from the Canton Charge of the G-League.
2011-12,2012-03-16,waiver,,HOU,1,willite01,1,0,0,False,The Houston Rockets waived Terrence Williams.
2011-12,2012-03-16,signing,ten_day,CLE,1,sloando01,1,0,0,False,The Cleveland Cavaliers signed Donald Sloan to a 10-day contract.
2011-12,2012-03-16,signing,ten_day,NJN,1,smithje01,1,0,0,False,The New Jersey Nets signed Jerry Smith to a 10-day contract.
2011-12,2012-03-16,signing,other_signing,LAL,1,eyengch01,1,0,0,False,The Los Angeles Lakers assigned Christian Eyenga to the Los Angeles D-Fenders of the G-League.
2011-12,2012-03-16,other,,LAL,1,morrida01,1,0,0,False,The Los Angeles Lakers recalled Darius Morris from the Los Angeles D-Fenders of the G-League.
2011-12,2012-03-16,signing,other_signing,OKC,1,reidry01,1,0,0,False,The Oklahoma City Thunder assigned Ryan Reid to the Tulsa 66ers of the G-League.
2011-12,2012-03-16,other,,DAL,1,willise01,1,0,0,False,The Dallas Mavericks recalled Sean Williams from the Texas Legends of the G-League.
2011-12,2012-03-17,signing,other_signing,OKC,1,haywala01,1,0,0,False,The Oklahoma City Thunder assigned Lazar Hayward to the Tulsa 66ers of the G-League.
2011-12,2012-03-18,waiver,,GSW,1,fordtj01,1,0,0,False,The Golden State Warriors waived T.J. Ford.
2011-12,2012-03-18,signing,ten_day,HOU,1,fortsco01,1,0,0,False,"The Houston Rockets signed Courtney Fortson to a 10-day contract, then signed to a contract for the rest of the season."
2011-12,2012-03-18,waiver,,CLE,1,kaponja01,1,0,0,False,The Cleveland Cavaliers waived Jason Kapono.
2011-12,2012-03-18,waiver,,DEN,1,turiaro01,1,0,0,False,The Denver Nuggets waived Ronny Turiaf.
2011-12,2012-03-18,signing,ten_day,WAS,1,ubileed01,1,0,0,False,The Washington Wizards signed Edwin Ubiles to a 10-day contract.
2011-12,2012-03-18,other,,OKC,1,haywala01,1,0,0,False,The Oklahoma City Thunder recalled Lazar Hayward from the Tulsa 66ers of the G-League.
2011-12,2012-03-18,signing,other_signing,NOH,1,henryxa01,1,0,0,False,The New Orleans Hornets assigned Xavier Henry to the Iowa Energy of the G-League.
2011-12,2012-03-19,waiver,,HOU,1,fishede01,1,0,0,False,The Houston Rockets waived Derek Fisher.
2011-12,2012-03-19,waiver,,SAC,1,hicksjj01,1,0,0,False,The Sacramento Kings waived J.J. Hickson.
2011-12,2012-03-19,claim,,NOH/POR,2,johnsch03,1,0,0,False,The New Orleans Hornets claimed Chris Johnson on waivers from the Portland Trail Blazers.
2011-12,2012-03-19,other,,NOH,1,henryxa01,1,0,0,False,The New Orleans Hornets recalled Xavier Henry from the Iowa Energy of the G-League.
2011-12,2012-03-20,waiver,,PHI,1,nocioan01,1,0,0,False,The Philadelphia 76ers waived AndrÃ©s Nocioni.
2011-12,2012-03-20,signing,free_agent,MEM,1,arenagi01,1,0,0,False,The Memphis Grizzlies signed Gilbert Arenas as a free agent.
2011-12,2012-03-20,waiver,,CLE,1,holliry01,1,0,0,False,The Cleveland Cavaliers waived Ryan Hollins.
2011-12,2012-03-20,signing,other_signing,SAS,1,josepco01,1,0,0,False,The San Antonio Spurs assigned Cory Joseph to the Austin Toros of the G-League.
2011-12,2012-03-21,signing,ten_day,SAC,1,willite01,1,0,0,False,"The Sacramento Kings signed Terrence Williams to a 10-day contract, then signed to a contract for the rest of the season."
2011-12,2012-03-21,waiver,,POR,1,okurme01,1,0,0,False,The Portland Trail Blazers waived Mehmet Okur.
2011-12,2012-03-21,signing,free_agent,POR,1,hicksjj01,1,0,0,False,The Portland Trail Blazers signed J.J. Hickson as a free agent.
2011-12,2012-03-21,signing,free_agent,OKC,1,fishede01,1,0,0,False,The Oklahoma City Thunder signed Derek Fisher as a free agent.
2011-12,2012-03-21,waiver,,OKC,1,reidry01,1,0,0,False,The Oklahoma City Thunder waived Ryan Reid.
2011-12,2012-03-21,signing,free_agent,MIA,1,turiaro01,1,0,0,False,The Miami Heat signed Ronny Turiaf as a free agent.
2011-12,2012-03-21,waiver,,CHA,1,diawbo01,1,0,0,False,The Charlotte Bobcats waived Boris Diaw.
2011-12,2012-03-21,other,,OKC,1,reidry01,1,0,0,False,The Oklahoma City Thunder recalled Ryan Reid from the Tulsa 66ers of the G-League.
2011-12,2012-03-21,signing,other_signing,HOU,1,smithgr02,1,0,0,False,The Houston Rockets assigned Greg Smith to the Rio Grande Valley Vipers of the G-League.
2011-12,2012-03-22,signing,ten_day,GSW,1,gladnmi01,1,0,0,False,"The Golden State Warriors signed Mickell Gladness to a 10-day contract, then signed to a contract for the rest of the season."
2011-12,2012-03-22,waiver,,DAL,1,willise01,1,0,0,False,The Dallas Mavericks waived Sean Williams.
2011-12,2012-03-23,signing,free_agent,BOS,1,holliry01,1,0,0,False,The Boston Celtics signed Ryan Hollins as a free agent.
2011-12,2012-03-23,waiver,,BOS,1,wilcoch01,1,0,0,False,The Boston Celtics waived Chris Wilcox.
2011-12,2012-03-23,signing,free_agent,DAL,1,azubuke01,1,0,0,False,The Dallas Mavericks signed Kelenna Azubuike as a free agent.
2011-12,2012-03-23,signing,free_agent,IND,1,fesenky01,1,0,0,False,The Indiana Pacers signed Kyrylo Fesenko as a free agent.
2011-12,2012-03-23,signing,free_agent,SAS,1,diawbo01,1,0,0,False,The San Antonio Spurs signed Boris Diaw as a free agent.
2011-12,2012-03-23,waiver,,TOR,1,butlera01,1,0,0,False,The Toronto Raptors waived Rasual Butler.
2011-12,2012-03-23,signing,other_signing,DAL,1,azubuke01,1,0,0,False,The Dallas Mavericks assigned Kelenna Azubuike to the Texas Legends of the G-League.
2011-12,2012-03-24,signing,ten_day,GSW,1,bensoke02,1,0,0,False,The Golden State Warriors signed Keith Benson to a 10-day contract.
2011-12,2012-03-24,signing,ten_day,SAS,1,dentmju01,1,0,0,False,The San Antonio Spurs signed Justin Dentmon to a 10-day contract.
2011-12,2012-03-24,signing,other_signing,OKC,1,jacksre01,1,0,0,False,The Oklahoma City Thunder assigned Reggie Jackson to the Tulsa 66ers of the G-League.
2011-12,2012-03-24,signing,other_signing,GSW,1,wrighch01,1,0,0,False,The Golden State Warriors assigned Chris Wright to the Dakota Wizards of the G-League.
2011-12,2012-03-25,other,,OKC,1,jacksre01,1,0,0,False,The Oklahoma City Thunder recalled Reggie Jackson from the Tulsa 66ers of the G-League.
2011-12,2012-03-26,signing,ten_day,HOU,1,boykiea01,1,0,0,False,"The Houston Rockets signed Earl Boykins to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-03-26,signing,ten_day,TOR,1,anderal01,1,0,0,False,"The Toronto Raptors signed Alan Anderson to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-03-26,signing,ten_day,TOR,1,uzohbe01,1,0,0,False,"The Toronto Raptors signed Ben Uzoh to two 10-day contracts, then signed to a contract for the rest of the season."
2011-12,2012-03-26,signing,other_signing,MEM,1,selbyjo01,1,0,0,False,The Memphis Grizzlies assigned Josh Selby to the Reno Bighorns of the G-League.
2011-12,2012-03-27,signing,free_agent,SAS,1,millspa02,1,0,0,False,The San Antonio Spurs signed Patty Mills as a free agent.
2011-12,2012-03-28,signing,free_agent,WAS,1,martica01,1,0,0,False,The Washington Wizards signed Cartier Martin as a free agent.
2011-12,2012-03-29,signing,other_signing,LAC,1,leslitr01,1,0,0,False,The Los Angeles Clippers assigned Travis Leslie to the Bakersfield Jam of the G-League.
2011-12,2012-03-30,signing,ten_day,NJN,1,hornede01,1,0,0,False,The New Jersey Nets signed Dennis Horner to a 10-day contract.
2011-12,2012-03-30,signing,ten_day,CLE,1,hudsole01,1,0,0,False,The Cleveland Cavaliers signed Lester Hudson to the first of two 10-day contracts.
2011-12,2012-03-30,signing,other_signing,HOU,1,thomama01,1,0,0,False,The Houston Rockets assigned Malcolm Thomas to the Rio Grande Valley Vipers of the G-League.
2011-12,2012-03-31,other,,MEM,1,selbyjo01,1,0,0,False,The Memphis Grizzlies recalled Josh Selby from the Reno Bighorns of the G-League.
2011-12,2012-04-04,other,,GSW,1,wrighch01,1,0,0,False,The Golden State Warriors recalled Chris Wright from the Dakota Wizards of the G-League.
2011-12,2012-04-05,signing,ten_day,WAS,1,singlja01,1,0,0,False,The Washington Wizards signed James Singleton to a 10-day contract.
2011-12,2012-04-05,signing,other_signing,CHI,1,jamesmi01,1,0,0,False,The Chicago Bulls signed Mike James to a contract for the rest of the season.
2011-12,2012-04-05,signing,other_signing,HOU,1,fortsco01,1,0,0,False,The Houston Rockets assigned Courtney Fortson to the Rio Grande Valley Vipers of the G-League.
2011-12,2012-04-05,signing,other_signing,MEM,1,selbyjo01,1,0,0,False,The Memphis Grizzlies assigned Josh Selby to the Reno Bighorns of the G-League.
2011-12,2012-04-06,signing,ten_day,TOR,1,dentmju01,1,0,0,False,The Toronto Raptors signed Justin Dentmon to a 10-day contract.
2011-12,2012-04-06,other,,HOU,1,thomama01,1,0,0,False,The Houston Rockets recalled Malcolm Thomas from the Rio Grande Valley Vipers of the G-League.
2011-12,2012-04-09,signing,ten_day,UTA,1,ahearbl01,1,0,0,False,"The Utah Jazz signed Blake Ahearn to a 10-day contract, then signed to a contract for the rest of the season."
2011-12,2012-04-09,signing,ten_day,NJN,1,johnsar02,1,0,0,False,"The New Jersey Nets signed Armon Johnson to a 10-day contract, then signed to a contract for the rest of the season."
2011-12,2012-04-09,other,,DAL,1,azubuke01,1,0,0,False,The Dallas Mavericks recalled Kelenna Azubuike from the Texas Legends of the G-League.
2011-12,2012-04-09,other,,HOU,1,fortsco01,1,0,0,False,The Houston Rockets recalled Courtney Fortson from the Rio Grande Valley Vipers of the G-League.
2011-12,2012-04-09,other,,DET,1,macklve01,1,0,0,False,The Detroit Pistons recalled Vernon Macklin from the Fort Wayne Mad Ants of the G-League.
2011-12,2012-04-09,other,,MEM,1,selbyjo01,1,0,0,False,The Memphis Grizzlies recalled Josh Selby from the Reno Bighorns of the G-League.
2011-12,2012-04-09,other,,HOU,1,smithgr02,1,0,0,False,The Houston Rockets recalled Greg Smith from the Rio Grande Valley Vipers of the G-League.
2011-12,2012-04-10,signing,ten_day,NOH,1,dysonje01,1,0,0,False,The New Orleans Hornets signed Jerome Dyson to a 10-day contract.
2011-12,2012-04-10,signing,other_signing,NYK,1,jordaje01,1,0,0,False,The New York Knicks assigned Jerome Jordan to the Erie BayHawks of the G-League.
2011-12,2012-04-10,signing,other_signing,GSW,1,wrighch01,1,0,0,False,The Golden State Warriors assigned Chris Wright to the Dakota Wizards of the G-League.
2011-12,2012-04-12,signing,other_signing,HOU,1,simpsdi01,1,0,0,False,The Houston Rockets signed Diamon Simpson to a contract for the rest of the season.
2011-12,2012-04-14,signing,other_signing,CHA,1,moonja01,1,0,0,False,The Charlotte Bobcats signed Jamario Moon to a contract for the rest of the season.
