season,era,date,days_from_open,player_id,pct_of_cap,total_salary,impact_tier,is_big_contract
2022-23,2017 CBA,2022-08-26,56,kolokch01,1.21,1500000.0,1.0,False
2022-23,2017 CBA,2022-09-13,74,harremo01,1.99,2463490.0,2.0,False
2022-23,2017 CBA,2022-09-14,75,okpalkz01,1.54,1902133.0,,False
2022-23,2017 CBA,2022-09-26,87,nworajo01,2.26,2800000.0,1.0,False
2022-23,2017 CBA,2022-10-16,107,joeis01,1.48,1836090.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,hendesc01,7.18,9770880.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,walkeja02,4.45,6059520.0,,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,murrakr01,2.09,2847480.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,howarje01,3.7,5026800.0,,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,blackan01,5.33,7245480.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,wembavi01,8.94,12160680.0,5.0,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,jaqueja01,2.58,3510600.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-01,0,sheppbe01,1.87,2537160.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,bateske01,1.73,2346614.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,eubandr01,1.73,2346614.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,millebr02,8.0,10880400.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,jonesco02,1.48,2019706.0,,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,richajo01,2.13,2891467.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,bryanth01,1.86,2528233.0,,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,georgke01,2.86,3889800.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,hendrta01,4.09,5569920.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,sensabr01,1.8,2448600.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,dickgr01,3.34,4536720.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,coulibi01,4.86,6614280.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-02,1,thompau01,5.86,7977480.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,gueyemo02,0.82,1119563.0,,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,brownko01,1.77,2413320.0,,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,podzibr01,2.46,3352440.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,smithni01,1.81,2463960.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,whitmca01,2.37,3218160.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,thompam01,6.48,8809320.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,hawkijo01,3.17,4310160.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,rosede01,2.35,3196448.0,,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,bufkiko01,3.01,4094280.0,,False
2023-24,2023 CBA (2nd apron),2023-07-03,2,camarto01,0.82,1119563.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-04,3,ruperra01,0.82,1119563.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-05,4,sassema01,1.93,2624040.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,reddica01,1.59,2165000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,zelleco01,1.48,2019706.0,,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,strusma01,10.65,14487684.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,westbru01,2.82,3835738.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,joneshe01,8.83,12015150.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,hachiru01,11.57,15740741.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,brissos01,1.59,2165000.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,gordoer01,2.35,3196448.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,vincega01,7.72,10500000.0,,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,tysonhu01,0.82,1119563.0,,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,strawju01,1.79,2431080.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,pickeja02,1.26,1708143.0,,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,loveke01,2.82,3835738.0,4.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,leverca01,11.31,15384616.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,johnsca02,18.88,25679348.0,3.0,True
2023-24,2023 CBA (2nd apron),2023-07-06,5,brownbr01,16.17,22000000.0,1.0,True
2023-24,2023 CBA (2nd apron),2023-07-06,5,poeltja01,14.34,19500000.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,mcdanja01,3.32,4516000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,middlkh01,21.56,29320988.0,3.0,True
2023-24,2023 CBA (2nd apron),2023-07-06,5,jeromty01,1.79,2439025.0,,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,greenje02,7.06,9600000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,jackstr02,0.82,1119563.0,4.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,landajo01,5.88,8000000.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,liddeej01,1.32,1801769.0,,False
2023-24,2023 CBA (2nd apron),2023-07-06,5,walshjo01,0.82,1119563.0,,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,thybuma01,7.72,10500000.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,irvinky01,27.23,37037037.0,4.0,True
2023-24,2023 CBA (2nd apron),2023-07-07,6,kuzmaky01,18.8,25568182.0,2.0,True
2023-24,2023 CBA (2nd apron),2023-07-07,6,jacksan01,0.82,1119563.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,lylestr01,5.88,8000000.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,whiteco01,8.17,11111111.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,greenaj01,1.4,1901769.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,russeda01,12.72,17307693.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,wallaca01,3.89,5291400.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,inglejo01,8.09,11000000.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,leeda03,1.86,2528233.0,,False
2023-24,2023 CBA (2nd apron),2023-07-07,6,vanvlfr01,30.0,40806300.0,4.0,True
2023-24,2023 CBA (2nd apron),2023-07-08,7,livinch01,0.82,1119563.0,,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,livelde01,3.51,4775640.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,divindo01,8.01,10900000.0,4.0,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,browntr01,2.94,4000000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,brookdi01,16.64,22627671.0,1.0,True
2023-24,2023 CBA (2nd apron),2023-07-08,7,miltosh01,4.03,5475908.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,millele01,1.32,1800000.0,,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,lewisma05,0.82,1119563.0,,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,hoodsja01,2.72,3695040.0,,False
2023-24,2023 CBA (2nd apron),2023-07-08,7,greendr01,16.41,22321429.0,4.0,True
2023-24,2023 CBA (2nd apron),2023-07-09,8,grantje01,20.28,27586207.0,2.0,True
2023-24,2023 CBA (2nd apron),2023-07-09,8,poweldw01,2.94,4000000.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-10,9,reedpa01,5.68,7723000.0,3.0,False
2023-24,2023 CBA (2nd apron),2023-07-10,9,whiteda01,2.18,2966040.0,,False
2023-24,2023 CBA (2nd apron),2023-07-10,9,carteje01,4.55,6190476.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-11,10,willigr01,9.12,12405000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-11,10,clownno01,2.27,3089520.0,,False
2023-24,2023 CBA (2nd apron),2023-07-11,10,wagnemo01,5.88,8000000.0,4.0,False
2023-24,2023 CBA (2nd apron),2023-07-11,10,okogijo01,2.07,2815937.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-12,11,schrode01,9.12,12405000.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-12,11,phillju01,1.18,1600000.0,,False
2023-24,2023 CBA (2nd apron),2023-07-13,12,vezenal01,4.66,6341464.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-14,13,exumda01,2.21,3000000.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-14,13,curryse01,2.94,4000000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-15,14,craigto01,1.86,2528233.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-16,15,prospol01,2.01,2733720.0,,False
2023-24,2023 CBA (2nd apron),2023-07-16,15,petrufi01,0.41,559782.0,,False
2023-24,2023 CBA (2nd apron),2023-07-16,15,jacksre01,3.68,5000000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-17,16,micicva01,5.68,7723000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-17,16,yurtsom01,2.06,2800000.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-07-17,16,bantoda01,1.48,2019706.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-18,17,jonestr01,7.28,9895833.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-20,19,whiteja03,0.49,662130.0,,False
2023-24,2023 CBA (2nd apron),2023-07-22,21,dosunay01,4.77,6481482.0,2.0,False
2023-24,2023 CBA (2nd apron),2023-07-27,26,cissosi01,0.82,1119563.0,,False
2023-24,2023 CBA (2nd apron),2023-08-29,59,washipj01,12.39,16847826.0,1.0,False
2023-24,2023 CBA (2nd apron),2023-09-06,67,woodch01,1.99,2709849.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-01,0,wareke01,3.01,4231800.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,castlst01,6.48,9105120.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,tillmxa01,1.59,2237691.0,,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,colliis01,1.79,2512680.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,willico04,3.89,5469120.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,dunnry01,1.8,2530800.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,sheppre01,7.18,10098960.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,knechda01,2.72,3819120.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,tysonja01,2.37,3326160.0,,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,buzelma01,3.7,5195520.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,larsspe01,0.82,1157153.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-02,1,jamesbr02,0.82,1157153.0,,False
2024-25,2023 CBA (2nd apron),2024-07-03,2,salauti01,5.33,7488720.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-03,2,dadiepa01,1.29,1808080.0,,False
2024-25,2023 CBA (2nd apron),2024-07-04,3,ighodos01,0.82,1157153.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-04,3,walteja01,2.46,3465000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-04,3,sheadja01,1.32,1862265.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-04,3,mogbojo01,1.32,1862265.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-04,3,mccaija01,2.86,4020360.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-04,3,kolekty01,1.48,2087519.0,,False
2024-25,2023 CBA (2nd apron),2024-07-04,3,clingdo01,4.86,6836400.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-05,4,wisemja01,1.59,2237691.0,,False
2024-25,2023 CBA (2nd apron),2024-07-05,4,smithty02,0.82,1157153.0,,False
2024-25,2023 CBA (2nd apron),2024-07-05,4,garzalu01,1.54,2162606.0,,False
2024-25,2023 CBA (2nd apron),2024-07-05,4,johnsaj01,1.99,2795294.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-05,4,chrisca02,0.82,1157153.0,,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,jamesle01,34.66,48728845.0,5.0,True
2024-25,2023 CBA (2nd apron),2024-07-06,5,georgpa01,35.0,49205800.0,2.0,True
2024-25,2023 CBA (2nd apron),2024-07-06,5,martica02,6.53,9186594.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,zelleco01,2.49,3500000.0,,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,thompkl01,11.29,15873016.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,hieldbu01,6.25,8780488.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,anderky01,6.25,8780488.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,valanjo01,7.04,9900000.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,miltosh01,2.04,2875000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,marshna01,6.1,8571429.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,quetane01,1.54,2162606.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,anunoog01,26.06,36637932.0,3.0,True
2024-25,2023 CBA (2nd apron),2024-07-06,5,bitadgo01,6.44,9057971.0,4.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,willipa01,12.8,18000000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,wellsja01,0.82,1157153.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,edeyza01,4.09,5756880.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,holidaa01,3.32,4668000.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,furphjo01,1.32,1850842.0,,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,siakapa01,30.0,42176400.0,3.0,True
2024-25,2023 CBA (2nd apron),2024-07-06,5,toppiob01,9.23,12975000.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,topicni01,3.51,4935960.0,,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,jonesdi01,1.87,2622360.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,chrisma02,5.08,7142857.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,onealro01,6.67,9375000.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,scheiba01,1.77,2494320.0,,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,caldwke01,16.19,22757000.0,2.0,True
2024-25,2023 CBA (2nd apron),2024-07-06,5,wagnemo01,7.82,11000000.0,4.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,monkma01,12.38,17405203.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,loveke01,2.74,3850000.0,,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,harteis01,21.34,30000000.0,4.0,True
2024-25,2023 CBA (2nd apron),2024-07-06,5,harriga01,5.33,7500000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,claxtni01,19.6,27556817.0,3.0,True
2024-25,2023 CBA (2nd apron),2024-07-06,5,hollaro01,5.86,8245320.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,dasiltr01,2.58,3628440.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,risacza01,8.94,12569040.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,georgky01,2.01,2825520.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-06,5,sarral01,8.0,11245680.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-07,6,joeis01,9.24,12991650.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-07,6,maxeyty01,25.0,35147000.0,4.0,True
2024-25,2023 CBA (2nd apron),2024-07-07,6,oubreke01,5.68,7983000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-07,6,drumman01,3.56,5000000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-07,6,carrica01,3.17,4454880.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-07,6,wiggiaa01,7.48,10514017.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-08,7,smithja04,6.1,8571429.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-08,7,derozde01,16.64,23400000.0,2.0,True
2024-25,2023 CBA (2nd apron),2024-07-08,7,highsha01,3.7,5200000.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-08,7,harrito02,18.04,25365854.0,3.0,True
2024-25,2023 CBA (2nd apron),2024-07-08,7,missiyv01,2.27,3193200.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-08,7,dilliro01,4.45,6262920.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-08,7,shannte01,1.81,2546640.0,,False
2024-25,2023 CBA (2nd apron),2024-07-08,7,quickim01,23.12,32500000.0,4.0,True
2024-25,2023 CBA (2nd apron),2024-07-09,8,hardeja01,23.94,33653846.0,4.0,True
2024-25,2023 CBA (2nd apron),2024-07-09,8,holmeda01,2.18,3065640.0,,False
2024-25,2023 CBA (2nd apron),2024-07-09,8,cartede02,3.34,4689000.0,,False
2024-25,2023 CBA (2nd apron),2024-07-09,8,jonesde02,6.77,9523810.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-09,8,batumni01,3.32,4668000.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-10,9,porteke02,2.39,3366937.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-10,9,gordoer01,2.35,3303771.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-11,10,beysa01,4.58,6440678.0,,False
2024-25,2023 CBA (2nd apron),2024-07-12,11,klintbo01,0.89,1257153.0,,False
2024-25,2023 CBA (2nd apron),2024-07-12,11,okogijo01,5.87,8250000.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-12,11,lowryky01,1.48,2087519.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-12,11,fontesi01,5.47,7692308.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-12,11,saricda01,3.68,5168000.0,,False
2024-25,2023 CBA (2nd apron),2024-07-12,11,krejcvi01,1.54,2162606.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-13,12,matkoka01,1.0,1407153.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-14,13,bridgmi02,19.33,27173913.0,3.0,True
2024-25,2023 CBA (2nd apron),2024-07-15,14,martike04,5.67,7975000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-18,17,dunnkr01,3.68,5168000.0,3.0,False
2024-25,2023 CBA (2nd apron),2024-07-19,18,josepco01,2.35,3303771.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-07-21,20,bonaad01,0.82,1157153.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-21,20,johnske07,1.54,2162606.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-22,21,reevean01,0.82,1157153.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-07-26,25,westbru01,4.01,5631296.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-08-10,40,eubandr01,3.56,5000000.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-08-10,40,mykhasv01,2.49,3500000.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-08-12,42,filipky01,2.13,3000000.0,2.0,False
2024-25,2023 CBA (2nd apron),2024-08-12,42,juzanjo01,2.2,3087519.0,1.0,False
2024-25,2023 CBA (2nd apron),2024-09-17,78,okorois01,7.24,10185186.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-01,0,jakucka01,2.37,3658800.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-01,0,proctty01,0.82,1272870.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-01,0,gonzahu01,1.8,2783880.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-01,0,murraco01,4.09,6332520.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-01,0,broomjo01,0.82,1272870.0,,False
2025-26,2023 CBA (2nd apron),2025-07-01,0,edgecvj01,7.18,11108880.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-01,0,yangha01,2.86,4422360.0,,False
2025-26,2023 CBA (2nd apron),2025-07-02,1,raynama01,0.82,1272870.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-02,1,watfotr01,1.59,2461463.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-02,1,claytwa01,2.58,3991320.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-02,1,baileac01,5.86,9069840.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-02,1,flaggco01,8.94,13825920.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,mamuksa01,1.59,2461463.0,4.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,sorbeth01,3.01,4655040.0,,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,kalkbry01,1.48,2296274.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,mcneeli01,1.79,2763960.0,,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,knuepko01,6.48,10015680.0,4.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,richaja02,1.93,2983320.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,wolfda01,1.81,2801280.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,sarafbe01,1.87,2884560.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,demineg01,4.45,6889200.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,bryanca01,3.17,4900320.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,harpedy01,8.0,12370320.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,cliffni01,2.01,3108120.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,newelas01,2.09,3237480.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-03,2,jamessi01,1.48,2296274.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-04,3,traorno01,2.46,3811560.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-04,3,pendano01,0.82,1272870.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-04,3,essenno01,3.51,5429520.0,,False
2025-26,2023 CBA (2nd apron),2025-07-05,4,queende01,3.34,5157960.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-05,4,fearsje01,4.86,7520040.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-05,4,johnstr03,5.33,8237640.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,mitchaj01,1.94,3000000.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,yabusgu01,3.56,5500000.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,laravja01,3.88,6000000.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,aytonde01,21.76,33654814.0,2.0,True
2025-26,2023 CBA (2nd apron),2025-07-06,5,lopezbr01,5.66,8750000.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,batumni01,3.62,5601600.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,irvinky01,23.64,36566002.0,,True
2025-26,2023 CBA (2nd apron),2025-07-06,5,merrisa01,5.48,8482144.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,jonestr01,5.17,8000000.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,capelca01,4.33,6700000.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,turnemy01,16.37,25318251.0,2.0,True
2025-26,2023 CBA (2nd apron),2025-07-06,5,portibo01,8.69,13445754.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,vanvlfr01,16.17,25000000.0,,True
2025-26,2023 CBA (2nd apron),2025-07-06,5,russeda01,3.68,5685000.0,,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,rileywi01,2.27,3512520.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,finnedo01,8.21,12700000.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,peavymi01,0.82,1272870.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,hardeja01,25.51,39446090.0,4.0,True
2025-26,2023 CBA (2nd apron),2025-07-06,5,thierad01,0.82,1272870.0,,False
2025-26,2023 CBA (2nd apron),2025-07-06,5,edwarju01,1.32,2048494.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,looneke01,5.17,8000000.0,,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,porteke02,3.32,5134000.0,4.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,mitchda01,7.5,11600000.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,robindu01,10.89,16834692.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,konanya01,1.77,2743800.0,,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,cowarce01,3.7,5715120.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,trentga02,2.39,3697105.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,reedpa01,3.45,5335894.0,5.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,leverca01,9.12,14104000.0,2.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,schrode01,9.12,14104000.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,berinjo01,2.72,4201080.0,,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,garzalu01,1.59,2461463.0,4.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,minotjo01,1.54,2378870.0,4.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,wisemja01,0.73,1131970.0,,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,flemira01,0.82,1272870.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,maluakh01,3.89,6016080.0,,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,laniech01,0.89,1372870.0,,False
2025-26,2023 CBA (2nd apron),2025-07-07,6,kornelu01,7.11,11000000.0,4.0,False
2025-26,2023 CBA (2nd apron),2025-07-08,7,joneska03,0.82,1272870.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-08,7,rolliry01,2.59,4000000.0,3.0,False
2025-26,2023 CBA (2nd apron),2025-07-08,7,harriga01,2.35,3634153.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-08,7,poweldr01,2.18,3372240.0,1.0,False
2025-26,2023 CBA (2nd apron),2025-07-08,7,princta02,2.14,3303774.0,1.0,False
