season,season_end,player_id,player,total_salary,n_teams,teams,salary_cap,pct_of_cap
2016-17,2017,finnedo01,Dorian Finney-Smith,543471.0,1,DAL,94143000,0.58
2016-17,2017,forbebr01,Bryn Forbes,543471.0,1,SAS,94143000,0.58
2016-17,2017,grahatr01,Treveon Graham,543471.0,1,CHO,94143000,0.58
2016-17,2017,houseda01,Danuel House,543471.0,1,WAS,94143000,0.58
2016-17,2017,jonesde02,Derrick Jones,543471.0,1,PHO,94143000,0.58
2016-17,2017,mccawpa01,Patrick McCaw,543471.0,1,GSW,94143000,0.58
2016-17,2017,mcclesh01,Sheldon McClellan,543471.0,1,WAS,94143000,0.58
2016-17,2017,mcgruro01,Rodney McGruder,543471.0,1,MIA,94143000,0.58
2016-17,2017,ochefda01,Daniel Ochefu,543471.0,1,WAS,94143000,0.58
2016-17,2017,onuakch01,Chinanu Onuaku,543471.0,1,HOU,94143000,0.58
2016-17,2017,plumlma02,Marshall Plumlee,543471.0,1,NYK,94143000,0.58
2016-17,2017,stonedi01,Diamond Stone,543471.0,1,LAC,94143000,0.58
2016-17,2017,vanvlfr01,Fred VanVleet,543471.0,1,TOR,94143000,0.58
2016-17,2017,randlch01,Chasson Randle,541171.0,2,NYK/PHI,94143000,0.57
2016-17,2017,butleca01,Caron Butler,517220.0,1,SAC,94143000,0.55
2016-17,2017,jenkijo01,John Jenkins,469841.0,1,PHO,94143000,0.5
2016-17,2017,grayaa01,Aaron Gray,452059.0,1,DET,94143000,0.48
2016-17,2017,ferreyo01,Yogi Ferrell,442067.0,2,BRK/DAL,94143000,0.47
2016-17,2017,onuakar01,Arinze Onuaku,440078.0,1,ORL,94143000,0.47
2016-17,2017,kellyry01,Ryan Kelly,418228.0,1,ATL,94143000,0.44
2016-17,2017,obryajo01,Johnny O'Bryant,392171.0,2,CHO/DEN,94143000,0.42
2016-17,2017,harriaa01,Aaron Harrison,375579.0,1,CHO,94143000,0.4
2016-17,2017,whiteok01,Okaro White,374933.0,1,MIA,94143000,0.4
2016-17,2017,bentibe01,Ben Bentil,331969.0,3,BOS/DAL/IND,94143000,0.35
2016-17,2017,bargnan01,Andrea Bargnani,323599.0,1,BRK,94143000,0.34
2016-17,2017,mekelga01,Gal Mekel,315760.0,1,DAL,94143000,0.34
2016-17,2017,taylois01,Isaiah Taylor,305000.0,1,HOU,94143000,0.32
2016-17,2017,willire02,Reggie Williams,302676.0,2,NOP/OKC,94143000,0.32
2016-17,2017,radulmi01,Miroslav Raduljica,300000.0,1,LAC,94143000,0.32
2016-17,2017,eddieja01,Jarell Eddie,277898.0,2,PHO/WAS,94143000,0.3
2016-17,2017,jianlyi01,Yi Jianlian,250000.0,1,LAL,94143000,0.27
2016-17,2017,williel01,Elliot Williams,250000.0,1,GSW,94143000,0.27
2016-17,2017,coleno01,Norris Cole,247991.0,1,OKC,94143000,0.26
2016-17,2017,crawfjo02,Jordan Crawford,234915.0,1,NOP,94143000,0.25
2016-17,2017,pattela01,Lamar Patterson,228623.0,2,ATL/SAC,94143000,0.24
2016-17,2017,laproni01,Nicolas Laprovittola,210995.0,1,SAS,94143000,0.22
2016-17,2017,frankja01,Jamaal Franklin,163296.0,1,MEM,94143000,0.17
2016-17,2017,paulbr01,Brandon Paul,155000.0,1,PHI,94143000,0.16
2016-17,2017,hummero01,Robbie Hummel,150000.0,1,DEN,94143000,0.16
2016-17,2017,stokeja01,Jarnell Stokes,150000.0,1,DEN,94143000,0.16
2016-17,2017,tobeymi01,Mike Tobey,138938.0,1,CHO,94143000,0.15
2016-17,2017,nwabada01,David Nwaba,137466.0,1,LAL,94143000,0.15
2016-17,2017,garinpa01,Patricio Garino,131969.0,2,ORL/SAS,94143000,0.14
2016-17,2017,mccalra01,Ray McCallum,131443.0,2,CHO/DET,94143000,0.14
2016-17,2017,paigema01,Marcus Paige,125000.0,1,UTA,94143000,0.13
2016-17,2017,harrima01,Manny Harris,119494.0,1,DAL,94143000,0.13
2016-17,2017,seldewa01,Wayne Selden,115088.0,2,MEM/NOP,94143000,0.12
2016-17,2017,uthofja01,Jarrod Uthoff,113938.0,2,DAL/TOR,94143000,0.12
2016-17,2017,cookqu01,Quinn Cook,111891.0,2,DAL/NOP,94143000,0.12
2016-17,2017,jackspi01,Pierre Jackson,105498.0,1,DAL,94143000,0.11
2016-17,2017,cousiis01,Isaiah Cousins,100000.0,1,SAC,94143000,0.11
2016-17,2017,jankost01,Stefan Jankovic,100000.0,1,MIA,94143000,0.11
2016-17,2017,mockeeg01,Egidijus Mockevicius,100000.0,1,BRK,94143000,0.11
2016-17,2017,tokotjp01,J.P. Tokoto,100000.0,1,NYK,94143000,0.11
2016-17,2017,wrighch01,Chris Wright,100000.0,1,OKC,94143000,0.11
2016-17,2017,longsh01,Shawn Long,96969.0,1,PHI,94143000,0.1
2016-17,2017,georgma01,Marcus Georges-Hunt,88938.0,3,BOS/MIA/ORL,94143000,0.09
2016-17,2017,costema01,Matt Costello,81500.0,2,ATL/MEM,94143000,0.09
2016-17,2017,arcidry01,Ryan Arcidiacono,75000.0,1,SAS,94143000,0.08
2016-17,2017,bensoke02,Keith Benson,75000.0,1,MIA,94143000,0.08
2016-17,2017,fordqu01,Quincy Ford,75000.0,1,UTA,94143000,0.08
2016-17,2017,simshe01,Henry Sims,75000.0,1,UTA,94143000,0.08
2016-17,2017,tarczka01,Kaleb Tarczewski,75000.0,1,OKC,94143000,0.08
2016-17,2017,poythal01,Alex Poythress,74284.0,2,IND/PHI,94143000,0.08
2016-17,2017,nealga01,Gary Neal,72193.0,1,ATL,94143000,0.08
2016-17,2017,toupaax01,Axel Toupane,72029.0,2,MIL/NOP,94143000,0.08
2016-17,2017,colliky01,Kyle Collinsworth,70000.0,1,DAL,94143000,0.07
2016-17,2017,walkuth01,Thomas Walkup,69500.0,1,CHI,94143000,0.07
2016-17,2017,webbja01,James Webb,65000.0,1,PHI,94143000,0.07
2016-17,2017,augusza01,Zach Auguste,60000.0,1,LAL,94143000,0.06
2016-17,2017,harpeju01,Justin Harper,57672.0,1,PHI,94143000,0.06
2016-17,2017,heslibr01,Brady Heslip,56500.0,1,TOR,94143000,0.06
2016-17,2017,alexacl01,Cliff Alexander,51449.0,1,BRK,94143000,0.05
2016-17,2017,barbeca01,Cat Barber,50000.0,1,PHI,94143000,0.05
2016-17,2017,carusal01,Alex Caruso,50000.0,1,OKC,94143000,0.05
2016-17,2017,chrisdi01,Dionte Christmas,50000.0,1,PHI,94143000,0.05
2016-17,2017,cookel01,Elgin Cook,50000.0,1,GSW,94143000,0.05
2016-17,2017,jonesca02,Cameron Jones,50000.0,1,GSW,94143000,0.05
2016-17,2017,kennedj01,D.J. Kennedy,50000.0,1,DEN,94143000,0.05
2016-17,2017,leeda03,Damion Lee,50000.0,1,BOS,94143000,0.05
2016-17,2017,moreiya01,Yanick Moreira,50000.0,1,TOR,94143000,0.05
2016-17,2017,singlej01,E.J. Singler,50000.0,1,TOR,94143000,0.05
2016-17,2017,stoneju01,Julyan Stone,50000.0,1,IND,94143000,0.05
2016-17,2017,woltena01,Nate Wolters,50000.0,1,DEN,94143000,0.05
2016-17,2017,woodsc01,Scott Wood,50000.0,1,GSW,94143000,0.05
2016-17,2017,beechbe01,Beau Beech,45000.0,1,BRK,94143000,0.05
2016-17,2017,pressph01,Phil Pressey,35000.0,1,GSW,94143000,0.04
2016-17,2017,stephdj01,D.J. Stephens,35000.0,1,MEM,94143000,0.04
2016-17,2017,ibehpr01,Prince Ibeh,31969.0,1,BRK,94143000,0.03
2016-17,2017,jovanni01,Nikola Jovanovic,30000.0,1,DET,94143000,0.03
2016-17,2017,jonesja04,Jalen Jones,25000.0,1,BOS,94143000,0.03
2016-17,2017,wroteto01,Tony Wroten,25000.0,1,MEM,94143000,0.03
2016-17,2017,zeislni01,Nick Zeisloft,25000.0,1,IND,94143000,0.03
2016-17,2017,jonesda02,Dahntay Jones,24022.0,1,CLE,94143000,0.03
2016-17,2017,millsel01,Elijah Millsap,23069.0,1,PHO,94143000,0.02
2016-17,2017,warneja01,Jameel Warney,20000.0,1,DAL,94143000,0.02
2016-17,2017,hairspj02,P.J. Hairston,11534.0,1,HOU,94143000,0.01
2017-18,2018,curryst01,Stephen Curry,34682550.0,1,GSW,99093000,35.0
2017-18,2018,jamesle01,LeBron James,33285709.0,1,CLE,99093000,33.59
2017-18,2018,millspa01,Paul Millsap,31269231.0,1,DEN,99093000,31.56
2017-18,2018,griffbl01,Blake Griffin,29727900.0,1,DET,99093000,30.0
2017-18,2018,haywago01,Gordon Hayward,29727900.0,1,BOS,99093000,30.0
2017-18,2018,lowryky01,Kyle Lowry,28703704.0,1,TOR,99093000,28.97
2017-18,2018,conlemi01,Mike Conley,28530608.0,1,MEM,99093000,28.79
2017-18,2018,westbru01,Russell Westbrook,28530608.0,1,OKC,99093000,28.79
2017-18,2018,hardeja01,James Harden,28299399.0,1,HOU,99093000,28.56
2017-18,2018,derozde01,DeMar DeRozan,27739975.0,1,TOR,99093000,27.99
2017-18,2018,horfoal01,Al Horford,27734405.0,1,BOS,99093000,27.99
2017-18,2018,anthoca01,Carmelo Anthony,26243760.0,1,OKC,99093000,26.48
2017-18,2018,lillada01,Damian Lillard,26153057.0,1,POR,99093000,26.39
2017-18,2018,holidjr01,Jrue Holiday,25686667.0,1,NOP,99093000,25.92
2017-18,2018,boshch01,Chris Bosh,25289390.0,1,MIA,99093000,25.52
2017-18,2018,duranke01,Kevin Durant,25000000.0,1,GSW,99093000,25.23
2017-18,2018,porteot01,Otto Porter,24773250.0,1,WAS,99093000,25.0
2017-18,2018,paulch01,Chris Paul,24599495.0,1,HOU,99093000,24.82
2017-18,2018,mccolcj01,CJ McCollum,23962573.0,1,POR,99093000,24.18
2017-18,2018,bealbr01,Bradley Beal,23775506.0,1,WAS,99093000,23.99
2017-18,2018,davisan02,Anthony Davis,23775506.0,1,NOP,99093000,23.99
2017-18,2018,drumman01,Andre Drummond,23775506.0,1,DET,99093000,23.99
2017-18,2018,whiteha01,Hassan Whiteside,23775506.0,1,MIA,99093000,23.99
2017-18,2018,howardw01,Dwight Howard,23500000.0,1,CHO,99093000,23.72
2017-18,2018,barneha02,Harrison Barnes,23112004.0,1,DAL,99093000,23.32
2017-18,2018,parsoch01,Chandler Parsons,23112004.0,1,MEM,99093000,23.32
2017-18,2018,redicjj01,J.J. Redick,23000000.0,1,PHI,99093000,23.21
2017-18,2018,gasolma01,Marc Gasol,22642350.0,1,MEM,99093000,22.85
2017-18,2018,jordade01,DeAndre Jordan,22642350.0,1,LAC,99093000,22.85
2017-18,2018,lopezbr01,Brook Lopez,22642350.0,1,LAL,99093000,22.85
2017-18,2018,loveke01,Kevin Love,22642350.0,1,CLE,99093000,22.85
2017-18,2018,adamsst01,Steven Adams,22471910.0,1,OKC,99093000,22.68
2017-18,2018,antetgi01,Giannis Antetokounmpo,22471910.0,1,MIL,99093000,22.68
2017-18,2018,batumni01,Nicolas Batum,22434783.0,1,CHO,99093000,22.64
2017-18,2018,goberru01,Rudy Gobert,21974719.0,1,UTA,99093000,22.18
2017-18,2018,aldrila01,LaMarcus Aldridge,21461010.0,1,SAS,99093000,21.66
2017-18,2018,monrogr01,Greg Monroe,21384175.0,2,BOS/PHO,99093000,21.58
2017-18,2018,oladivi01,Victor Oladipo,21000000.0,1,IND,99093000,21.19
2017-18,2018,kanteen01,Enes Kanter,20566802.0,1,NYK,99093000,20.76
2017-18,2018,gallida01,Danilo Gallinari,20559599.0,1,LAC,99093000,20.75
2017-18,2018,ibakase01,Serge Ibaka,20061729.0,1,TOR,99093000,20.25
2017-18,2018,hillge01,George Hill,20000000.0,1,CLE,99093000,20.18
2017-18,2018,anderry01,Ryan Anderson,19578455.0,1,HOU,99093000,19.76
2017-18,2018,georgpa01,Paul George,19508958.0,1,OKC,99093000,19.69
2017-18,2018,crabbal01,Allen Crabbe,19332500.0,1,BRK,99093000,19.51
2017-18,2018,butleji01,Jimmy Butler,19301070.0,1,MIN,99093000,19.48
2017-18,2018,teaguje01,Jeff Teague,19000000.0,1,MIN,99093000,19.17
2017-18,2018,irvinky01,Kyrie Irving,18868625.0,1,BOS,99093000,19.04
2017-18,2018,leonaka01,Kawhi Leonard,18868625.0,1,SAS,99093000,19.04
2017-18,2018,couside01,DeMarcus Cousins,18063850.0,1,NOP,99093000,18.23
2017-18,2018,walljo01,John Wall,18063850.0,1,WAS,99093000,18.23
2017-18,2018,matthwe02,Wesley Matthews,17884176.0,1,DAL,99093000,18.05
2017-18,2018,thompkl01,Klay Thompson,17826150.0,1,GSW,99093000,17.99
2017-18,2018,noahjo01,Joakim Noah,17765000.0,1,NYK,99093000,17.93
2017-18,2018,caldwke01,Kentavious Caldwell-Pope,17745894.0,1,LAL,99093000,17.91
2017-18,2018,denglu01,Luol Deng,17190000.0,1,LAL,99093000,17.35
2017-18,2018,turneev01,Evan Turner,17131148.0,1,POR,99093000,17.29
2017-18,2018,wadedw01,Dwyane Wade,17021382.0,2,CHI/MIA,99093000,17.18
2017-18,2018,dragigo01,Goran Dragic,17000450.0,1,MIA,99093000,17.16
2017-18,2018,biyombi01,Bismack Biyombo,17000000.0,1,ORL,99093000,17.16
2017-18,2018,fournev01,Evan Fournier,17000000.0,1,ORL,99093000,17.16
2017-18,2018,bazemke01,Kent Bazemore,16910113.0,1,ATL,99093000,17.06
2017-18,2018,covinro01,Robert Covington,16698103.0,1,PHI,99093000,16.85
2017-18,2018,mahinia01,Ian Mahinmi,16661641.0,1,WAS,99093000,16.81
2017-18,2018,hardati02,Tim Hardaway,16500000.0,1,NYK,99093000,16.65
2017-18,2018,greendr01,Draymond Green,16400000.0,1,GSW,99093000,16.55
2017-18,2018,thomptr01,Tristan Thompson,16400000.0,1,CLE,99093000,16.55
2017-18,2018,gasolpa01,Pau Gasol,16000000.0,1,SAS,99093000,16.15
2017-18,2018,harrito02,Tobias Harris,16000000.0,1,LAC,99093000,16.15
2017-18,2018,jacksre01,Reggie Jackson,16000000.0,1,DET,99093000,16.15
2017-18,2018,schrode01,Dennis Schroder,15500000.0,1,ATL,99093000,15.64
2017-18,2018,valanjo01,Jonas Valanciunas,15460675.0,1,TOR,99093000,15.6
2017-18,2018,parketo01,Tony Parker,15453126.0,1,SAS,99093000,15.59
2017-18,2018,mozgoti01,Timofey Mozgov,15280000.0,1,BRK,99093000,15.42
2017-18,2018,crawfja01,Jamal Crawford,15270762.0,2,ATL/MIN,99093000,15.41
2017-18,2018,iguodan01,Andre Iguodala,14814815.0,1,GSW,99093000,14.95
2017-18,2018,carrode01,DeMarre Carroll,14800000.0,1,BRK,99093000,14.94
2017-18,2018,youngth01,Thaddeus Young,14796348.0,1,IND,99093000,14.93
2017-18,2018,bledser01,Eric Bledsoe,14500000.0,1,MIL,99093000,14.63
2017-18,2018,rubiori01,Ricky Rubio,14275000.0,1,UTA,99093000,14.41
2017-18,2018,inglejo01,Joe Ingles,14136364.0,1,UTA,99093000,14.27
2017-18,2018,dienggo01,Gorgui Dieng,14112360.0,1,MIN,99093000,14.24
2017-18,2018,middlkh01,Khris Middleton,14100000.0,1,MIL,99093000,14.23
2017-18,2018,plumlma01,Mason Plumlee,14041096.0,1,DEN,99093000,14.17
2017-18,2018,gibsota01,Taj Gibson,14000000.0,1,MIN,99093000,14.13
2017-18,2018,johnsja01,James Johnson,13954000.0,1,MIA,99093000,14.08
2017-18,2018,lopezro01,Robin Lopez,13788500.0,1,CHI,99093000,13.91
2017-18,2018,smithjr01,J.R. Smith,13760000.0,1,CLE,99093000,13.89
2017-18,2018,knighbr03,Brandon Knight,13618750.0,1,PHO,99093000,13.74
2017-18,2018,willima02,Marvin Williams,13168750.0,1,CHO,99093000,13.29
2017-18,2018,chandty01,Tyson Chandler,13000000.0,1,PHO,99093000,13.12
2017-18,2018,kiddgmi01,Michael Kidd-Gilchrist,13000000.0,1,CHO,99093000,13.12
2017-18,2018,gordoer01,Eric Gordon,12943020.0,1,HOU,99093000,13.06
2017-18,2018,farieke01,Kenneth Faried,12921348.0,1,DEN,99093000,13.04
2017-18,2018,gortama01,Marcin Gortat,12782609.0,1,WAS,99093000,12.9
2017-18,2018,zelleco01,Cody Zeller,12584270.0,1,CHO,99093000,12.7
2017-18,2018,mirotni01,Nikola Mirotic,12500000.0,1,NOP,99093000,12.61
2017-18,2018,plumlmi01,Miles Plumlee,12500000.0,1,ATL,99093000,12.61
2017-18,2018,randoza01,Zach Randolph,12307692.0,1,SAC,99093000,12.42
2017-18,2018,vucevni01,Nikola Vucevic,12250000.0,1,ORL,99093000,12.36
2017-18,2018,hillso01,Solomon Hill,12236535.0,1,NOP,99093000,12.35
2017-18,2018,chandwi01,Wilson Chandler,12016854.0,1,DEN,99093000,12.13
2017-18,2018,favorde01,Derrick Favors,12000000.0,1,UTA,99093000,12.11
2017-18,2018,linje01,Jeremy Lin,12000000.0,1,BRK,99093000,12.11
2017-18,2018,walkeke02,Kemba Walker,12000000.0,1,CHO,99093000,12.11
2017-18,2018,riverau01,Austin Rivers,11825000.0,1,LAC,99093000,11.93
2017-18,2018,leeco01,Courtney Lee,11747890.0,1,NYK,99093000,11.86
2017-18,2018,clarkjo01,Jordan Clarkson,11562500.0,1,CLE,99093000,11.67
2017-18,2018,hensojo01,John Henson,11422536.0,1,MIL,99093000,11.53
2017-18,2018,johnsam01,Amir Johnson,11000000.0,1,PHI,99093000,11.1
2017-18,2018,waitedi01,Dion Waiters,11000000.0,1,MIA,99093000,11.1
2017-18,2018,burksal01,Alec Burks,10845506.0,1,UTA,99093000,10.94
2017-18,2018,millspa02,Patty Mills,10714286.0,1,SAS,99093000,10.81
2017-18,2018,olynyke01,Kelly Olynyk,10607169.0,1,MIA,99093000,10.7
2017-18,2018,asikom01,Omer Asik,10595505.0,1,CHI,99093000,10.69
2017-18,2018,bogdabo02,Bojan Bogdanovic,10500000.0,1,IND,99093000,10.6
2017-18,2018,rosste01,Terrence Ross,10500000.0,1,ORL,99093000,10.6
2017-18,2018,teletmi01,Mirza Teletovic,10500000.0,1,MIL,99093000,10.6
2017-18,2018,leuerjo01,Jon Leuer,10497319.0,1,DET,99093000,10.59
2017-18,2018,shumpim01,Iman Shumpert,10337079.0,1,SAC,99093000,10.43
2017-18,2018,harklma01,Maurice Harkless,10162922.0,1,POR,99093000,10.26
2017-18,2018,collida01,Darren Collison,10000000.0,1,IND,99093000,10.09
2017-18,2018,dudleja01,Jared Dudley,10000000.0,1,PHO,99093000,10.09
2017-18,2018,greenda02,Danny Green,10000000.0,1,SAS,99093000,10.09
2017-18,2018,johnsjo02,Joe Johnson,9978835.0,2,HOU/SAC,99093000,10.07
2017-18,2018,leoname01,Meyers Leonard,9904495.0,1,POR,99093000,10.0
2017-18,2018,snellto01,Tony Snell,9821429.0,1,MIL,99093000,9.91
2017-18,2018,jeffeal01,Al Jefferson,9769821.0,1,IND,99093000,9.86
2017-18,2018,dellama01,Matthew Dellavedova,9607500.0,1,MIL,99093000,9.7
2017-18,2018,bogdabo01,Bogdan Bogdanovic,9470614.0,1,SAC,99093000,9.56
2017-18,2018,roberan03,Andre Roberson,9259259.0,1,OKC,99093000,9.34
2017-18,2018,booketr01,Trevor Booker,9057516.0,2,IND/PHI,99093000,9.14
2017-18,2018,poweldw01,Dwight Powell,9003125.0,1,DAL,99093000,9.09
2017-18,2018,bayleje01,Jerryd Bayless,9000000.0,1,PHI,99093000,9.08
2017-18,2018,bradlav01,Avery Bradley,8808989.0,1,LAC,99093000,8.89
2017-18,2018,greenja01,JaMychal Green,8533333.0,1,MEM,99093000,8.61
2017-18,2018,mooreet01,E'Twaun Moore,8445024.0,1,NOP,99093000,8.52
2017-18,2018,gayru01,Rudy Gay,8406000.0,1,SAS,99093000,8.48
2017-18,2018,koufoko01,Kosta Koufos,8393000.0,1,SAC,99093000,8.47
2017-18,2018,cartevi01,Vince Carter,8000000.0,1,SAC,99093000,8.07
2017-18,2018,morrima02,Markieff Morris,8000000.0,1,WAS,99093000,8.07
2017-18,2018,templga01,Garrett Temple,8000000.0,1,SAC,99093000,8.07
2017-18,2018,milescj01,C.J. Miles,7936509.0,1,TOR,99093000,8.01
2017-18,2018,feliccr01,Cristiano Felicio,7843500.0,1,CHI,99093000,7.92
2017-18,2018,livinsh01,Shaun Livingston,7692308.0,1,GSW,99093000,7.76
2017-18,2018,josepco01,Cory Joseph,7630000.0,1,IND,99093000,7.7
2017-18,2018,tuckepj01,P.J. Tucker,7590035.0,1,HOU,99093000,7.66
2017-18,2018,wiggian01,Andrew Wiggins,7574322.0,1,MIN,99093000,7.64
2017-18,2018,arthuda01,Darrell Arthur,7464912.0,1,DEN,99093000,7.53
2017-18,2018,arizatr01,Trevor Ariza,7420912.0,1,HOU,99093000,7.49
2017-18,2018,fryech01,Channing Frye,7420912.0,1,LAL,99093000,7.49
2017-18,2018,aminual01,Al-Farouq Aminu,7319035.0,1,POR,99093000,7.39
2017-18,2018,aldrico01,Cole Aldrich,7300000.0,1,MIN,99093000,7.37
2017-18,2018,augusdj01,D.J. Augustin,7250000.0,1,ORL,99093000,7.32
2017-18,2018,breweco01,Corey Brewer,7220195.0,2,LAL/OKC,99093000,7.29
2017-18,2018,belinma01,Marco Belinelli,7082277.0,2,ATL/PHI,99093000,7.15
2017-18,2018,fultzma01,Markelle Fultz,7026240.0,1,PHI,99093000,7.09
2017-18,2018,korveky01,Kyle Korver,7000000.0,1,CLE,99093000,7.06
2017-18,2018,lambje01,Jeremy Lamb,7000000.0,1,CHO,99093000,7.06
2017-18,2018,marjabo01,Boban Marjanovic,7000000.0,1,LAC,99093000,7.06
2017-18,2018,willilo02,Lou Williams,7000000.0,1,LAC,99093000,7.06
2017-18,2018,crowdja01,Jae Crowder,6796117.0,1,UTA,99093000,6.86
2017-18,2018,parkeja01,Jabari Parker,6782392.0,1,MIL,99093000,6.84
2017-18,2018,gallola01,Langston Galloway,6666667.0,1,DET,99093000,6.73
2017-18,2018,thomala01,Lance Thomas,6655325.0,1,NYK,99093000,6.72
2017-18,2018,davised01,Ed Davis,6352531.0,1,POR,99093000,6.41
2017-18,2018,rondora01,Rajon Rondo,6300000.0,2,CHI/NOP,99093000,6.36
2017-18,2018,simmojo02,Jonathon Simmons,6300000.0,1,ORL,99093000,6.36
2017-18,2018,balllo01,Lonzo Ball,6286560.0,1,LAL,99093000,6.34
2017-18,2018,ellinwa01,Wayne Ellington,6270000.0,1,MIA,99093000,6.33
2017-18,2018,thomais02,Isaiah Thomas,6261395.0,1,LAL,99093000,6.32
2017-18,2018,townska01,Karl-Anthony Towns,6216840.0,1,MIN,99093000,6.27
2017-18,2018,simmobe01,Ben Simmons,6168840.0,1,PHI,99093000,6.23
2017-18,2018,nelsoja01,Jameer Nelson,6165868.0,2,DEN/DET,99093000,6.22
2017-18,2018,embiijo01,Joel Embiid,6100266.0,1,PHI,99093000,6.16
2017-18,2018,mcrobjo01,Josh McRoberts,6021175.0,1,DAL,99093000,6.08
2017-18,2018,dedmode01,Dewayne Dedmon,6000000.0,1,ATL,99093000,6.05
2017-18,2018,macksh01,Shelvin Mack,6000000.0,1,ORL,99093000,6.05
2017-18,2018,smithis01,Ish Smith,6000000.0,1,DET,99093000,6.05
2017-18,2018,teodomi01,Milos Teodosic,6000000.0,1,LAC,99093000,6.05
2017-18,2018,willial03,Alan Williams,6000000.0,1,PHO,99093000,6.05
2017-18,2018,johnsty01,Tyler Johnson,5881260.0,1,MIA,99093000,5.94
2017-18,2018,johnswe01,Wesley Johnson,5881260.0,1,LAC,99093000,5.94
2017-18,2018,ilyaser01,Ersan Ilyasova,5791736.0,2,ATL/PHI,99093000,5.84
2017-18,2018,abrinal01,Alex Abrines,5725000.0,1,OKC,99093000,5.78
2017-18,2018,wrighbr03,Brandan Wright,5670221.0,2,HOU/MEM,99093000,5.72
2017-18,2018,tatumja01,Jayson Tatum,5645400.0,1,BOS,99093000,5.7
2017-18,2018,russeda01,D'Angelo Russell,5562360.0,1,BRK,99093000,5.61
2017-18,2018,smithjo03,Josh Smith,5542229.0,2,DET/NOP,99093000,5.59
2017-18,2018,ingrabr01,Brandon Ingram,5519400.0,1,LAL,99093000,5.57
2017-18,2018,beverpa01,Patrick Beverley,5513514.0,1,LAC,99093000,5.56
2017-18,2018,gordoaa01,Aaron Gordon,5504420.0,1,ORL,99093000,5.55
2017-18,2018,willide01,Deron Williams,5474787.0,1,BRK,99093000,5.52
2017-18,2018,tollian01,Anthony Tolliver,5290000.0,2,DET/SAC,99093000,5.34
2017-18,2018,sefolth01,Thabo Sefolosha,5250000.0,1,UTA,99093000,5.3
2017-18,2018,smithja02,Jason Smith,5225000.0,1,WAS,99093000,5.27
2017-18,2018,mclembe01,Ben McLemore,5200000.0,1,MEM,99093000,5.25
2017-18,2018,pattepa01,Patrick Patterson,5192000.0,1,OKC,99093000,5.24
2017-18,2018,youngni01,Nick Young,5192000.0,1,GSW,99093000,5.24
2017-18,2018,jacksjo02,Josh Jackson,5090040.0,1,PHO,99093000,5.14
2017-18,2018,morrima03,Marcus Morris,5000000.0,1,BOS,99093000,5.05
2017-18,2018,muscami01,Mike Muscala,5000000.0,1,ATL,99093000,5.05
2017-18,2018,nowitdi01,Dirk Nowitzki,5000000.0,1,DAL,99093000,5.05
2017-18,2018,okafoja01,Jahlil Okafor,4995120.0,1,BRK,99093000,5.04
2017-18,2018,exumda01,Dante Exum,4992385.0,1,UTA,99093000,5.04
2017-18,2018,ajincal01,Alexis Ajinca,4961798.0,1,NOP,99093000,5.01
2017-18,2018,brownja02,Jaylen Brown,4956480.0,1,BOS,99093000,5.0
2017-18,2018,singlky01,Kyle Singler,4666500.0,1,OKC,99093000,4.71
2017-18,2018,kilpase01,Sean Kilpatrick,4643294.0,4,BRK/CHI/LAC/MIL,99093000,4.69
2017-18,2018,holidju01,Justin Holiday,4615385.0,1,CHI,99093000,4.66
2017-18,2018,foxde01,De'Aaron Fox,4609200.0,1,SAC,99093000,4.65
2017-18,2018,smartma01,Marcus Smart,4538020.0,1,BOS,99093000,4.58
2017-18,2018,porzikr01,Kristaps Porzingis,4503600.0,1,NYK,99093000,4.54
2017-18,2018,bendedr01,Dragan Bender,4468800.0,1,PHO,99093000,4.51
2017-18,2018,harride01,Devin Harris,4402546.0,1,DEN,99093000,4.44
2017-18,2018,bakerro01,Ron Baker,4328000.0,1,NYK,99093000,4.37
2017-18,2018,baynear01,Aron Baynes,4328000.0,1,BOS,99093000,4.37
2017-18,2018,lenal01,Alex Len,4187599.0,1,PHO,99093000,4.23
2017-18,2018,noelne01,Nerlens Noel,4187599.0,1,DAL,99093000,4.23
2017-18,2018,isaacjo01,Jonathan Isaac,4186320.0,1,ORL,99093000,4.22
2017-18,2018,stephla01,Lance Stephenson,4180000.0,1,IND,99093000,4.22
2017-18,2018,randlju01,Julius Randle,4149242.0,1,LAL,99093000,4.19
2017-18,2018,oquinky01,Kyle O'Quinn,4087500.0,1,NYK,99093000,4.12
2017-18,2018,hezonma01,Mario Hezonja,4078320.0,1,ORL,99093000,4.12
2017-18,2018,dunnkr01,Kris Dunn,4046760.0,1,CHI,99093000,4.08
2017-18,2018,jerebjo01,Jonas Jerebko,4000000.0,1,UTA,99093000,4.04
2017-18,2018,jefferi01,Richard Jefferson,3954756.0,2,ATL/DEN,99093000,3.99
2017-18,2018,bjeline01,Nemanja Bjelica,3949999.0,1,MIN,99093000,3.99
2017-18,2018,bareajo01,J.J. Barea,3903900.0,1,DAL,99093000,3.94
2017-18,2018,pondequ01,Quincy Pondexter,3853931.0,1,CHI,99093000,3.89
2017-18,2018,markkla01,Lauri Markkanen,3821640.0,1,CHI,99093000,3.86
2017-18,2018,stausni01,Nik Stauskas,3807147.0,1,BRK,99093000,3.84
