season,season_end,player_id,player,total_salary,n_teams,teams,salary_cap,pct_of_cap
2005-06,2006,onealsh01,Shaquille O'Neal,20000000.0,1,MIA,49500000,40.4
2005-06,2006,houstal01,Allan Houston,19125000.0,1,NYK,49500000,38.64
2005-06,2006,webbech01,Chris Webber,19125000.0,1,PHI,49500000,38.64
2005-06,2006,finlemi01,Michael Finley,18612500.0,2,DAL/SAS,49500000,37.6
2005-06,2006,garneke01,Kevin Garnett,18000000.0,1,MIN,49500000,36.36
2005-06,2006,iversal01,Allen Iverson,16453125.0,1,PHI,49500000,33.24
2005-06,2006,marbust01,Stephon Marbury,16453125.0,1,NYK,49500000,33.24
2005-06,2006,kiddja01,Jason Kidd,16440000.0,1,NJN,49500000,33.21
2005-06,2006,onealje01,Jermaine O'Neal,16440000.0,1,IND,49500000,33.21
2005-06,2006,grantbr01,Brian Grant,16006220.0,2,LAL/PHO,49500000,32.34
2005-06,2006,bryanko01,Kobe Bryant,15946875.0,1,LAL,49500000,32.22
2005-06,2006,duncati01,Tim Duncan,15845156.0,1,SAS,49500000,32.01
2005-06,2006,hardaan01,Anfernee Hardaway,15750000.0,1,NYK,49500000,31.82
2005-06,2006,hillgr01,Grant Hill,15694250.0,1,ORL,49500000,31.71
2005-06,2006,mcgratr01,Tracy McGrady,15694250.0,1,HOU,49500000,31.71
2005-06,2006,roseja01,Jalen Rose,15694250.0,1,TOR,49500000,31.71
2005-06,2006,vanhoke01,Keith Van Horn,15694250.0,1,DAL,49500000,31.71
2005-06,2006,jonesed02,Eddie Jones,14576250.0,1,MEM,49500000,29.45
2005-06,2006,thomati01,Tim Thomas,13975000.0,1,CHI,49500000,28.23
2005-06,2006,davisan01,Antonio Davis,13925000.0,1,NYK,49500000,28.13
2005-06,2006,cartevi01,Vince Carter,13843156.0,1,NJN,49500000,27.97
2005-06,2006,jamisan01,Antawn Jamison,13843156.0,1,WAS,49500000,27.97
2005-06,2006,nowitdi01,Dirk Nowitzki,13843156.0,1,DAL,49500000,27.97
2005-06,2006,piercpa01,Paul Pierce,13843156.0,1,BOS,49500000,27.97
2005-06,2006,davisba01,Baron Davis,13700000.0,1,GSW,49500000,27.68
2005-06,2006,francst01,Steve Francis,13700000.0,1,ORL,49500000,27.68
2005-06,2006,mariosh01,Shawn Marion,13700000.0,1,PHO,49500000,27.68
2005-06,2006,allenra02,Ray Allen,13223140.0,1,SEA,49500000,26.71
2005-06,2006,brandel01,Elton Brand,13152000.0,1,LAC,49500000,26.57
2005-06,2006,johnsjo02,Joe Johnson,12000000.0,1,ATL,49500000,24.24
2005-06,2006,reddmi01,Michael Redd,12000000.0,1,MIL,49500000,24.24
2005-06,2006,ratlith01,Theo Ratliff,11666666.0,1,POR,49500000,23.57
2005-06,2006,boozeca01,Carlos Boozer,11593816.0,1,UTA,49500000,23.42
2005-06,2006,bibbymi01,Mike Bibby,11500000.0,1,SAC,49500000,23.23
2005-06,2006,odomla01,Lamar Odom,11465333.0,1,LAL,49500000,23.16
2005-06,2006,gasolpa01,Pau Gasol,10993000.0,1,MEM,49500000,22.21
2005-06,2006,kirilan01,Andrei Kirilenko,10983000.0,1,UTA,49500000,22.19
2005-06,2006,wallara01,Rasheed Wallace,10860000.0,1,DET,49500000,21.94
2005-06,2006,anderde01,Derek Anderson,10763000.0,2,HOU/POR,49500000,21.74
2005-06,2006,randoza01,Zach Randolph,10666667.0,1,POR,49500000,21.55
2005-06,2006,martike01,Kenyon Martin,10636364.0,1,DEN,49500000,21.49
2005-06,2006,lafrera01,Raef LaFrentz,10623288.0,1,BOS,49500000,21.46
2005-06,2006,hughela01,Larry Hughes,10344900.0,1,CLE,49500000,20.9
2005-06,2006,arenagi01,Gilbert Arenas,10243200.0,1,WAS,49500000,20.69
2005-06,2006,jefferi01,Richard Jefferson,10200000.0,1,NJN,49500000,20.61
2005-06,2006,mashbja01,Jamal Mashburn,10075000.0,1,PHI,49500000,20.35
2005-06,2006,szczewa02,Wally Szczerbiak,10000000.0,1,MIN,49500000,20.2
2005-06,2006,chrisdo01,Doug Christie,9775000.0,2,DAL/ORL,49500000,19.75
2005-06,2006,nashst01,Steve Nash,9625000.0,1,PHO,49500000,19.44
2005-06,2006,bakervi01,Vin Baker,9183333.0,2,BOS/HOU,49500000,18.55
2005-06,2006,cambyma01,Marcus Camby,9150000.0,1,DEN,49500000,18.48
2005-06,2006,tayloma01,Maurice Taylor,9100000.0,1,NYK,49500000,18.38
2005-06,2006,chandty01,Tyson Chandler,9000000.0,1,CHI,49500000,18.18
2005-06,2006,andersh01,Shandon Anderson,8935000.0,2,MIA/NYK,49500000,18.05
2005-06,2006,richaja01,Jason Richardson,8888888.0,1,GSW,49500000,17.96
2005-06,2006,millebr01,Brad Miller,8750000.0,1,SAC,49500000,17.68
2005-06,2006,ilgauzy01,Zydrunas Ilgauskas,8740000.0,1,CLE,49500000,17.66
2005-06,2006,dampier01,Erick Dampier,8662500.0,1,DAL,49500000,17.5
2005-06,2006,catoke01,Kelvin Cato,8640000.0,1,ORL,49500000,17.45
2005-06,2006,hamilri01,Richard Hamilton,8625000.0,1,DET,49500000,17.42
2005-06,2006,lewisra02,Rashard Lewis,8571429.0,1,SEA,49500000,17.32
2005-06,2006,magloja01,Jamaal Magloire,8533333.0,1,MIL,49500000,17.24
2005-06,2006,mckieaa01,Aaron McKie,8500000.0,2,LAL/PHI,49500000,17.17
2005-06,2006,dalemsa01,Samuel Dalembert,8470000.0,1,PHI,49500000,17.11
2005-06,2006,parketo01,Tony Parker,8400000.0,1,SAS,49500000,16.97
2005-06,2006,stackje01,Jerry Stackhouse,8367187.0,1,DAL,49500000,16.9
2005-06,2006,okurme01,Mehmet Okur,8250000.0,1,UTA,49500000,16.67
2005-06,2006,millean02,Andre Miller,8100000.0,1,DEN,49500000,16.36
2005-06,2006,brownpj01,P.J. Brown,8000000.0,1,NOK,49500000,16.16
2005-06,2006,simmobo01,Bobby Simmons,8000000.0,1,MIL,49500000,16.16
2005-06,2006,wellsbo01,Bonzi Wells,8000000.0,1,SAC,49500000,16.16
2005-06,2006,croshau01,Austin Croshere,7900000.0,1,IND,49500000,15.96
2005-06,2006,wrighlo02,Lorenzen Wright,7700000.0,1,MEM,49500000,15.56
2005-06,2006,willija02,Jason Williams,7562500.0,1,MIA,49500000,15.28
2005-06,2006,brownkw01,Kwame Brown,7500000.0,1,LAL,49500000,15.15
2005-06,2006,stojape01,Peja Stojakovic,7500000.0,1,SAC,49500000,15.15
2005-06,2006,wallabe01,Ben Wallace,7500000.0,1,DET,49500000,15.15
2005-06,2006,ginobma01,Manu Ginobili,7428937.0,1,SAS,49500000,15.01
2005-06,2006,curryed01,Eddy Curry,7390000.0,1,NYK,49500000,14.93
2005-06,2006,murphtr01,Troy Murphy,7365079.0,1,GSW,49500000,14.88
2005-06,2006,masonde01,Desmond Mason,7333333.0,1,NOK,49500000,14.81
2005-06,2006,foylead01,Adonal Foyle,7312500.0,1,GSW,49500000,14.77
2005-06,2006,boothca01,Calvin Booth,7255098.0,2,MIL/WAS,49500000,14.66
2005-06,2006,milesda01,Darius Miles,7250000.0,1,POR,49500000,14.65
2005-06,2006,moblecu01,Cuttino Mobley,7200000.0,1,LAC,49500000,14.55
2005-06,2006,bendejo01,Jonathan Bender,7175000.0,1,IND,49500000,14.49
2005-06,2006,maggeco01,Corey Maggette,7000000.0,1,LAC,49500000,14.14
2005-06,2006,harrial01,Al Harrington,6957500.0,1,ATL,49500000,14.06
2005-06,2006,richaqu01,Quentin Richardson,6940000.0,1,NYK,49500000,14.02
2005-06,2006,walkean02,Antoine Walker,6880000.0,1,MIA,49500000,13.9
2005-06,2006,cassesa01,Sam Cassell,6875000.0,1,LAC,49500000,13.89
2005-06,2006,artesro01,Metta World Peace,6842105.0,1,IND,49500000,13.82
2005-06,2006,millemi01,Mike Miller,6750000.0,1,MEM,49500000,13.64
2005-06,2006,nestera01,Rasho Nesterovic,6720000.0,1,SAS,49500000,13.58
2005-06,2006,terryja01,Jason Terry,6666667.0,1,DAL,49500000,13.47
2005-06,2006,willije01,Jerome Williams,6620063.0,1,NYK,49500000,13.37
2005-06,2006,thomaku01,Kurt Thomas,6620062.0,1,PHO,49500000,13.37
2005-06,2006,thomake01,Kenny Thomas,6500000.0,1,SAC,49500000,13.13
2005-06,2006,crawfja01,Jamal Crawford,6480000.0,1,NYK,49500000,13.09
2005-06,2006,murrala01,Lamond Murray,6388500.0,2,NJN/TOR,49500000,12.91
2005-06,2006,maccuto01,Todd MacCulloch,6353200.0,1,PHI,49500000,12.83
2005-06,2006,patteru01,Ruben Patterson,6353200.0,1,POR,49500000,12.83
2005-06,2006,smithjo02,Joe Smith,6353200.0,1,MIL,49500000,12.83
2005-06,2006,weathcl01,Clarence Weatherspoon,6353200.0,1,HOU,49500000,12.83
2005-06,2006,willial02,Alvin Williams,6300000.0,1,TOR,49500000,12.73
2005-06,2006,pollasc01,Scot Pollard,6274937.0,1,IND,49500000,12.68
2005-06,2006,fortsda01,Danny Fortson,6207670.0,1,SEA,49500000,12.54
2005-06,2006,rosema01,Malik Rose,6008750.0,1,NYK,49500000,12.14
2005-06,2006,millere01,Reggie Miller,6000000.0,1,IND,49500000,12.12
2005-06,2006,willico02,Corliss Williamson,6000000.0,1,SAC,49500000,12.12
2005-06,2006,eisleho01,Howard Eisley,5926984.0,2,LAC/PHO,49500000,11.97
2005-06,2006,billuch01,Chauncey Billups,5909800.0,1,DET,49500000,11.94
2005-06,2006,davisri01,Ricky Davis,5909800.0,1,BOS,49500000,11.94
2005-06,2006,howarju01,Juwan Howard,5900400.0,1,HOU,49500000,11.92
2005-06,2006,olowomi01,Michael Olowokandi,5900400.0,1,MIN,49500000,11.92
2005-06,2006,poseyja01,James Posey,5900400.0,1,MIA,49500000,11.92
2005-06,2006,jacksst02,Stephen Jackson,5610000.0,1,IND,49500000,11.33
2005-06,2006,mingya01,Yao Ming,5594906.0,1,HOU,49500000,11.3
2005-06,2006,blounma01,Mark Blount,5515875.0,1,BOS,49500000,11.14
2005-06,2006,collija04,Jason Collins,5500000.0,1,NJN,49500000,11.11
2005-06,2006,mohamna01,Nazr Mohammed,5500000.0,1,SAS,49500000,11.11
2005-06,2006,snower01,Eric Snow,5484375.0,1,CLE,49500000,11.08
2005-06,2006,robined01,Eddie Robinson,5444444.0,1,CHI,49500000,11.0
2005-06,2006,tinslja01,Jamaal Tinsley,5400000.0,1,IND,49500000,10.91
2005-06,2006,cardibr01,Brian Cardinal,5393300.0,1,MEM,49500000,10.9
2005-06,2006,daniema01,Marquis Daniels,5393300.0,1,DAL,49500000,10.9
2005-06,2006,fishede01,Derek Fisher,5393300.0,1,GSW,49500000,10.9
2005-06,2006,mcdyean01,Antonio McDyess,5393300.0,1,DET,49500000,10.9
2005-06,2006,thomaet01,Etan Thomas,5393300.0,1,WAS,49500000,10.9
2005-06,2006,turkohe01,Hedo Turkoglu,5393300.0,1,ORL,49500000,10.9
2005-06,2006,hudsotr01,Troy Hudson,5253000.0,1,MIN,49500000,10.61
2005-06,2006,battito01,Tony Battie,5200000.0,1,ORL,49500000,10.51
2005-06,2006,mournal01,Alonzo Mourning,5138500.0,2,MIA/TOR,49500000,10.38
2005-06,2006,wesleda01,David Wesley,5070000.0,1,HOU,49500000,10.24
2005-06,2006,harprma01,Matt Harpring,5020000.0,1,UTA,49500000,10.14
2005-06,2006,georgde01,Devean George,5000600.0,1,LAL,49500000,10.1
2005-06,2006,abdursh01,Shareef Abdur-Rahim,5000000.0,1,SAC,49500000,10.1
2005-06,2006,daniean01,Antonio Daniels,5000000.0,1,WAS,49500000,10.1
2005-06,2006,fosteje01,Jeff Foster,5000000.0,1,IND,49500000,10.1
2005-06,2006,hasleud01,Udonis Haslem,5000000.0,1,MIA,49500000,10.1
2005-06,2006,jamesje01,Jerome James,5000000.0,1,NYK,49500000,10.1
2005-06,2006,jaricma01,Marko Jaric,5000000.0,1,MIN,49500000,10.1
2005-06,2006,swiftst01,Stromile Swift,5000000.0,1,HOU,49500000,10.1
2005-06,2006,wallage01,Gerald Wallace,5000000.0,1,CHA,49500000,10.1
2005-06,2006,watsoea01,Earl Watson,5000000.0,1,DEN,49500000,10.1
2005-06,2006,skinnbr01,Brian Skinner,4950000.0,1,SAC,49500000,10.0
2005-06,2006,battish01,Shane Battier,4903000.0,1,MEM,49500000,9.91
2005-06,2006,marshdo01,Donyell Marshall,4799108.0,1,CLE,49500000,9.7
2005-06,2006,gadzuda01,Dan Gadzuric,4750000.0,1,MIL,49500000,9.6
2005-06,2006,barrybr01,Brent Barry,4691390.0,1,SAS,49500000,9.48
2005-06,2006,jamesle01,LeBron James,4621800.0,1,CLE,49500000,9.34
2005-06,2006,knighbr01,Brevin Knight,4600000.0,1,CHA,49500000,9.29
2005-06,2006,jacksma02,Marc Jackson,4550000.0,1,NJN,49500000,9.19
2005-06,2006,petermo01,Morris Peterson,4550000.0,1,TOR,49500000,9.19
2005-06,2006,dunlemi02,Mike Dunleavy,4506261.0,1,GSW,49500000,9.1
2005-06,2006,atkinch01,Chucky Atkins,4500000.0,1,WAS,49500000,9.09
2005-06,2006,bradlsh01,Shawn Bradley,4500000.0,1,DAL,49500000,9.09
2005-06,2006,howardw01,Dwight Howard,4493160.0,1,ORL,49500000,9.08
2005-06,2006,ostergr01,Greg Ostertag,4400000.0,1,UTA,49500000,8.89
2005-06,2006,hassetr01,Trenton Hassell,4350000.0,1,MIN,49500000,8.79
2005-06,2006,bogutan01,Andrew Bogut,4340520.0,1,MIL,49500000,8.77
2005-06,2006,bellra01,Raja Bell,4250000.0,1,PHO,49500000,8.59
2005-06,2006,norrimo01,Moochie Norris,4200000.0,1,HOU,49500000,8.48
2005-06,2006,najered01,Eduardo Najera,4190476.0,1,DEN,49500000,8.47
2005-06,2006,milicda01,Darko Milicic,4135200.0,1,DET,49500000,8.35
2005-06,2006,goodedr01,Drew Gooden,4065811.0,1,CLE,49500000,8.21
2005-06,2006,okafoem01,Emeka Okafor,4020120.0,1,CHA,49500000,8.12
2005-06,2006,arroyca01,Carlos Arroyo,4000000.0,1,DET,49500000,8.08
2005-06,2006,giricgo01,Gordan Giricek,4000000.0,1,UTA,49500000,8.08
2005-06,2006,haywobr01,Brendan Haywood,4000000.0,1,WAS,49500000,8.08
2005-06,2006,jasiksa01,Sarunas Jasikevicius,4000000.0,1,IND,49500000,8.08
2005-06,2006,pachuza01,Zaza Pachulia,4000000.0,1,ATL,49500000,8.08
2005-06,2006,willier01,Eric Williams,3938000.0,1,TOR,49500000,7.96
2005-06,2006,willima02,Marvin Williams,3883560.0,1,ATL,49500000,7.85
2005-06,2006,alstora01,Rafer Alston,3850000.0,1,HOU,49500000,7.78
2005-06,2006,mihmch01,Chris Mihm,3792817.0,1,LAL,49500000,7.66
2005-06,2006,stoudda01,Damon Stoudamire,3750000.0,1,MEM,49500000,7.58
2005-06,2006,anthoca01,Carmelo Anthony,3713640.0,1,DEN,49500000,7.5
2005-06,2006,eschmev01,Evan Eschmeyer,3711400.0,1,DAL,49500000,7.5
2005-06,2006,abdulta01,Tariq Abdul-Wahad,3656250.0,1,DAL,49500000,7.39
2005-06,2006,korveky01,Kyle Korver,3630363.0,1,PHI,49500000,7.33
2005-06,2006,gordobe01,Ben Gordon,3610200.0,1,CHI,49500000,7.29
2005-06,2006,claxtsp01,Speedy Claxton,3600000.0,1,NOK,49500000,7.27
2005-06,2006,buckngr01,Greg Buckner,3595926.0,2,DEN/PHI,49500000,7.26
2005-06,2006,jonesda01,Damon Jones,3590000.0,1,CLE,49500000,7.25
2005-06,2006,lenarvo01,Voshon Lenard,3520000.0,1,DEN,49500000,7.11
2005-06,2006,surabo01,Bob Sura,3520000.0,1,HOU,49500000,7.11
2005-06,2006,anderch01,Chris Andersen,3500000.0,1,NOK,49500000,7.07
2005-06,2006,davisda01,Dale Davis,3500000.0,1,DET,49500000,7.07
2005-06,2006,harriot01,Othella Harrington,3500000.0,1,CHI,49500000,7.07
2005-06,2006,luety01,Tyronn Lue,3500000.0,1,ATL,49500000,7.07
2005-06,2006,willide01,Deron Williams,3487400.0,1,UTA,49500000,7.05
2005-06,2006,jamesmi01,Mike James,3410000.0,1,TOR,49500000,6.89
2005-06,2006,mcinnje01,Jeff McInnis,3400000.0,1,NJN,49500000,6.87
2005-06,2006,bowenbr01,Bruce Bowen,3375000.0,1,SAS,49500000,6.82
2005-06,2006,delkto01,Tony Delk,3375000.0,1,ATL,49500000,6.82
2005-06,2006,jacksbo01,Bobby Jackson,3375000.0,1,MEM,49500000,6.82
2005-06,2006,williaa01,Aaron Williams,3375000.0,1,TOR,49500000,6.82
2005-06,2006,boshch01,Chris Bosh,3348000.0,1,TOR,49500000,6.76
2005-06,2006,potapvi01,Vitaly Potapenko,3320000.0,1,SEA,49500000,6.71
2005-06,2006,livinsh01,Shaun Livingston,3254880.0,1,LAC,49500000,6.58
2005-06,2006,garripa01,Pat Garrity,3231250.0,1,ORL,49500000,6.53
2005-06,2006,lynchge01,George Lynch,3200000.0,1,NOK,49500000,6.46
2005-06,2006,radmavl01,Vladimir Radmanovic,3166155.0,1,SEA,49500000,6.4
2005-06,2006,paulch01,Chris Paul,3144240.0,1,NOK,49500000,6.35
2005-06,2006,doolike01,Keyon Dooling,3100000.0,1,ORL,49500000,6.26
2005-06,2006,hilarne01,Nene,3039889.0,1,DEN,49500000,6.14
2005-06,2006,wadedw01,Dwyane Wade,3031920.0,1,MIA,49500000,6.13
2005-06,2006,horryro01,Robert Horry,3000000.0,1,SAS,49500000,6.06
2005-06,2006,medvest01,Stanislav Medvedenko,3000000.0,1,LAL,49500000,6.06
2005-06,2006,piatker01,Eric Piatkowski,3000000.0,1,CHI,49500000,6.06
2005-06,2006,rebraze01,Zeljko Rebraca,3000000.0,1,LAC,49500000,6.06
2005-06,2006,rushka01,Kareem Rush,3000000.0,1,CHA,49500000,6.06
2005-06,2006,newblir01,Ira Newble,2950200.0,1,CLE,49500000,5.96
2005-06,2006,ollieke01,Kevin Ollie,2950200.0,1,PHI,49500000,5.96
2005-06,2006,harride01,Devin Harris,2947440.0,1,DAL,49500000,5.95
2005-06,2006,tsakaja01,Jake Tsakalidis,2900000.0,1,MEM,49500000,5.86
2005-06,2006,feltora01,Raymond Felton,2847360.0,1,CHA,49500000,5.75
2005-06,2006,wilcoch01,Chris Wilcox,2812239.0,1,LAC,49500000,5.68
2005-06,2006,duhonch01,Chris Duhon,2800000.0,1,CHI,49500000,5.66
2005-06,2006,huntest01,Steven Hunter,2800000.0,1,PHI,49500000,5.66
2005-06,2006,nocioan01,Andres Nocioni,2775000.0,1,CHI,49500000,5.61
2005-06,2006,kamanch01,Chris Kaman,2753760.0,1,LAC,49500000,5.56
2005-06,2006,boykiea01,Earl Boykins,2750000.0,1,DEN,49500000,5.56
2005-06,2006,brezepr01,Primoz Brezec,2750000.0,1,CHA,49500000,5.56
2005-06,2006,stevede01,DeShawn Stevenson,2750000.0,1,ORL,49500000,5.56
2005-06,2006,childjo01,Josh Childress,2677200.0,1,ATL,49500000,5.41
2005-06,2006,doleami01,Michael Doleac,2640000.0,1,MIA,49500000,5.33
2005-06,2006,jacksji01,Jim Jackson,2640000.0,1,PHO,49500000,5.33
2005-06,2006,stoudam01,Amar'e Stoudemire,2589023.0,1,PHO,49500000,5.23
2005-06,2006,scalabr01,Brian Scalabrine,2586207.0,1,BOS,49500000,5.22
2005-06,2006,webstma02,Martell Webster,2586120.0,1,POR,49500000,5.22
2005-06,2006,hinriki01,Kirk Hinrich,2513880.0,1,CHI,49500000,5.08
2005-06,2006,brownde02,Devin Brown,2500000.0,1,UTA,49500000,5.05
2005-06,2006,dixonju01,Juan Dixon,2500000.0,1,POR,49500000,5.05
2005-06,2006,griffed01,Eddie Griffin,2500000.0,1,MIN,49500000,5.05
2005-06,2006,macijar01,Arvydas Macijauskas,2500000.0,1,NOK,49500000,5.05
2005-06,2006,nachbbo01,Bostjan Nachbar,2500000.0,1,NOK,49500000,5.05
2005-06,2006,robincl02,Clifford Robinson,2500000.0,1,NJN,49500000,5.05
2005-06,2006,wilkida02,Damien Wilkins,2500000.0,1,SEA,49500000,5.05
2005-06,2006,butleca01,Caron Butler,2461617.0,1,WAS,49500000,4.97
2005-06,2006,denglu01,Luol Deng,2443920.0,1,CHI,49500000,4.94
2005-06,2006,jeffrja01,Jared Jeffries,2433824.0,1,WAS,49500000,4.92
2005-06,2006,johnsan02,Anthony Johnson,2420000.0,1,IND,49500000,4.89
2005-06,2006,elyme01,Melvin Ely,2401027.0,1,CHA,49500000,4.85
2005-06,2006,jonesja02,James Jones,2400000.0,1,PHO,49500000,4.85
2005-06,2006,villach01,Charlie Villanueva,2360880.0,1,TOR,49500000,4.77
2005-06,2006,jonesfr01,Fred Jones,2328843.0,1,IND,49500000,4.7
2005-06,2006,obertfa01,Fabricio Oberto,2325000.0,1,SAS,49500000,4.7
2005-06,2006,fordtj01,T.J. Ford,2303040.0,1,MIL,49500000,4.65
2005-06,2006,dickada01,Dan Dickau,2250000.0,1,BOS,49500000,4.55
2005-06,2006,araujra01,Rafael Araujo,2238960.0,1,TOR,49500000,4.52
2005-06,2006,songada01,Darius Songaila,2200000.0,1,CHI,49500000,4.44
2005-06,2006,caldejo01,Jose Calderon,2190000.0,1,TOR,49500000,4.42
2005-06,2006,welscji01,Jiri Welsch,2177114.0,1,MIL,49500000,4.4
2005-06,2006,fryech01,Channing Frye,2162880.0,1,NYK,49500000,4.37
2005-06,2006,sweetmi01,Mike Sweetney,2116920.0,1,CHI,49500000,4.28
2005-06,2006,iguodan01,Andre Iguodala,2058000.0,1,PHI,49500000,4.16
2005-06,2006,hayesja01,Jarvis Hayes,2011080.0,1,WAS,49500000,4.06
2005-06,2006,bonnema01,Matt Bonner,2000000.0,1,TOR,49500000,4.04
2005-06,2006,colemde01,Derrick Coleman,2000000.0,1,DET,49500000,4.04
2005-06,2006,divacvl01,Vlade Divac,2000000.0,1,LAL,49500000,4.04
2005-06,2006,kukocto01,Toni Kukoc,2000000.0,1,MIL,49500000,4.04
2005-06,2006,madsema01,Mark Madsen,2000000.0,1,MIN,49500000,4.04
2005-06,2006,mutomdi01,Dikembe Mutombo,2000000.0,1,HOU,49500000,4.04
2005-06,2006,dioguik01,Ike Diogu,1988160.0,1,GSW,49500000,4.02
2005-06,2006,borchcu01,Curtis Borchardt,1969993.0,1,BOS,49500000,3.98
2005-06,2006,jackslu02,Luke Jackson,1955160.0,1,CLE,49500000,3.95
2005-06,2006,voskuja01,Jake Voskuhl,1937500.0,1,CHA,49500000,3.91
2005-06,2006,pietrmi01,Mickael Pietrus,1910520.0,1,GSW,49500000,3.86
2005-06,2006,bynuman01,Andrew Bynum,1888680.0,1,LAL,49500000,3.82
2005-06,2006,jonesju01,Jumaine Jones,1875000.0,1,CHA,49500000,3.79
2005-06,2006,wardch01,Charlie Ward,1870000.0,1,HOU,49500000,3.78
2005-06,2006,biedran01,Andris Biedrins,1857360.0,1,GSW,49500000,3.75
2005-06,2006,diopde01,DeSagana Diop,1850000.0,1,DAL,49500000,3.74
2005-06,2006,collini01,Nick Collison,1815000.0,1,SEA,49500000,3.67
2005-06,2006,barryjo01,Jon Barry,1800000.0,1,HOU,49500000,3.64
2005-06,2006,swiftro01,Robert Swift,1764480.0,1,SEA,49500000,3.56
2005-06,2006,princta01,Tayshaun Prince,1763115.0,1,DET,49500000,3.56
2005-06,2006,cheanca01,Calbert Cheaney,1760000.0,1,GSW,49500000,3.56
2005-06,2006,hoibefr01,Fred Hoiberg,1760000.0,1,MIN,49500000,3.56
2005-06,2006,hunteli01,Lindsey Hunter,1760000.0,1,DET,49500000,3.56
2005-06,2006,kutluib01,Ibo Kutluay,1760000.0,1,SEA,49500000,3.56
2005-06,2006,mercero01,Ron Mercer,1760000.0,1,NJN,49500000,3.56
2005-06,2006,persowe01,Wesley Person,1760000.0,1,MIA,49500000,3.56
2005-06,2006,willima01,Mo Williams,1760000.0,1,MIL,49500000,3.56
2005-06,2006,lopezra01,Raul Lopez,1744313.0,1,MEM,49500000,3.52
2005-06,2006,banksma01,Marcus Banks,1724280.0,1,BOS,49500000,3.48
2005-06,2006,korolya01,Yaroslav Korolev,1704480.0,1,LAC,49500000,3.44
2005-06,2006,collija03,Jarron Collins,1700000.0,1,UTA,49500000,3.43
2005-06,2006,telfase01,Sebastian Telfair,1676280.0,1,POR,49500000,3.39
2005-06,2006,allenma01,Malik Allen,1670000.0,1,CHI,49500000,3.37
2005-06,2006,padgesc01,Scott Padgett,1670000.0,1,NJN,49500000,3.37
2005-06,2006,ruffimi01,Michael Ruffin,1670000.0,1,WAS,49500000,3.37
2005-06,2006,salmojo01,John Salmons,1669001.0,1,PHI,49500000,3.37
2005-06,2006,collija02,Jason Collier,1650000.0,1,ATL,49500000,3.33
2005-06,2006,ridnolu01,Luke Ridnour,1638000.0,1,SEA,49500000,3.31
2005-06,2006,mayse01,Sean May,1619280.0,1,CHA,49500000,3.27
2005-06,2006,humphkr01,Kris Humphries,1592400.0,1,UTA,49500000,3.22
2005-06,2006,przybjo01,Joel Przybilla,1560000.0,1,POR,49500000,3.15
2005-06,2006,gainere01,Reece Gaines,1556160.0,1,MIL,49500000,3.14
2005-06,2006,hartja01,Jason Hart,1540000.0,1,SAC,49500000,3.11
2005-06,2006,mccanra01,Rashad McCants,1538400.0,1,MIN,49500000,3.11
2005-06,2006,jeffeal01,Al Jefferson,1512840.0,1,BOS,49500000,3.06
2005-06,2006,evansma01,Maurice Evans,1500000.0,1,DET,49500000,3.03
2005-06,2006,belltr01,Troy Bell,1478280.0,1,MEM,49500000,2.99
2005-06,2006,wrighan01,Antoine Wright,1461360.0,1,NJN,49500000,2.95
2005-06,2006,snydeki01,Kirk Snyder,1437240.0,1,NOK,49500000,2.9
2005-06,2006,cabarza01,Zarko Cabarkapa,1404360.0,1,GSW,49500000,2.84
2005-06,2006,palacmi01,Milt Palacio,1400000.0,1,UTA,49500000,2.83
2005-06,2006,grahajo01,Joey Graham,1388400.0,1,TOR,49500000,2.8
2005-06,2006,smithjo03,Josh Smith,1365360.0,1,ATL,49500000,2.76
2005-06,2006,jacksje01,Jermaine Jackson,1355067.0,2,CHI/MIL,49500000,2.74
2005-06,2006,westda01,David West,1334160.0,1,NOK,49500000,2.7
2005-06,2006,grangda01,Danny Granger,1318920.0,1,IND,49500000,2.66
2005-06,2006,butlera01,Rasual Butler,1300000.0,1,NOK,49500000,2.63
2005-06,2006,smithjr01,J.R. Smith,1297080.0,1,NOK,49500000,2.62
2005-06,2006,pavloal01,Sasha Pavlovic,1274160.0,1,CLE,49500000,2.57
2005-06,2006,greenge01,Gerald Green,1253040.0,1,BOS,49500000,2.53
2005-06,2006,mcleoke01,Keith McLeod,1250000.0,1,UTA,49500000,2.53
2005-06,2006,waltolu01,Luke Walton,1250000.0,1,LAL,49500000,2.53
2005-06,2006,wrighdo01,Dorell Wright,1238640.0,1,MIA,49500000,2.5
2005-06,2006,jonesda02,Dahntay Jones,1223160.0,1,MEM,49500000,2.47
2005-06,2006,warriha01,Hakim Warrick,1196520.0,1,MEM,49500000,2.42
2005-06,2006,nelsoja01,Jameer Nelson,1189200.0,1,ORL,49500000,2.4
2005-06,2006,diawbo01,Boris Diaw,1174200.0,1,PHO,49500000,2.37
2005-06,2006,hodgeju01,Julius Hodge,1148760.0,1,DEN,49500000,2.32
2005-06,2006,podkopa01,Pavel Podkolzin,1141560.0,1,DAL,49500000,2.31
2005-06,2006,armstda01,Darrell Armstrong,1138500.0,1,DAL,49500000,2.3
2005-06,2006,augmost01,Stacey Augmon,1138500.0,1,ORL,49500000,2.3
2005-06,2006,hendeal01,Alan Henderson,1138500.0,1,CLE,49500000,2.3
