season,player_id,experience,exp_bucket
2005-06,abdursh01,9,7-9 (30% max eligible)
2005-06,ackeral01,0,0-4 (rookie scale / early)
2005-06,allenma01,4,0-4 (rookie scale / early)
2005-06,allenra02,9,7-9 (30% max eligible)
2005-06,allento01,1,0-4 (rookie scale / early)
2005-06,alstora01,6,5-6 (25% max eligible)
2005-06,anderal01,0,0-4 (rookie scale / early)
2005-06,anderch01,4,0-4 (rookie scale / early)
2005-06,anderde01,8,7-9 (30% max eligible)
2005-06,andersh01,9,7-9 (30% max eligible)
2005-06,andrima01,0,0-4 (rookie scale / early)
2005-06,anthoca01,2,0-4 (rookie scale / early)
2005-06,araujra01,1,0-4 (rookie scale / early)
2005-06,arenagi01,4,0-4 (rookie scale / early)
2005-06,arizatr01,1,0-4 (rookie scale / early)
2005-06,armstda01,11,10+ (35% / supermax eligible)
2005-06,arroyca01,4,0-4 (rookie scale / early)
2005-06,artesro01,6,5-6 (25% max eligible)
2005-06,atkinch01,6,5-6 (25% max eligible)
2005-06,augmost01,14,10+ (35% / supermax eligible)
2005-06,bakervi01,12,10+ (35% / supermax eligible)
2005-06,banksma01,2,0-4 (rookie scale / early)
2005-06,barbole01,2,0-4 (rookie scale / early)
2005-06,barnema02,2,0-4 (rookie scale / early)
2005-06,barrean01,1,0-4 (rookie scale / early)
2005-06,barroea01,0,0-4 (rookie scale / early)
2005-06,barrybr01,10,10+ (35% / supermax eligible)
2005-06,barryjo01,13,10+ (35% / supermax eligible)
2005-06,basdeed01,0,0-4 (rookie scale / early)
2005-06,bassbr01,0,0-4 (rookie scale / early)
2005-06,batises01,0,0-4 (rookie scale / early)
2005-06,battish01,4,0-4 (rookie scale / early)
2005-06,battito01,8,7-9 (30% max eligible)
2005-06,baxtelo01,3,0-4 (rookie scale / early)
2005-06,bellch01,1,0-4 (rookie scale / early)
2005-06,bellra01,5,5-6 (25% max eligible)
2005-06,bendejo01,6,5-6 (25% max eligible)
2005-06,bibbymi01,7,7-9 (30% max eligible)
2005-06,biedran01,1,0-4 (rookie scale / early)
2005-06,billuch01,8,7-9 (30% max eligible)
2005-06,blakest01,2,0-4 (rookie scale / early)
2005-06,blatcan01,0,0-4 (rookie scale / early)
2005-06,blounma01,5,5-6 (25% max eligible)
2005-06,boganke01,2,0-4 (rookie scale / early)
2005-06,bogutan01,0,0-4 (rookie scale / early)
2005-06,bonnema01,1,0-4 (rookie scale / early)
2005-06,boothca01,6,5-6 (25% max eligible)
2005-06,boozeca01,3,0-4 (rookie scale / early)
2005-06,boshch01,2,0-4 (rookie scale / early)
2005-06,bowenbr01,9,7-9 (30% max eligible)
2005-06,bowenry01,6,5-6 (25% max eligible)
2005-06,boykiea01,7,7-9 (30% max eligible)
2005-06,bradlmi01,4,0-4 (rookie scale / early)
2005-06,brandel01,6,5-6 (25% max eligible)
2005-06,brezepr01,4,0-4 (rookie scale / early)
2005-06,brownde02,3,0-4 (rookie scale / early)
2005-06,brownkw01,4,0-4 (rookie scale / early)
2005-06,brownpj01,12,10+ (35% / supermax eligible)
2005-06,brunsri01,8,7-9 (30% max eligible)
2005-06,bryanko01,9,7-9 (30% max eligible)
2005-06,buckngr01,6,5-6 (25% max eligible)
2005-06,burkepa01,1,0-4 (rookie scale / early)
2005-06,burksan01,1,0-4 (rookie scale / early)
2005-06,burleke01,0,0-4 (rookie scale / early)
2005-06,butleca01,3,0-4 (rookie scale / early)
2005-06,butleja01,1,0-4 (rookie scale / early)
2005-06,butlera01,3,0-4 (rookie scale / early)
2005-06,bynuman01,0,0-4 (rookie scale / early)
2005-06,bynumwi01,0,0-4 (rookie scale / early)
2005-06,cabarza01,2,0-4 (rookie scale / early)
2005-06,caldejo01,0,0-4 (rookie scale / early)
2005-06,cambyma01,9,7-9 (30% max eligible)
2005-06,cardibr01,5,5-6 (25% max eligible)
2005-06,carroma01,2,0-4 (rookie scale / early)
2005-06,cartean01,6,5-6 (25% max eligible)
2005-06,cartevi01,7,7-9 (30% max eligible)
2005-06,cassesa01,12,10+ (35% / supermax eligible)
2005-06,catoke01,8,7-9 (30% max eligible)
2005-06,chandty01,4,0-4 (rookie scale / early)
2005-06,cheanca01,12,10+ (35% / supermax eligible)
2005-06,childjo01,1,0-4 (rookie scale / early)
2005-06,chrisdo01,13,10+ (35% / supermax eligible)
2005-06,claxtsp01,4,0-4 (rookie scale / early)
2005-06,cleavma01,5,5-6 (25% max eligible)
2005-06,collija03,4,0-4 (rookie scale / early)
2005-06,collija04,4,0-4 (rookie scale / early)
2005-06,collini01,1,0-4 (rookie scale / early)
2005-06,cookbr01,2,0-4 (rookie scale / early)
2005-06,crawfja01,5,5-6 (25% max eligible)
2005-06,croshau01,8,7-9 (30% max eligible)
2005-06,curryed01,4,0-4 (rookie scale / early)
2005-06,dalemsa01,3,0-4 (rookie scale / early)
2005-06,dampier01,9,7-9 (30% max eligible)
2005-06,daniean01,8,7-9 (30% max eligible)
2005-06,daniema01,2,0-4 (rookie scale / early)
2005-06,davisan01,12,10+ (35% / supermax eligible)
2005-06,davisba01,6,5-6 (25% max eligible)
2005-06,davisda01,14,10+ (35% / supermax eligible)
2005-06,davisjo02,2,0-4 (rookie scale / early)
2005-06,davisri01,7,7-9 (30% max eligible)
2005-06,delfica01,1,0-4 (rookie scale / early)
2005-06,delkto01,9,7-9 (30% max eligible)
2005-06,denglu01,1,0-4 (rookie scale / early)
2005-06,diawbo01,2,0-4 (rookie scale / early)
2005-06,dickada01,3,0-4 (rookie scale / early)
2005-06,dienetr01,0,0-4 (rookie scale / early)
2005-06,dioguik01,0,0-4 (rookie scale / early)
2005-06,diopde01,4,0-4 (rookie scale / early)
2005-06,dixonju01,3,0-4 (rookie scale / early)
2005-06,doleami01,7,7-9 (30% max eligible)
2005-06,doolike01,5,5-6 (25% max eligible)
2005-06,duhonch01,1,0-4 (rookie scale / early)
2005-06,duncati01,8,7-9 (30% max eligible)
2005-06,dunlemi02,3,0-4 (rookie scale / early)
2005-06,duprero01,2,0-4 (rookie scale / early)
2005-06,edwarjo01,1,0-4 (rookie scale / early)
2005-06,eisleho01,11,10+ (35% / supermax eligible)
2005-06,ellismo01,0,0-4 (rookie scale / early)
2005-06,elsonfr01,2,0-4 (rookie scale / early)
2005-06,elyme01,3,0-4 (rookie scale / early)
2005-06,evansma01,2,0-4 (rookie scale / early)
2005-06,evansre01,3,0-4 (rookie scale / early)
2005-06,ewingda01,0,0-4 (rookie scale / early)
2005-06,felixno01,0,0-4 (rookie scale / early)
2005-06,feltora01,0,0-4 (rookie scale / early)
2005-06,finlemi01,10,10+ (35% / supermax eligible)
2005-06,fishede01,9,7-9 (30% max eligible)
2005-06,fitchge01,0,0-4 (rookie scale / early)
2005-06,fizerma01,5,5-6 (25% max eligible)
2005-06,fordsh02,0,0-4 (rookie scale / early)
2005-06,fordtj01,1,0-4 (rookie scale / early)
2005-06,fortsda01,8,7-9 (30% max eligible)
2005-06,fosteje01,6,5-6 (25% max eligible)
2005-06,foylead01,8,7-9 (30% max eligible)
2005-06,frahmri01,2,0-4 (rookie scale / early)
2005-06,francst01,6,5-6 (25% max eligible)
2005-06,fryech01,0,0-4 (rookie scale / early)
2005-06,gadzuda01,3,0-4 (rookie scale / early)
2005-06,gaide01,0,0-4 (rookie scale / early)
2005-06,gainere01,2,0-4 (rookie scale / early)
2005-06,garcifr01,0,0-4 (rookie scale / early)
2005-06,garneke01,10,10+ (35% / supermax eligible)
2005-06,garripa01,7,7-9 (30% max eligible)
2005-06,gasolpa01,4,0-4 (rookie scale / early)
2005-06,georgde01,6,5-6 (25% max eligible)
2005-06,gilled01,4,0-4 (rookie scale / early)
2005-06,ginobma01,3,0-4 (rookie scale / early)
2005-06,giricgo01,3,0-4 (rookie scale / early)
2005-06,goldwan01,7,7-9 (30% max eligible)
2005-06,gomesry01,0,0-4 (rookie scale / early)
2005-06,goodedr01,3,0-4 (rookie scale / early)
2005-06,gordobe01,1,0-4 (rookie scale / early)
2005-06,grahajo01,0,0-4 (rookie scale / early)
2005-06,grahast01,0,0-4 (rookie scale / early)
2005-06,grangda01,0,0-4 (rookie scale / early)
2005-06,grantbr01,11,10+ (35% / supermax eligible)
2005-06,greende01,0,0-4 (rookie scale / early)
2005-06,greenge01,0,0-4 (rookie scale / early)
2005-06,greenor01,0,0-4 (rookie scale / early)
2005-06,greenwi01,2,0-4 (rookie scale / early)
2005-06,griffad01,6,5-6 (25% max eligible)
2005-06,griffed01,3,0-4 (rookie scale / early)
2005-06,grundan01,0,0-4 (rookie scale / early)
2005-06,hamilri01,6,5-6 (25% max eligible)
2005-06,hamilze01,5,5-6 (25% max eligible)
2005-06,hardaan01,12,10+ (35% / supermax eligible)
2005-06,harprma01,7,7-9 (30% max eligible)
2005-06,harrial01,7,7-9 (30% max eligible)
2005-06,harrida01,1,0-4 (rookie scale / early)
2005-06,harride01,1,0-4 (rookie scale / early)
2005-06,harriot01,9,7-9 (30% max eligible)
2005-06,hartja01,4,0-4 (rookie scale / early)
2005-06,hasleud01,2,0-4 (rookie scale / early)
2005-06,hassetr01,4,0-4 (rookie scale / early)
2005-06,hayesch01,0,0-4 (rookie scale / early)
2005-06,hayesja01,2,0-4 (rookie scale / early)
2005-06,haywobr01,4,0-4 (rookie scale / early)
2005-06,headlu01,0,0-4 (rookie scale / early)
2005-06,hendeal01,10,10+ (35% / supermax eligible)
2005-06,hilarne01,3,0-4 (rookie scale / early)
2005-06,hillgr01,10,10+ (35% / supermax eligible)
2005-06,hinriki01,2,0-4 (rookie scale / early)
2005-06,hodgeju01,0,0-4 (rookie scale / early)
2005-06,holcora01,0,0-4 (rookie scale / early)
2005-06,horryro01,13,10+ (35% / supermax eligible)
2005-06,houseed01,5,5-6 (25% max eligible)
2005-06,howardw01,1,0-4 (rookie scale / early)
2005-06,howarjo01,2,0-4 (rookie scale / early)
2005-06,howarju01,11,10+ (35% / supermax eligible)
2005-06,hudsotr01,8,7-9 (30% max eligible)
2005-06,hughela01,7,7-9 (30% max eligible)
2005-06,humphkr01,1,0-4 (rookie scale / early)
2005-06,hunteli01,12,10+ (35% / supermax eligible)
2005-06,huntest01,4,0-4 (rookie scale / early)
2005-06,iguodan01,1,0-4 (rookie scale / early)
2005-06,ilgauzy01,7,7-9 (30% max eligible)
2005-06,iversal01,9,7-9 (30% max eligible)
2005-06,iveyro01,1,0-4 (rookie scale / early)
2005-06,jackja01,0,0-4 (rookie scale / early)
2005-06,jacksbo01,8,7-9 (30% max eligible)
2005-06,jacksje01,4,0-4 (rookie scale / early)
2005-06,jacksji01,13,10+ (35% / supermax eligible)
2005-06,jackslu02,1,0-4 (rookie scale / early)
2005-06,jacksma02,5,5-6 (25% max eligible)
2005-06,jacksst02,5,5-6 (25% max eligible)
2005-06,jamesje01,5,5-6 (25% max eligible)
2005-06,jamesle01,2,0-4 (rookie scale / early)
2005-06,jamesmi01,4,0-4 (rookie scale / early)
2005-06,jamisan01,7,7-9 (30% max eligible)
2005-06,jaricma01,3,0-4 (rookie scale / early)
2005-06,jasiksa01,0,0-4 (rookie scale / early)
2005-06,jeffeal01,1,0-4 (rookie scale / early)
2005-06,jefferi01,4,0-4 (rookie scale / early)
2005-06,jeffrja01,3,0-4 (rookie scale / early)
2005-06,johnsam01,0,0-4 (rookie scale / early)
2005-06,johnsan02,8,7-9 (30% max eligible)
2005-06,johnsde03,4,0-4 (rookie scale / early)
2005-06,johnser02,12,10+ (35% / supermax eligible)
2005-06,johnsjo02,4,0-4 (rookie scale / early)
2005-06,johnsli01,2,0-4 (rookie scale / early)
2005-06,jonesda01,7,7-9 (30% max eligible)
2005-06,jonesda02,2,0-4 (rookie scale / early)
2005-06,jonesdw02,0,0-4 (rookie scale / early)
2005-06,jonesed02,11,10+ (35% / supermax eligible)
2005-06,jonesfr01,3,0-4 (rookie scale / early)
2005-06,jonesja02,2,0-4 (rookie scale / early)
2005-06,jonesju01,6,5-6 (25% max eligible)
2005-06,kamanch01,2,0-4 (rookie scale / early)
2005-06,kaponja01,2,0-4 (rookie scale / early)
2005-06,kasunma01,1,0-4 (rookie scale / early)
2005-06,khryavi01,1,0-4 (rookie scale / early)
2005-06,kiddja01,11,10+ (35% / supermax eligible)
2005-06,kirilan01,4,0-4 (rookie scale / early)
2005-06,kleizli01,0,0-4 (rookie scale / early)
2005-06,knighbr01,8,7-9 (30% max eligible)
2005-06,korolya01,0,0-4 (rookie scale / early)
2005-06,korveky01,2,0-4 (rookie scale / early)
2005-06,krstine01,1,0-4 (rookie scale / early)
2005-06,kukocto01,12,10+ (35% / supermax eligible)
2005-06,lafrera01,7,7-9 (30% max eligible)
2005-06,lampema01,2,0-4 (rookie scale / early)
2005-06,leeda02,0,0-4 (rookie scale / early)
2005-06,lenarvo01,10,10+ (35% / supermax eligible)
2005-06,lewisra02,7,7-9 (30% max eligible)
2005-06,livinra01,9,7-9 (30% max eligible)
2005-06,livinsh01,1,0-4 (rookie scale / early)
2005-06,lucasjo02,0,0-4 (rookie scale / early)
2005-06,luety01,7,7-9 (30% max eligible)
2005-06,macijar01,0,0-4 (rookie scale / early)
2005-06,madsema01,5,5-6 (25% max eligible)
2005-06,maggeco01,6,5-6 (25% max eligible)
2005-06,magloja01,5,5-6 (25% max eligible)
2005-06,marbust01,9,7-9 (30% max eligible)
2005-06,mariosh01,6,5-6 (25% max eligible)
2005-06,marksse01,5,5-6 (25% max eligible)
2005-06,marshdo01,11,10+ (35% / supermax eligible)
2005-06,marshra01,0,0-4 (rookie scale / early)
2005-06,martida01,10,10+ (35% / supermax eligible)
2005-06,martike01,5,5-6 (25% max eligible)
2005-06,martike02,1,0-4 (rookie scale / early)
2005-06,masonde01,5,5-6 (25% max eligible)
2005-06,maxieja01,0,0-4 (rookie scale / early)
2005-06,mayse01,0,0-4 (rookie scale / early)
2005-06,mbengdj01,1,0-4 (rookie scale / early)
2005-06,mccanra01,0,0-4 (rookie scale / early)
2005-06,mccarwa01,9,7-9 (30% max eligible)
2005-06,mcdyean01,9,7-9 (30% max eligible)
2005-06,mcgratr01,8,7-9 (30% max eligible)
2005-06,mcinnje01,8,7-9 (30% max eligible)
2005-06,mckieaa01,11,10+ (35% / supermax eligible)
2005-06,mcleoke01,2,0-4 (rookie scale / early)
2005-06,medvest01,5,5-6 (25% max eligible)
2005-06,mihmch01,5,5-6 (25% max eligible)
2005-06,milesaa01,0,0-4 (rookie scale / early)
2005-06,milescj01,0,0-4 (rookie scale / early)
2005-06,milesda01,5,5-6 (25% max eligible)
2005-06,milicda01,2,0-4 (rookie scale / early)
2005-06,millean02,6,5-6 (25% max eligible)
2005-06,millebr01,7,7-9 (30% max eligible)
2005-06,millemi01,5,5-6 (25% max eligible)
2005-06,mingya01,3,0-4 (rookie scale / early)
2005-06,moblecu01,7,7-9 (30% max eligible)
2005-06,mohamna01,7,7-9 (30% max eligible)
2005-06,moniase01,0,0-4 (rookie scale / early)
2005-06,mooremi01,7,7-9 (30% max eligible)
2005-06,morrite01,2,0-4 (rookie scale / early)
2005-06,mournal01,12,10+ (35% / supermax eligible)
2005-06,murphtr01,4,0-4 (rookie scale / early)
2005-06,murrala01,10,10+ (35% / supermax eligible)
2005-06,murraro01,3,0-4 (rookie scale / early)
2005-06,mutomdi01,14,10+ (35% / supermax eligible)
2005-06,nachbbo01,3,0-4 (rookie scale / early)
2005-06,nailole01,5,5-6 (25% max eligible)
2005-06,najered01,5,5-6 (25% max eligible)
2005-06,nashst01,9,7-9 (30% max eligible)
2005-06,ndongbo01,0,0-4 (rookie scale / early)
2005-06,nelsoja01,1,0-4 (rookie scale / early)
2005-06,nestera01,7,7-9 (30% max eligible)
2005-06,newblir01,5,5-6 (25% max eligible)
2005-06,nocioan01,1,0-4 (rookie scale / early)
2005-06,norrimo01,8,7-9 (30% max eligible)
2005-06,nowitdi01,7,7-9 (30% max eligible)
2005-06,obertfa01,0,0-4 (rookie scale / early)
2005-06,odomla01,6,5-6 (25% max eligible)
2005-06,okafoem01,1,0-4 (rookie scale / early)
2005-06,okurme01,3,0-4 (rookie scale / early)
2005-06,ollieke01,8,7-9 (30% max eligible)
2005-06,olowomi01,7,7-9 (30% max eligible)
2005-06,onealje01,9,7-9 (30% max eligible)
2005-06,onealsh01,13,10+ (35% / supermax eligible)
2005-06,ostergr01,10,10+ (35% / supermax eligible)
2005-06,outlabo01,12,10+ (35% / supermax eligible)
2005-06,outlatr01,2,0-4 (rookie scale / early)
2005-06,owensan01,0,0-4 (rookie scale / early)
2005-06,pachuza01,2,0-4 (rookie scale / early)
2005-06,padgesc01,6,5-6 (25% max eligible)
2005-06,palacmi01,6,5-6 (25% max eligible)
2005-06,pargoja01,3,0-4 (rookie scale / early)
2005-06,parkesm01,2,0-4 (rookie scale / early)
2005-06,parketo01,4,0-4 (rookie scale / early)
2005-06,patteru01,7,7-9 (30% max eligible)
2005-06,paulch01,0,0-4 (rookie scale / early)
2005-06,pavloal01,2,0-4 (rookie scale / early)
2005-06,paytoga01,15,10+ (35% / supermax eligible)
2005-06,perkike01,2,0-4 (rookie scale / early)
2005-06,petermo01,5,5-6 (25% max eligible)
2005-06,petrojo01,0,0-4 (rookie scale / early)
2005-06,piatker01,11,10+ (35% / supermax eligible)
2005-06,piercpa01,7,7-9 (30% max eligible)
2005-06,pietrmi01,2,0-4 (rookie scale / early)
2005-06,planizo01,2,0-4 (rookie scale / early)
2005-06,podkopa01,1,0-4 (rookie scale / early)
2005-06,pollasc01,8,7-9 (30% max eligible)
2005-06,poseyja01,6,5-6 (25% max eligible)
2005-06,potapvi01,9,7-9 (30% max eligible)
2005-06,poweljo01,0,0-4 (rookie scale / early)
2005-06,pricero01,0,0-4 (rookie scale / early)
2005-06,princta01,3,0-4 (rookie scale / early)
2005-06,profila01,3,0-4 (rookie scale / early)
2005-06,przybjo01,5,5-6 (25% max eligible)
2005-06,radmavl01,4,0-4 (rookie scale / early)
2005-06,randosh01,0,0-4 (rookie scale / early)
2005-06,randoza01,4,0-4 (rookie scale / early)
2005-06,ratlith01,10,10+ (35% / supermax eligible)
2005-06,rebraze01,4,0-4 (rookie scale / early)
2005-06,reddmi01,5,5-6 (25% max eligible)
2005-06,reedju01,1,0-4 (rookie scale / early)
2005-06,richaja01,4,0-4 (rookie scale / early)
2005-06,richaqu01,5,5-6 (25% max eligible)
2005-06,ridnolu01,2,0-4 (rookie scale / early)
2005-06,roberan02,0,0-4 (rookie scale / early)
2005-06,roberla01,0,0-4 (rookie scale / early)
2005-06,robinbe01,1,0-4 (rookie scale / early)
2005-06,robincl02,16,10+ (35% / supermax eligible)
2005-06,robinna01,0,0-4 (rookie scale / early)
2005-06,roseja01,11,10+ (35% / supermax eligible)
2005-06,rosema01,9,7-9 (30% max eligible)
2005-06,rossqu01,1,0-4 (rookie scale / early)
2005-06,ruffimi01,5,5-6 (25% max eligible)
2005-06,rushka01,3,0-4 (rookie scale / early)
2005-06,russebr01,12,10+ (35% / supermax eligible)
2005-06,salmojo01,3,0-4 (rookie scale / early)
2005-06,sampsja01,3,0-4 (rookie scale / early)
2005-06,sandeme01,0,0-4 (rookie scale / early)
2005-06,scalabr01,4,0-4 (rookie scale / early)
2005-06,scaleal01,0,0-4 (rookie scale / early)
2005-06,schenlu01,0,0-4 (rookie scale / early)
2005-06,seungha01,1,0-4 (rookie scale / early)
2005-06,simiewa01,0,0-4 (rookie scale / early)
2005-06,simmobo01,4,0-4 (rookie scale / early)
2005-06,singlja01,0,0-4 (rookie scale / early)
2005-06,skinnbr01,7,7-9 (30% max eligible)
2005-06,smithch04,4,0-4 (rookie scale / early)
2005-06,smithdo04,1,0-4 (rookie scale / early)
2005-06,smithjo02,10,10+ (35% / supermax eligible)
2005-06,smithjo03,1,0-4 (rookie scale / early)
2005-06,smithjr01,1,0-4 (rookie scale / early)
2005-06,snower01,10,10+ (35% / supermax eligible)
2005-06,snydeki01,1,0-4 (rookie scale / early)
2005-06,songada01,2,0-4 (rookie scale / early)
2005-06,sowpa01,1,0-4 (rookie scale / early)
2005-06,stackje01,10,10+ (35% / supermax eligible)
2005-06,stevede01,5,5-6 (25% max eligible)
2005-06,stojape01,7,7-9 (30% max eligible)
2005-06,storeaw01,1,0-4 (rookie scale / early)
2005-06,stoudam01,3,0-4 (rookie scale / early)
2005-06,stoudda01,10,10+ (35% / supermax eligible)
2005-06,stoudsa01,0,0-4 (rookie scale / early)
2005-06,sweetmi01,2,0-4 (rookie scale / early)
2005-06,swiftro01,1,0-4 (rookie scale / early)
2005-06,swiftst01,5,5-6 (25% max eligible)
2005-06,szczewa02,6,5-6 (25% max eligible)
2005-06,taftch01,0,0-4 (rookie scale / early)
2005-06,taylodo01,0,0-4 (rookie scale / early)
2005-06,tayloma01,7,7-9 (30% max eligible)
2005-06,telfase01,1,0-4 (rookie scale / early)
2005-06,terryja01,6,5-6 (25% max eligible)
2005-06,thomabi01,1,0-4 (rookie scale / early)
2005-06,thomaet01,4,0-4 (rookie scale / early)
2005-06,thomaja02,1,0-4 (rookie scale / early)
2005-06,thomajo02,4,0-4 (rookie scale / early)
2005-06,thomake01,6,5-6 (25% max eligible)
2005-06,thomaku01,10,10+ (35% / supermax eligible)
2005-06,thomati01,8,7-9 (30% max eligible)
2005-06,thompdi01,0,0-4 (rookie scale / early)
2005-06,tinslja01,4,0-4 (rookie scale / early)
2005-06,tsakaja01,5,5-6 (25% max eligible)
2005-06,tskitni01,3,0-4 (rookie scale / early)
2005-06,turiaro01,0,0-4 (rookie scale / early)
2005-06,turkohe01,5,5-6 (25% max eligible)
2005-06,udokaim01,1,0-4 (rookie scale / early)
2005-06,udrihbe01,1,0-4 (rookie scale / early)
2005-06,vanexni01,12,10+ (35% / supermax eligible)
2005-06,vanhoke01,8,7-9 (30% max eligible)
2005-06,varejan01,1,0-4 (rookie scale / early)
2005-06,vaughja01,8,7-9 (30% max eligible)
2005-06,villach01,0,0-4 (rookie scale / early)
2005-06,voskuja01,5,5-6 (25% max eligible)
2005-06,vromaja01,1,0-4 (rookie scale / early)
2005-06,vujacsa01,1,0-4 (rookie scale / early)
2005-06,wadedw01,2,0-4 (rookie scale / early)
2005-06,wafervo01,0,0-4 (rookie scale / early)
2005-06,walkean02,9,7-9 (30% max eligible)
2005-06,walkesa01,9,7-9 (30% max eligible)
2005-06,wallabe01,9,7-9 (30% max eligible)
2005-06,wallage01,4,0-4 (rookie scale / early)
2005-06,wallara01,10,10+ (35% / supermax eligible)
2005-06,walshma01,0,0-4 (rookie scale / early)
2005-06,waltolu01,2,0-4 (rookie scale / early)
2005-06,warriha01,0,0-4 (rookie scale / early)
2005-06,watsoea01,4,0-4 (rookie scale / early)
2005-06,webbech01,12,10+ (35% / supermax eligible)
2005-06,webstma02,0,0-4 (rookie scale / early)
2005-06,wellsbo01,7,7-9 (30% max eligible)
2005-06,welscji01,3,0-4 (rookie scale / early)
2005-06,wesleda01,12,10+ (35% / supermax eligible)
2005-06,westda01,2,0-4 (rookie scale / early)
2005-06,westde01,1,0-4 (rookie scale / early)
2005-06,whalero01,0,0-4 (rookie scale / early)
2005-06,wilcoch01,3,0-4 (rookie scale / early)
2005-06,wilkida02,1,0-4 (rookie scale / early)
2005-06,wilksmi01,3,0-4 (rookie scale / early)
2005-06,williaa01,11,10+ (35% / supermax eligible)
2005-06,willial02,7,7-9 (30% max eligible)
2005-06,willico02,10,10+ (35% / supermax eligible)
2005-06,willide01,0,0-4 (rookie scale / early)
2005-06,willier01,10,10+ (35% / supermax eligible)
2005-06,willija02,7,7-9 (30% max eligible)
2005-06,willilo02,0,0-4 (rookie scale / early)
2005-06,willima01,2,0-4 (rookie scale / early)
2005-06,willima02,0,0-4 (rookie scale / early)
2005-06,woodslo01,4,0-4 (rookie scale / early)
2005-06,woodsqy01,3,0-4 (rookie scale / early)
2005-06,wrighan01,0,0-4 (rookie scale / early)
2005-06,wrighbr02,0,0-4 (rookie scale / early)
2005-06,wrighdo01,1,0-4 (rookie scale / early)
2005-06,wrighlo02,9,7-9 (30% max eligible)
2005-06,zimmede01,0,0-4 (rookie scale / early)
2006-07,abdursh01,10,10+ (35% / supermax eligible)
2006-07,adamsha01,0,0-4 (rookie scale / early)
2006-07,agerma01,0,0-4 (rookie scale / early)
2006-07,aldrila01,0,0-4 (rookie scale / early)
2006-07,allenma01,5,5-6 (25% max eligible)
2006-07,allenra02,10,10+ (35% / supermax eligible)
2006-07,allento01,2,0-4 (rookie scale / early)
2006-07,alstora01,7,7-9 (30% max eligible)
2006-07,amundlo01,0,0-4 (rookie scale / early)
2006-07,anderal01,1,0-4 (rookie scale / early)
2006-07,anderde01,9,7-9 (30% max eligible)
2006-07,anthoca01,3,0-4 (rookie scale / early)
2006-07,araujra01,2,0-4 (rookie scale / early)
2006-07,arenagi01,5,5-6 (25% max eligible)
2006-07,arizatr01,2,0-4 (rookie scale / early)
2006-07,armstda01,12,10+ (35% / supermax eligible)
2006-07,armsthi01,0,0-4 (rookie scale / early)
2006-07,arroyca01,5,5-6 (25% max eligible)
2006-07,artesro01,7,7-9 (30% max eligible)
2006-07,atkinch01,7,7-9 (30% max eligible)
2006-07,augusja01,0,0-4 (rookie scale / early)
2006-07,azubuke01,0,0-4 (rookie scale / early)
2006-07,balkmre01,0,0-4 (rookie scale / early)
2006-07,banksma01,3,0-4 (rookie scale / early)
2006-07,barbole01,3,0-4 (rookie scale / early)
2006-07,bareajo01,0,0-4 (rookie scale / early)
2006-07,bargnan01,0,0-4 (rookie scale / early)
2006-07,barnema02,3,0-4 (rookie scale / early)
2006-07,barrean01,2,0-4 (rookie scale / early)
2006-07,barroea01,1,0-4 (rookie scale / early)
2006-07,barrybr01,11,10+ (35% / supermax eligible)
2006-07,bassbr01,1,0-4 (rookie scale / early)
2006-07,bastoma01,1,0-4 (rookie scale / early)
2006-07,batises01,1,0-4 (rookie scale / early)
2006-07,battish01,5,5-6 (25% max eligible)
2006-07,battito01,9,7-9 (30% max eligible)
2006-07,bellch01,2,0-4 (rookie scale / early)
2006-07,bellra01,6,5-6 (25% max eligible)
2006-07,bibbymi01,8,7-9 (30% max eligible)
2006-07,biedran01,2,0-4 (rookie scale / early)
2006-07,billuch01,9,7-9 (30% max eligible)
2006-07,blakest01,3,0-4 (rookie scale / early)
2006-07,blalowi01,0,0-4 (rookie scale / early)
2006-07,blatcan01,1,0-4 (rookie scale / early)
2006-07,blounma01,6,5-6 (25% max eligible)
2006-07,boganke01,3,0-4 (rookie scale / early)
2006-07,bogutan01,1,0-4 (rookie scale / early)
2006-07,bonnema01,2,0-4 (rookie scale / early)
2006-07,boonejo01,0,0-4 (rookie scale / early)
2006-07,boothca01,7,7-9 (30% max eligible)
2006-07,boozeca01,4,0-4 (rookie scale / early)
2006-07,boshch01,3,0-4 (rookie scale / early)
2006-07,bowenbr01,10,10+ (35% / supermax eligible)
2006-07,boykiea01,8,7-9 (30% max eligible)
2006-07,bozemce01,0,0-4 (rookie scale / early)
2006-07,brandel01,7,7-9 (30% max eligible)
2006-07,brewero02,0,0-4 (rookie scale / early)
2006-07,brezepr01,5,5-6 (25% max eligible)
2006-07,brownan01,0,0-4 (rookie scale / early)
2006-07,brownde02,4,0-4 (rookie scale / early)
2006-07,brownde03,0,0-4 (rookie scale / early)
2006-07,brownkw01,5,5-6 (25% max eligible)
2006-07,brownpj01,13,10+ (35% / supermax eligible)
2006-07,brownsh01,0,0-4 (rookie scale / early)
2006-07,bryanko01,10,10+ (35% / supermax eligible)
2006-07,buckngr01,7,7-9 (30% max eligible)
2006-07,burkepa01,2,0-4 (rookie scale / early)
2006-07,butleca01,4,0-4 (rookie scale / early)
2006-07,butleja01,2,0-4 (rookie scale / early)
2006-07,butlera01,4,0-4 (rookie scale / early)
2006-07,bynuman01,1,0-4 (rookie scale / early)
