season,season_end,team,player,player_id,salary
2005-06,2006,ATL,Joe Johnson,johnsjo02,12000000
2005-06,2006,ATL,Al Harrington,harrial01,6957500
2005-06,2006,ATL,Zaza Pachulia,pachuza01,4000000
2005-06,2006,ATL,Marvin Williams,willima02,3883560
2005-06,2006,ATL,Tyronn Lue,luety01,3500000
2005-06,2006,ATL,Tony Delk,delkto01,3375000
2005-06,2006,ATL,Josh Childress,childjo01,2677200
2005-06,2006,ATL,Jason Collier,collija02,1650000
2005-06,2006,ATL,Josh Smith,smithjo03,1365360
2005-06,2006,ATL,John Edwards,edwarjo01,1000000
2005-06,2006,ATL,Salim Stoudamire,stoudsa01,675000
2005-06,2006,ATL,Royal Ivey,iveyro01,641748
2005-06,2006,ATL,Donta Smith,smithdo04,641748
2005-06,2006,ATL,Esteban Batista,batises01,398762
2005-06,2006,ATL,John Thomas,thomajo02,178675
2005-06,2006,BOS,Paul Pierce,piercpa01,13843156
2005-06,2006,BOS,Raef LaFrentz,lafrera01,10623288
2005-06,2006,BOS,Ricky Davis,davisri01,5909800
2005-06,2006,BOS,Mark Blount,blounma01,5515875
2005-06,2006,BOS,Vin Baker,bakervi01,5333333
2005-06,2006,BOS,Brian Scalabrine,scalabr01,2586207
2005-06,2006,BOS,Dan Dickau,dickada01,2250000
2005-06,2006,BOS,Curtis Borchardt,borchcu01,1969993
2005-06,2006,BOS,Marcus Banks,banksma01,1724280
2005-06,2006,BOS,Al Jefferson,jeffeal01,1512840
2005-06,2006,BOS,Gerald Green,greenge01,1253040
2005-06,2006,BOS,Delonte West,westde01,1010040
2005-06,2006,BOS,Tony Allen,allento01,969696
2005-06,2006,BOS,Kendrick Perkins,perkike01,936480
2005-06,2006,BOS,Justin Reed,reedju01,641748
2005-06,2006,BOS,Ryan Gomes,gomesry01,428762
2005-06,2006,BOS,Orien Greene,greenor01,398762
2005-06,2006,CHA,Gerald Wallace,wallage01,5000000
2005-06,2006,CHA,Brevin Knight,knighbr01,4600000
2005-06,2006,CHA,Emeka Okafor,okafoem01,4020120
2005-06,2006,CHA,Kareem Rush,rushka01,3000000
2005-06,2006,CHA,Raymond Felton,feltora01,2847360
2005-06,2006,CHA,Primoz Brezec,brezepr01,2750000
2005-06,2006,CHA,Melvin Ely,elyme01,2401027
2005-06,2006,CHA,Jake Voskuhl,voskuja01,1937500
2005-06,2006,CHA,Jumaine Jones,jonesju01,1875000
2005-06,2006,CHA,Sean May,mayse01,1619280
2005-06,2006,CHA,Matt Carroll,carroma01,1100000
2005-06,2006,CHA,Keith Bogans,boganke01,869373
2005-06,2006,CHA,Bernard Robinson,robinbe01,641748
2005-06,2006,CHA,Alan Anderson,anderal01,398762
2005-06,2006,CHA,Kevin Burleson,burleke01,398762
2005-06,2006,CHI,Tim Thomas,thomati01,13975000
2005-06,2006,CHI,Tyson Chandler,chandty01,9000000
2005-06,2006,CHI,Eddie Robinson,robined01,5444444
2005-06,2006,CHI,Ben Gordon,gordobe01,3610200
2005-06,2006,CHI,Othella Harrington,harriot01,3500000
2005-06,2006,CHI,Eric Piatkowski,piatker01,3000000
2005-06,2006,CHI,Chris Duhon,duhonch01,2800000
2005-06,2006,CHI,Andres Nocioni,nocioan01,2775000
2005-06,2006,CHI,Kirk Hinrich,hinriki01,2513880
2005-06,2006,CHI,Luol Deng,denglu01,2443920
2005-06,2006,CHI,Darius Songaila,songada01,2200000
2005-06,2006,CHI,Mike Sweetney,sweetmi01,2116920
2005-06,2006,CHI,Malik Allen,allenma01,1670000
2005-06,2006,CHI,Jannero Pargo,pargoja01,895248
2005-06,2006,CHI,Jermaine Jackson,jacksje01,771123
2005-06,2006,CHI,Eddie Basden,basdeed01,398762
2005-06,2006,CHI,Randy Holcomb,holcora01,52033
2005-06,2006,CLE,Larry Hughes,hughela01,10344900
2005-06,2006,CLE,Zydrunas Ilgauskas,ilgauzy01,8740000
2005-06,2006,CLE,Eric Snow,snower01,5484375
2005-06,2006,CLE,Donyell Marshall,marshdo01,4799108
2005-06,2006,CLE,LeBron James,jamesle01,4621800
2005-06,2006,CLE,Drew Gooden,goodedr01,4065811
2005-06,2006,CLE,Damon Jones,jonesda01,3590000
2005-06,2006,CLE,Ira Newble,newblir01,2950200
2005-06,2006,CLE,Luke Jackson,jackslu02,1955160
2005-06,2006,CLE,Sasha Pavlovic,pavloal01,1274160
2005-06,2006,CLE,Alan Henderson,hendeal01,1138500
2005-06,2006,CLE,Anderson Varejao,varejan01,866800
2005-06,2006,CLE,Mike Wilks,wilksmi01,745248
2005-06,2006,CLE,Martynas Andriuskevicius,andrima01,398762
2005-06,2006,CLE,Zendon Hamilton,hamilze01,329138
2005-06,2006,DAL,Michael Finley,finlemi01,15937500
2005-06,2006,DAL,Keith Van Horn,vanhoke01,15694250
2005-06,2006,DAL,Dirk Nowitzki,nowitdi01,13843156
2005-06,2006,DAL,Erick Dampier,dampier01,8662500
2005-06,2006,DAL,Jerry Stackhouse,stackje01,8367187
2005-06,2006,DAL,Jason Terry,terryja01,6666667
2005-06,2006,DAL,Marquis Daniels,daniema01,5393300
2005-06,2006,DAL,Shawn Bradley,bradlsh01,4500000
2005-06,2006,DAL,Evan Eschmeyer,eschmev01,3711400
2005-06,2006,DAL,Tariq Abdul-Wahad,abdulta01,3656250
2005-06,2006,DAL,Devin Harris,harride01,2947440
2005-06,2006,DAL,DeSagana Diop,diopde01,1850000
2005-06,2006,DAL,Doug Christie,chrisdo01,1575000
2005-06,2006,DAL,Pavel Podkolzin,podkopa01,1141560
2005-06,2006,DAL,Darrell Armstrong,armstda01,1138500
2005-06,2006,DAL,Josh Howard,howarjo01,923880
2005-06,2006,DAL,Didier Ilunga-Mbenga,mbengdj01,880000
2005-06,2006,DAL,Adrian Griffin,griffad01,768718
2005-06,2006,DAL,Rawle Marshall,marshra01,398762
2005-06,2006,DAL,Josh Powell,poweljo01,398762
2005-06,2006,DEN,Kenyon Martin,martike01,10636364
2005-06,2006,DEN,Marcus Camby,cambyma01,9150000
2005-06,2006,DEN,Andre Miller,millean02,8100000
2005-06,2006,DEN,Earl Watson,watsoea01,5000000
2005-06,2006,DEN,Eduardo Najera,najered01,4190476
2005-06,2006,DEN,Carmelo Anthony,anthoca01,3713640
2005-06,2006,DEN,Voshon Lenard,lenarvo01,3520000
2005-06,2006,DEN,Nene,hilarne01,3039889
2005-06,2006,DEN,Earl Boykins,boykiea01,2750000
2005-06,2006,DEN,Greg Buckner,buckngr01,1670000
2005-06,2006,DEN,Julius Hodge,hodgeju01,1148760
2005-06,2006,DEN,Bryon Russell,russebr01,1138500
2005-06,2006,DEN,Linas Kleiza,kleizli01,879360
2005-06,2006,DEN,DerMarr Johnson,johnsde03,835810
2005-06,2006,DEN,Francisco Elson,elsonfr01,719373
2005-06,2006,DET,Rasheed Wallace,wallara01,10860000
2005-06,2006,DET,Richard Hamilton,hamilri01,8625000
2005-06,2006,DET,Ben Wallace,wallabe01,7500000
2005-06,2006,DET,Chauncey Billups,billuch01,5909800
2005-06,2006,DET,Antonio McDyess,mcdyean01,5393300
2005-06,2006,DET,Darko Milicic,milicda01,4135200
2005-06,2006,DET,Carlos Arroyo,arroyca01,4000000
2005-06,2006,DET,Dale Davis,davisda01,3500000
2005-06,2006,DET,Derrick Coleman,colemde01,2000000
2005-06,2006,DET,Tayshaun Prince,princta01,1763115
2005-06,2006,DET,Lindsey Hunter,hunteli01,1760000
2005-06,2006,DET,Maurice Evans,evansma01,1500000
2005-06,2006,DET,Carlos Delfino,delfica01,969696
2005-06,2006,DET,Jason Maxiell,maxieja01,905640
2005-06,2006,DET,Alex Acker,ackeral01,398762
2005-06,2006,DET,Amir Johnson,johnsam01,398762
2005-06,2006,GSW,Baron Davis,davisba01,13700000
2005-06,2006,GSW,Jason Richardson,richaja01,8888888
2005-06,2006,GSW,Troy Murphy,murphtr01,7365079
2005-06,2006,GSW,Adonal Foyle,foylead01,7312500
2005-06,2006,GSW,Derek Fisher,fishede01,5393300
2005-06,2006,GSW,Mike Dunleavy,dunlemi02,4506261
2005-06,2006,GSW,Ike Diogu,dioguik01,1988160
2005-06,2006,GSW,Mickael Pietrus,pietrmi01,1910520
2005-06,2006,GSW,Andris Biedrins,biedran01,1857360
2005-06,2006,GSW,Calbert Cheaney,cheanca01,1760000
2005-06,2006,GSW,Zarko Cabarkapa,cabarza01,1404360
2005-06,2006,GSW,Monta Ellis,ellismo01,448762
2005-06,2006,GSW,Chris Taft,taftch01,423762
2005-06,2006,GSW,Aaron Miles,milesaa01,155614
2005-06,2006,HOU,Tracy McGrady,mcgratr01,15694250
2005-06,2006,HOU,Clarence Weatherspoon,weathcl01,6353200
2005-06,2006,HOU,Juwan Howard,howarju01,5900400
2005-06,2006,HOU,Yao Ming,mingya01,5594906
2005-06,2006,HOU,David Wesley,wesleda01,5070000
2005-06,2006,HOU,Stromile Swift,swiftst01,5000000
2005-06,2006,HOU,Moochie Norris,norrimo01,4200000
2005-06,2006,HOU,Rafer Alston,alstora01,3850000
2005-06,2006,HOU,Vin Baker,bakervi01,3850000
2005-06,2006,HOU,Bob Sura,surabo01,3520000
2005-06,2006,HOU,Dikembe Mutombo,mutomdi01,2000000
2005-06,2006,HOU,Charlie Ward,wardch01,1870000
2005-06,2006,HOU,Jon Barry,barryjo01,1800000
2005-06,2006,HOU,Derek Anderson,anderde01,1670000
2005-06,2006,HOU,Luther Head,headlu01,975600
2005-06,2006,HOU,Ryan Bowen,bowenry01,900498
2005-06,2006,HOU,Lonny Baxter,baxtelo01,745248
2005-06,2006,HOU,Dion Glover,glovedi01,163085
2005-06,2006,HOU,Stephen Graham,grahast01,48630
2005-06,2006,HOU,John Lucas,lucasjo02,34041
2005-06,2006,HOU,Josh Davis,davisjo02,17546
2005-06,2006,IND,Jermaine O'Neal,onealje01,16440000
2005-06,2006,IND,Austin Croshere,croshau01,7900000
2005-06,2006,IND,Jonathan Bender,bendejo01,7175000
2005-06,2006,IND,Metta World Peace,artesro01,6842105
2005-06,2006,IND,Scot Pollard,pollasc01,6274937
2005-06,2006,IND,Reggie Miller,millere01,6000000
2005-06,2006,IND,Stephen Jackson,jacksst02,5610000
2005-06,2006,IND,Jamaal Tinsley,tinslja01,5400000
2005-06,2006,IND,Jeff Foster,fosteje01,5000000
2005-06,2006,IND,Sarunas Jasikevicius,jasiksa01,4000000
2005-06,2006,IND,Anthony Johnson,johnsan02,2420000
2005-06,2006,IND,Fred Jones,jonesfr01,2328843
2005-06,2006,IND,Danny Granger,grangda01,1318920
2005-06,2006,IND,David Harrison,harrida01,898200
2005-06,2006,IND,Eddie Gill,gilled01,819551
2005-06,2006,IND,Samaki Walker,walkesa01,364223
2005-06,2006,LAC,Elton Brand,brandel01,13152000
2005-06,2006,LAC,Cuttino Mobley,moblecu01,7200000
2005-06,2006,LAC,Corey Maggette,maggeco01,7000000
2005-06,2006,LAC,Sam Cassell,cassesa01,6875000
2005-06,2006,LAC,Shaun Livingston,livinsh01,3254880
2005-06,2006,LAC,Zeljko Rebraca,rebraze01,3000000
2005-06,2006,LAC,Chris Wilcox,wilcoch01,2812239
2005-06,2006,LAC,Chris Kaman,kamanch01,2753760
2005-06,2006,LAC,Yaroslav Korolev,korolya01,1704480
2005-06,2006,LAC,Walter McCarty,mccarwa01,1035000
2005-06,2006,LAC,Quinton Ross,rossqu01,700000
2005-06,2006,LAC,James Singleton,singlja01,625000
2005-06,2006,LAC,Daniel Ewing,ewingda01,450000
2005-06,2006,LAC,Boniface N'Dong,ndongbo01,398762
2005-06,2006,LAC,Howard Eisley,eisleho01,291567
2005-06,2006,LAC,Anthony Goldwire,goldwan01,74652
2005-06,2006,LAC,Kaniel Dickens,dickeka01,31305
2005-06,2006,LAL,Kobe Bryant,bryanko01,15946875
2005-06,2006,LAL,Brian Grant,grantbr01,14336220
2005-06,2006,LAL,Lamar Odom,odomla01,11465333
2005-06,2006,LAL,Kwame Brown,brownkw01,7500000
2005-06,2006,LAL,Devean George,georgde01,5000600
2005-06,2006,LAL,Chris Mihm,mihmch01,3792817
2005-06,2006,LAL,Stanislav Medvedenko,medvest01,3000000
2005-06,2006,LAL,Aaron McKie,mckieaa01,2500000
2005-06,2006,LAL,Vlade Divac,divacvl01,2000000
2005-06,2006,LAL,Andrew Bynum,bynuman01,1888680
2005-06,2006,LAL,Luke Walton,waltolu01,1250000
2005-06,2006,LAL,Brian Cook,cookbr01,1038960
2005-06,2006,LAL,Magic Johnson,johnsma02,1000000
2005-06,2006,LAL,Sasha Vujacic,vujacsa01,910440
2005-06,2006,LAL,Smush Parker,parkesm01,745248
2005-06,2006,LAL,Laron Profit,profila01,745248
2005-06,2006,LAL,Devin Green,greende01,398762
2005-06,2006,LAL,Von Wafer,wafervo01,398762
2005-06,2006,MEM,Eddie Jones,jonesed02,14576250
2005-06,2006,MEM,Pau Gasol,gasolpa01,10993000
2005-06,2006,MEM,Lorenzen Wright,wrighlo02,7700000
2005-06,2006,MEM,Mike Miller,millemi01,6750000
2005-06,2006,MEM,Brian Cardinal,cardibr01,5393300
2005-06,2006,MEM,Shane Battier,battish01,4903000
2005-06,2006,MEM,Damon Stoudamire,stoudda01,3750000
2005-06,2006,MEM,Bobby Jackson,jacksbo01,3375000
2005-06,2006,MEM,Jake Tsakalidis,tsakaja01,2900000
2005-06,2006,MEM,Raul Lopez,lopezra01,1744313
2005-06,2006,MEM,Troy Bell,belltr01,1478280
2005-06,2006,MEM,Dahntay Jones,jonesda02,1223160
2005-06,2006,MEM,Hakim Warrick,warriha01,1196520
2005-06,2006,MEM,Antonio Burks,burksan01,641748
2005-06,2006,MEM,Anthony Roberson,roberan02,398762
2005-06,2006,MEM,Lawrence Roberts,roberla01,398762
2005-06,2006,MEM,John Thomas,thomajo02,103443
2005-06,2006,MIA,Shaquille O'Neal,onealsh01,20000000
2005-06,2006,MIA,Jason Williams,willija02,7562500
2005-06,2006,MIA,Antoine Walker,walkean02,6880000
2005-06,2006,MIA,James Posey,poseyja01,5900400
2005-06,2006,MIA,Udonis Haslem,hasleud01,5000000
2005-06,2006,MIA,Dwyane Wade,wadedw01,3031920
2005-06,2006,MIA,Michael Doleac,doleami01,2640000
2005-06,2006,MIA,Wesley Person,persowe01,1760000
2005-06,2006,MIA,Dorell Wright,wrighdo01,1238640
2005-06,2006,MIA,Alonzo Mourning,mournal01,1138500
2005-06,2006,MIA,Gary Payton,paytoga01,1138500
2005-06,2006,MIA,Jason Kapono,kaponja01,1100000
2005-06,2006,MIA,Shandon Anderson,andersh01,1035000
2005-06,2006,MIA,Wayne Simien,simiewa01,867720
2005-06,2006,MIA,Andre Emmett,emmetan01,641748
2005-06,2006,MIA,Earl Barron,barroea01,398762
2005-06,2006,MIA,Gerald Fitch,fitchge01,359858
2005-06,2006,MIA,Matt Walsh,walshma01,38904
2005-06,2006,MIL,Michael Redd,reddmi01,12000000
2005-06,2006,MIL,Jamaal Magloire,magloja01,8533333
2005-06,2006,MIL,Bobby Simmons,simmobo01,8000000
2005-06,2006,MIL,Calvin Booth,boothca01,6354600
2005-06,2006,MIL,Joe Smith,smithjo02,6353200
2005-06,2006,MIL,Dan Gadzuric,gadzuda01,4750000
2005-06,2006,MIL,Andrew Bogut,bogutan01,4340520
2005-06,2006,MIL,T.J. Ford,fordtj01,2303040
2005-06,2006,MIL,Jiri Welsch,welscji01,2177114
2005-06,2006,MIL,Toni Kukoc,kukocto01,2000000
2005-06,2006,MIL,Mo Williams,willima01,1760000
2005-06,2006,MIL,Reece Gaines,gainere01,1556160
2005-06,2006,MIL,Ervin Johnson,johnser02,1138500
2005-06,2006,MIL,Charlie Bell,bellch01,641748
2005-06,2006,MIL,Jermaine Jackson,jacksje01,583944
2005-06,2006,MIL,Ersan Ilyasova,ilyaser01,398762
2005-06,2006,MIL,Josh Davis,davisjo02,131593
2005-06,2006,MIN,Kevin Garnett,garneke01,18000000
2005-06,2006,MIN,Wally Szczerbiak,szczewa02,10000000
2005-06,2006,MIN,Michael Olowokandi,olowomi01,5900400
2005-06,2006,MIN,Troy Hudson,hudsotr01,5253000
2005-06,2006,MIN,Marko Jaric,jaricma01,5000000
2005-06,2006,MIN,Trenton Hassell,hassetr01,4350000
2005-06,2006,MIN,Eddie Griffin,griffed01,2500000
2005-06,2006,MIN,Mark Madsen,madsema01,2000000
2005-06,2006,MIN,Fred Hoiberg,hoibefr01,1760000
2005-06,2006,MIN,Rashad McCants,mccanra01,1538400
2005-06,2006,MIN,Ndudi Ebi,ebind01,964320
2005-06,2006,MIN,Anthony Carter,cartean01,900498
2005-06,2006,MIN,Nikoloz Tskitishvili,tskitni01,745248
2005-06,2006,MIN,Ronald Dupree,duprero01,719373
2005-06,2006,MIN,Richie Frahm,frahmri01,719373
2005-06,2006,MIN,Lionel Chalmers,chalmli01,682050
2005-06,2006,MIN,Dwayne Jones,jonesdw02,398762
2005-06,2006,MIN,Bracey Wright,wrighbr02,398762
2005-06,2006,NJN,Jason Kidd,kiddja01,16440000
2005-06,2006,NJN,Vince Carter,cartevi01,13843156
2005-06,2006,NJN,Richard Jefferson,jefferi01,10200000
2005-06,2006,NJN,Jason Collins,collija04,5500000
2005-06,2006,NJN,Marc Jackson,jacksma02,4550000
2005-06,2006,NJN,Jeff McInnis,mcinnje01,3400000
2005-06,2006,NJN,Clifford Robinson,robincl02,2500000
2005-06,2006,NJN,Ron Mercer,mercero01,1760000
2005-06,2006,NJN,Scott Padgett,padgesc01,1670000
2005-06,2006,NJN,Antoine Wright,wrighan01,1461360
2005-06,2006,NJN,Lamond Murray,murrala01,1138500
2005-06,2006,NJN,Zoran Planinic,planizo01,1127280
2005-06,2006,NJN,Jacque Vaughn,vaughja01,1094550
2005-06,2006,NJN,Nenad Krstic,krstine01,1010040
2005-06,2006,NJN,Linton Johnson,johnsli01,719373
2005-06,2006,NJN,Ben Handlogten,handlbe01,35091
2005-06,2006,NOK,P.J. Brown,brownpj01,8000000
2005-06,2006,NOK,Desmond Mason,masonde01,7333333
2005-06,2006,NOK,Speedy Claxton,claxtsp01,3600000
2005-06,2006,NOK,Chris Andersen,anderch01,3500000
2005-06,2006,NOK,George Lynch,lynchge01,3200000
2005-06,2006,NOK,Chris Paul,paulch01,3144240
2005-06,2006,NOK,Arvydas Macijauskas,macijar01,2500000
2005-06,2006,NOK,Bostjan Nachbar,nachbbo01,2500000
2005-06,2006,NOK,Kirk Snyder,snydeki01,1437240
2005-06,2006,NOK,David West,westda01,1334160
2005-06,2006,NOK,Rasual Butler,butlera01,1300000
2005-06,2006,NOK,J.R. Smith,smithjr01,1297080
2005-06,2006,NOK,Maciej Lampe,lampema01,900000
2005-06,2006,NOK,Jackson Vroman,vromaja01,682051
2005-06,2006,NOK,Brandon Bass,bassbr01,398762
2005-06,2006,NOK,Sean Banks,,150751
2005-06,2006,NYK,Allan Houston,houstal01,19125000
2005-06,2006,NYK,Stephon Marbury,marbust01,16453125
2005-06,2006,NYK,Anfernee Hardaway,hardaan01,15750000
2005-06,2006,NYK,Antonio Davis,davisan01,13925000
2005-06,2006,NYK,Maurice Taylor,tayloma01,9100000
2005-06,2006,NYK,Shandon Anderson,andersh01,7900000
2005-06,2006,NYK,Eddy Curry,curryed01,7390000
2005-06,2006,NYK,Quentin Richardson,richaqu01,6940000
2005-06,2006,NYK,Jerome Williams,willije01,6620063
2005-06,2006,NYK,Jamal Crawford,crawfja01,6480000
2005-06,2006,NYK,Malik Rose,rosema01,6008750
2005-06,2006,NYK,Jerome James,jamesje01,5000000
2005-06,2006,NYK,Channing Frye,fryech01,2162880
2005-06,2006,NYK,Nate Robinson,robinna01,1102680
2005-06,2006,NYK,David Lee,leeda02,861360
2005-06,2006,NYK,Trevor Ariza,arizatr01,682051
2005-06,2006,NYK,Qyntel Woods,woodsqy01,599834
2005-06,2006,NYK,Jackie Butler,butleja01,398762
2005-06,2006,NYK,Matt Barnes,barnema02,131593
2005-06,2006,ORL,Grant Hill,hillgr01,15694250
2005-06,2006,ORL,Steve Francis,francst01,13700000
2005-06,2006,ORL,Kelvin Cato,catoke01,8640000
2005-06,2006,ORL,Doug Christie,chrisdo01,8200000
2005-06,2006,ORL,Hedo Turkoglu,turkohe01,5393300
2005-06,2006,ORL,Tony Battie,battito01,5200000
2005-06,2006,ORL,Dwight Howard,howardw01,4493160
2005-06,2006,ORL,Pat Garrity,garripa01,3231250
2005-06,2006,ORL,Keyon Dooling,doolike01,3100000
2005-06,2006,ORL,DeShawn Stevenson,stevede01,2750000
2005-06,2006,ORL,Jameer Nelson,nelsoja01,1189200
2005-06,2006,ORL,Stacey Augmon,augmost01,1138500
2005-06,2006,ORL,Bo Outlaw,outlabo01,1138500
2005-06,2006,ORL,Terence Morris,morrite01,835810
2005-06,2006,ORL,Mario Kasun,kasunma01,682050
2005-06,2006,ORL,Travis Diener,dienetr01,398762
2005-06,2006,PHI,Chris Webber,webbech01,19125000
2005-06,2006,PHI,Allen Iverson,iversal01,16453125
2005-06,2006,PHI,Jamal Mashburn,mashbja01,10075000
2005-06,2006,PHI,Samuel Dalembert,dalemsa01,8470000
2005-06,2006,PHI,Todd MacCulloch,maccuto01,6353200
2005-06,2006,PHI,Aaron McKie,mckieaa01,6000000
2005-06,2006,PHI,Kyle Korver,korveky01,3630363
2005-06,2006,PHI,Kevin Ollie,ollieke01,2950200
2005-06,2006,PHI,Steven Hunter,huntest01,2800000
2005-06,2006,PHI,Andre Iguodala,iguodan01,2058000
2005-06,2006,PHI,Greg Buckner,buckngr01,1925926
2005-06,2006,PHI,John Salmons,salmojo01,1669001
2005-06,2006,PHI,Lee Nailon,nailole01,835810
2005-06,2006,PHI,Michael Bradley,bradlmi01,819550
2005-06,2006,PHI,Matt Barnes,barnema02,552269
2005-06,2006,PHI,Louis Williams,willilo02,450000
2005-06,2006,PHI,Shavlik Randolph,randosh01,398762
2005-06,2006,PHI,James Thomas,thomaja02,148698
2005-06,2006,PHI,Deng Gai,gaide01,92396
2005-06,2006,PHO,Shawn Marion,mariosh01,13700000
2005-06,2006,PHO,Steve Nash,nashst01,9625000
2005-06,2006,PHO,Kurt Thomas,thomaku01,6620062
2005-06,2006,PHO,Howard Eisley,eisleho01,5635417
2005-06,2006,PHO,Raja Bell,bellra01,4250000
2005-06,2006,PHO,Jim Jackson,jacksji01,2640000
2005-06,2006,PHO,Amar'e Stoudemire,stoudam01,2589023
2005-06,2006,PHO,James Jones,jonesja02,2400000
2005-06,2006,PHO,Brian Grant,grantbr01,1670000
2005-06,2006,PHO,Boris Diaw,diawbo01,1174200
2005-06,2006,PHO,Leandro Barbosa,barbole01,930600
2005-06,2006,PHO,Eddie House,houseed01,835810
2005-06,2006,PHO,Pat Burke,burkepa01,750000
2005-06,2006,PHO,Dijon Thompson,thompdi01,398762
2005-06,2006,PHO,Jared Reiner,reineja01,242612
2005-06,2006,PHO,Sharrod Ford,fordsh02,116711
2005-06,2006,PHO,Josh Davis,davisjo02,43864
2005-06,2006,PHO,Lucas Tischer,,4863
2005-06,2006,POR,Theo Ratliff,ratlith01,11666666
2005-06,2006,POR,Zach Randolph,randoza01,10666667
2005-06,2006,POR,Derek Anderson,anderde01,9093000
2005-06,2006,POR,Darius Miles,milesda01,7250000
2005-06,2006,POR,Ruben Patterson,patteru01,6353200
2005-06,2006,POR,Martell Webster,webstma02,2586120
2005-06,2006,POR,Juan Dixon,dixonju01,2500000
2005-06,2006,POR,Sebastian Telfair,telfase01,1676280
2005-06,2006,POR,Joel Przybilla,przybjo01,1560000
2005-06,2006,POR,Viktor Khryapa,khryavi01,1095960
2005-06,2006,POR,Travis Outlaw,outlatr01,1082160
2005-06,2006,POR,Jarrett Jack,jackja01,1058640
2005-06,2006,POR,Sergei Monia,moniase01,1016400
2005-06,2006,POR,Steve Blake,blakest01,1000000
2005-06,2006,POR,Charles Smith,smithch04,771123
2005-06,2006,POR,Ha Seung-Jin,seungha01,641748
2005-06,2006,SAC,Mike Bibby,bibbymi01,11500000
2005-06,2006,SAC,Brad Miller,millebr01,8750000
2005-06,2006,SAC,Bonzi Wells,wellsbo01,8000000
2005-06,2006,SAC,Peja Stojakovic,stojape01,7500000
2005-06,2006,SAC,Kenny Thomas,thomake01,6500000
2005-06,2006,SAC,Corliss Williamson,willico02,6000000
2005-06,2006,SAC,Shareef Abdur-Rahim,abdursh01,5000000
2005-06,2006,SAC,Brian Skinner,skinnbr01,4950000
2005-06,2006,SAC,Jason Hart,hartja01,1540000
2005-06,2006,SAC,Francisco Garcia,garcifr01,1016400
2005-06,2006,SAC,Kevin Martin,martike02,937440
2005-06,2006,SAC,Jamal Sampson,sampsja01,719373
2005-06,2006,SAC,Ronnie Price,pricero01,398762
2005-06,2006,SAS,Tim Duncan,duncati01,15845156
2005-06,2006,SAS,Tony Parker,parketo01,8400000
2005-06,2006,SAS,Manu Ginobili,ginobma01,7428937
2005-06,2006,SAS,Rasho Nesterovic,nestera01,6720000
2005-06,2006,SAS,Nazr Mohammed,mohamna01,5500000
2005-06,2006,SAS,Brent Barry,barrybr01,4691390
2005-06,2006,SAS,Bruce Bowen,bowenbr01,3375000
2005-06,2006,SAS,Robert Horry,horryro01,3000000
2005-06,2006,SAS,Michael Finley,finlemi01,2675000
2005-06,2006,SAS,Fabricio Oberto,obertfa01,2325000
2005-06,2006,SAS,Nick Van Exel,vanexni01,1138500
2005-06,2006,SAS,Beno Udrih,udrihbe01,904800
2005-06,2006,SAS,Sean Marks,marksse01,835810
2005-06,2006,SAS,Romain Sato,sandeme01,682051
2005-06,2006,SAS,Melvin Sanders,scaleal01,24315
2005-06,2006,SAS,Alex Scales,,24315
2005-06,2006,SEA,Ray Allen,allenra02,13223140
2005-06,2006,SEA,Rashard Lewis,lewisra02,8571429
2005-06,2006,SEA,Danny Fortson,fortsda01,6207670
2005-06,2006,SEA,Vitaly Potapenko,potapvi01,3320000
2005-06,2006,SEA,Vladimir Radmanovic,radmavl01,3166155
2005-06,2006,SEA,Damien Wilkins,wilkida02,2500000
2005-06,2006,SEA,Nick Collison,collini01,1815000
2005-06,2006,SEA,Robert Swift,swiftro01,1764480
2005-06,2006,SEA,Ibo Kutluay,kutluib01,1760000
2005-06,2006,SEA,Luke Ridnour,ridnolu01,1638000
2005-06,2006,SEA,Reggie Evans,evansre01,1100000
2005-06,2006,SEA,Rick Brunson,brunsri01,1029873
2005-06,2006,SEA,Mikki Moore,mooremi01,1020000
2005-06,2006,SEA,Johan Petro,petrojo01,936600
2005-06,2006,SEA,Ronald Murray,murraro01,895248
2005-06,2006,SEA,Mateen Cleaves,cleavma01,305784
2005-06,2006,TOR,Jalen Rose,roseja01,15694250
2005-06,2006,TOR,Alvin Williams,willial02,6300000
2005-06,2006,TOR,Lamond Murray,murrala01,5250000
2005-06,2006,TOR,Morris Peterson,petermo01,4550000
2005-06,2006,TOR,Alonzo Mourning,mournal01,4000000
2005-06,2006,TOR,Eric Williams,willier01,3938000
2005-06,2006,TOR,Mike James,jamesmi01,3410000
2005-06,2006,TOR,Aaron Williams,williaa01,3375000
2005-06,2006,TOR,Chris Bosh,boshch01,3348000
2005-06,2006,TOR,Charlie Villanueva,villach01,2360880
2005-06,2006,TOR,Rafael Araujo,araujra01,2238960
2005-06,2006,TOR,Jose Calderon,caldejo01,2190000
2005-06,2006,TOR,Matt Bonner,bonnema01,2000000
2005-06,2006,TOR,Joey Graham,grahajo01,1388400
2005-06,2006,TOR,Darrick Martin,martida01,946646
2005-06,2006,TOR,Loren Woods,woodslo01,780000
2005-06,2006,TOR,Pape Sow,sowpa01,641748
2005-06,2006,UTA,Carlos Boozer,boozeca01,11593816
2005-06,2006,UTA,Andrei Kirilenko,kirilan01,10983000
2005-06,2006,UTA,Mehmet Okur,okurme01,8250000
2005-06,2006,UTA,Matt Harpring,harprma01,5020000
