season,player_id,player,age,g,gs,mp,per,ts_pct,usg_pct,ws,ws_48,obpm,dbpm,bpm,vorp
2008-09,arizatr01,Trevor Ariza,23.0,82.0,20.0,1999.0,15.5,0.544,16.6,6.1,0.146,0.2,2.2,2.4,2.3
2008-09,brookaa01,Aaron Brooks,24.0,80.0,35.0,1998.0,12.9,0.521,22.9,3.6,0.086,-0.3,-0.6,-0.9,0.6
2008-09,fernaru01,Rudy FernÃ¡ndez,23.0,78.0,4.0,1993.0,15.5,0.588,18.4,6.1,0.147,2.6,0.4,3.0,2.5
2008-09,nocioan01,AndrÃ©s Nocioni,29.0,76.0,18.0,1991.0,12.2,0.555,20.1,2.8,0.068,-1.0,-0.9,-1.9,0.0
2008-09,murraro01,Ronald Murray,29.0,80.0,2.0,1975.0,14.7,0.543,24.3,3.1,0.076,-0.6,0.1,-0.5,0.8
2008-09,garcifr01,Francisco GarcÃ­a,27.0,65.0,36.0,1975.0,14.1,0.554,19.4,2.4,0.058,0.1,-0.5,-0.3,0.8
2008-09,przybjo01,Joel Przybilla,29.0,82.0,43.0,1952.0,15.4,0.652,10.2,6.6,0.163,-0.3,1.2,0.9,1.4
2008-09,stoudam01,Amar'e Stoudemire,26.0,53.0,53.0,1948.0,20.3,0.617,24.2,6.1,0.149,1.9,-0.3,1.7,1.8
2008-09,martike02,Kevin Martin,25.0,51.0,46.0,1947.0,19.2,0.601,27.4,4.7,0.117,3.0,-2.4,0.5,1.3
2008-09,leeco01,Courtney Lee,23.0,77.0,42.0,1939.0,10.7,0.556,15.5,4.4,0.108,-2.1,1.9,-0.1,0.9
2008-09,noahjo01,Joakim Noah,23.0,80.0,55.0,1938.0,16.5,0.594,12.3,6.4,0.159,0.1,1.1,1.1,1.5
2008-09,bonnema01,Matt Bonner,28.0,81.0,67.0,1928.0,15.0,0.611,14.6,6.8,0.169,1.1,1.0,2.1,2.0
2008-09,cambyma01,Marcus Camby,34.0,62.0,55.0,1925.0,18.7,0.556,15.8,5.2,0.129,0.4,1.8,2.2,2.0
2008-09,willilo02,Lou Williams,22.0,81.0,0.0,1919.0,16.3,0.513,27.7,3.4,0.085,1.0,-0.5,0.6,1.3
2008-09,augusdj01,D.J. Augustin,21.0,72.0,12.0,1908.0,14.9,0.587,20.8,5.1,0.128,1.4,-0.5,0.9,1.4
2008-09,richaqu01,Quentin Richardson,28.0,72.0,51.0,1894.0,11.6,0.51,18.2,2.1,0.054,-0.4,-0.8,-1.2,0.4
2008-09,watsocj01,C.J. Watson,24.0,77.0,18.0,1883.0,14.2,0.564,16.8,3.3,0.084,-0.5,-0.1,-0.5,0.7
2008-09,korveky01,Kyle Korver,27.0,78.0,2.0,1874.0,12.1,0.572,16.9,3.7,0.095,0.0,0.1,0.1,1.0
2008-09,mcdyean01,Antonio McDyess,34.0,62.0,30.0,1866.0,16.6,0.529,15.7,5.6,0.144,0.0,0.4,0.5,1.2
2008-09,biedran01,Andris BiedriÅÅ¡,22.0,62.0,58.0,1863.0,19.1,0.585,16.9,5.4,0.139,0.9,0.4,1.3,1.5
2008-09,evansma01,Maurice Evans,30.0,80.0,25.0,1840.0,11.1,0.558,14.2,3.8,0.099,-0.4,-0.4,-0.8,0.6
2008-09,youngni01,Nick Young,23.0,82.0,5.0,1837.0,13.1,0.53,23.1,1.2,0.03,-0.9,-2.5,-3.3,-0.6
2008-09,dampier01,Erick Dampier,33.0,80.0,80.0,1836.0,15.7,0.664,10.4,6.1,0.161,0.0,0.6,0.6,1.2
2008-09,jeffeal01,Al Jefferson,24.0,50.0,50.0,1836.0,23.1,0.532,28.9,4.9,0.128,3.2,-0.6,2.6,2.1
2008-09,cookda02,Daequan Cook,21.0,75.0,4.0,1833.0,10.3,0.512,18.2,2.2,0.056,-0.8,-1.4,-2.1,0.0
2008-09,hayesja01,Jarvis Hayes,27.0,74.0,1.0,1832.0,10.8,0.537,16.6,2.1,0.055,-1.4,-0.8,-2.2,-0.1
2008-09,kaponja01,Jason Kapono,27.0,80.0,12.0,1831.0,8.9,0.525,17.4,0.8,0.021,-1.9,-1.4,-3.2,-0.6
2008-09,collini01,Nick Collison,28.0,71.0,40.0,1831.0,14.8,0.599,13.5,5.0,0.13,-1.5,0.3,-1.2,0.4
2008-09,kirilan01,Andrei Kirilenko,27.0,67.0,10.0,1831.0,16.8,0.549,20.3,4.6,0.122,0.9,1.7,2.6,2.2
2008-09,greenwi01,Willie Green,27.0,81.0,60.0,1828.0,11.1,0.493,18.9,2.3,0.06,-1.7,-0.4,-2.1,0.0
2008-09,fosteje01,Jeff Foster,32.0,74.0,26.0,1828.0,13.0,0.542,12.0,4.2,0.111,-1.2,0.6,-0.6,0.7
2008-09,kleizli01,Linas Kleiza,24.0,82.0,7.0,1824.0,13.2,0.552,20.0,3.6,0.095,0.0,-1.5,-1.5,0.2
2008-09,rushbr01,Brandon Rush,23.0,75.0,19.0,1803.0,9.0,0.505,16.4,0.9,0.024,-2.1,-0.7,-2.8,-0.3
2008-09,gibsoda01,Daniel Gibson,22.0,75.0,0.0,1795.0,10.1,0.519,16.5,3.8,0.101,-1.4,0.3,-1.0,0.4
2008-09,cartean01,Anthony Carter,33.0,78.0,5.0,1787.0,10.8,0.49,14.3,1.8,0.047,-2.0,0.8,-1.3,0.3
2008-09,bellch01,Charlie Bell,29.0,70.0,23.0,1783.0,9.8,0.525,16.0,2.2,0.059,-1.4,-0.3,-1.7,0.2
2008-09,watsoea01,Earl Watson,29.0,68.0,18.0,1776.0,9.5,0.448,16.3,-0.2,-0.005,-3.2,-1.4,-4.6,-1.2
2008-09,garneke01,Kevin Garnett,32.0,57.0,57.0,1772.0,21.2,0.563,23.4,7.1,0.193,2.8,3.0,5.7,3.5
2008-09,ilgauzy01,Zydrunas Ilgauskas,33.0,65.0,65.0,1765.0,18.0,0.523,23.8,5.6,0.151,-0.4,0.1,-0.3,0.8
2008-09,randoza01,Zach Randolph,27.0,50.0,45.0,1757.0,19.7,0.531,28.1,3.0,0.083,1.7,-1.6,0.1,0.9
2008-09,simmobo01,Bobby Simmons,28.0,71.0,44.0,1729.0,12.0,0.596,14.3,3.4,0.095,0.3,-0.4,0.0,0.8
2008-09,barbole01,Leandro Barbosa,26.0,70.0,11.0,1705.0,19.4,0.588,24.2,5.0,0.141,2.4,-0.4,1.9,1.7
2008-09,blatcan01,Andray Blatche,22.0,71.0,36.0,1703.0,15.0,0.508,21.9,1.4,0.039,-1.8,-0.3,-2.0,0.0
2008-09,daniema01,Marquis Daniels,28.0,54.0,43.0,1700.0,12.8,0.491,21.5,1.3,0.037,-1.6,-0.3,-1.9,0.0
2008-09,turiaro01,Ronny Turiaf,26.0,79.0,26.0,1696.0,14.5,0.559,12.4,3.6,0.101,-1.1,2.3,1.2,1.4
2008-09,lowryky01,Kyle Lowry,22.0,77.0,21.0,1679.0,14.4,0.547,18.1,3.6,0.103,-0.7,0.8,0.2,0.9
2008-09,denglu01,Luol Deng,23.0,49.0,46.0,1665.0,14.7,0.511,20.0,3.0,0.085,-0.3,-0.1,-0.4,0.7
2008-09,howarjo01,Josh Howard,28.0,52.0,51.0,1663.0,17.0,0.532,26.7,3.2,0.091,0.7,-0.7,0.0,0.8
2008-09,jamesmi01,Mike James,33.0,61.0,50.0,1649.0,9.7,0.483,17.8,-0.1,-0.004,-2.1,-1.9,-3.9,-0.8
2008-09,davisgl01,Glen Davis,23.0,76.0,16.0,1637.0,10.7,0.502,17.1,3.7,0.108,-2.9,0.7,-2.2,0.0
2008-09,milescj01,C.J. Miles,21.0,72.0,72.0,1623.0,11.8,0.546,18.4,2.9,0.086,-1.1,-0.4,-1.6,0.2
2008-09,bareajo01,J.J. Barea,24.0,79.0,15.0,1600.0,13.4,0.516,20.2,2.2,0.066,-0.4,-1.1,-1.5,0.2
2008-09,maggeco01,Corey Maggette,29.0,51.0,19.0,1588.0,16.9,0.582,25.2,3.3,0.1,-0.2,-1.8,-2.0,0.0
2008-09,bassbr01,Brandon Bass,23.0,81.0,0.0,1574.0,16.4,0.571,20.0,4.1,0.124,-0.7,-0.8,-1.5,0.2
2008-09,wrighan01,Antoine Wright,24.0,65.0,53.0,1552.0,8.6,0.501,15.6,1.4,0.044,-3.4,-0.1,-3.5,-0.6
2008-09,grahajo01,Joey Graham,26.0,78.0,10.0,1541.0,11.9,0.542,18.7,2.2,0.068,-2.6,-0.9,-3.5,-0.6
2008-09,szczewa02,Wally Szczerbiak,31.0,74.0,5.0,1527.0,12.1,0.581,15.4,4.5,0.14,-0.2,0.3,0.1,0.8
2008-09,songada01,Darius Songaila,30.0,77.0,29.0,1521.0,13.9,0.57,17.1,2.4,0.076,-1.7,-0.2,-2.0,0.0
2008-09,morroan01,Anthony Morrow,23.0,67.0,17.0,1515.0,14.7,0.588,17.7,3.0,0.096,1.7,-1.9,-0.2,0.7
2008-09,bowenbr01,Bruce Bowen,37.0,80.0,10.0,1506.0,5.4,0.539,7.2,2.2,0.07,-4.0,1.7,-2.3,-0.1
2008-09,jonesfr01,Fred Jones,29.0,52.0,21.0,1495.0,10.4,0.536,12.8,1.6,0.052,-2.3,-0.4,-2.7,-0.3
2008-09,jacksbo01,Bobby Jackson,35.0,71.0,10.0,1484.0,12.4,0.502,18.0,1.2,0.038,-0.9,-0.9,-1.8,0.1
2008-09,johnsan02,Anthony Johnson,34.0,80.0,12.0,1481.0,10.3,0.505,15.5,2.8,0.091,-1.9,1.1,-0.8,0.4
2008-09,houseed01,Eddie House,30.0,81.0,0.0,1479.0,15.4,0.592,20.1,4.9,0.158,2.3,1.2,3.5,2.0
2008-09,hughela01,Larry Hughes,30.0,55.0,20.0,1479.0,13.4,0.515,20.6,2.1,0.07,-0.9,0.4,-0.5,0.6
2008-09,pachuza01,Zaza Pachulia,24.0,77.0,26.0,1473.0,14.1,0.571,16.3,3.9,0.127,-1.9,-0.6,-2.6,-0.2
2008-09,landrca01,Carl Landry,25.0,69.0,0.0,1467.0,17.7,0.634,18.1,5.9,0.193,0.3,0.4,0.7,1.0
2008-09,arthuda01,Darrell Arthur,20.0,76.0,64.0,1464.0,11.3,0.456,16.3,1.7,0.055,-3.5,0.1,-3.4,-0.5
2008-09,smithcr01,Craig Smith,25.0,74.0,31.0,1460.0,16.9,0.599,22.5,3.1,0.104,0.0,-0.6,-0.6,0.5
2008-09,anderch01,Chris Andersen,30.0,71.0,1.0,1460.0,18.1,0.608,13.4,5.4,0.176,-0.3,2.4,2.2,1.5
2008-09,batumni01,Nicolas Batum,20.0,79.0,76.0,1454.0,12.9,0.555,14.0,3.7,0.123,0.4,1.0,1.4,1.2
2008-09,sefolth01,Thabo Sefolosha,24.0,66.0,36.0,1453.0,12.1,0.5,13.8,2.2,0.074,-1.4,2.3,0.8,1.0
2008-09,bynuman01,Andrew Bynum,21.0,50.0,50.0,1446.0,20.0,0.598,20.7,5.5,0.184,0.8,0.3,1.1,1.1
2008-09,chandty01,Tyson Chandler,26.0,45.0,45.0,1445.0,13.4,0.581,13.7,3.4,0.114,-1.6,-0.9,-2.5,-0.2
2008-09,radmavl01,Vladimir RadmanoviÄ,28.0,78.0,31.0,1445.0,11.0,0.549,18.6,1.9,0.062,-0.6,-0.1,-0.7,0.5
2008-09,jonesda02,Dahntay Jones,28.0,79.0,71.0,1426.0,9.0,0.533,14.7,2.0,0.067,-3.2,0.3,-2.9,-0.3
2008-09,jianlyi01,Yi Jianlian,21.0,61.0,52.0,1421.0,10.9,0.474,20.5,0.7,0.024,-2.7,-1.1,-3.8,-0.7
2008-09,maxieja01,Jason Maxiell,25.0,78.0,4.0,1408.0,15.8,0.58,14.7,4.1,0.141,-0.5,-0.2,-0.6,0.5
2008-09,thomaku01,Kurt Thomas,36.0,79.0,10.0,1404.0,14.0,0.53,12.6,4.5,0.152,-1.9,1.6,-0.3,0.6
2008-09,hinriki01,Kirk Hinrich,28.0,51.0,4.0,1339.0,13.9,0.551,18.1,2.6,0.092,0.0,0.9,0.9,1.0
2008-09,pietrmi01,MickaÃ«l PiÃ©trus,26.0,54.0,25.0,1329.0,11.6,0.538,18.4,3.0,0.108,-0.6,0.8,0.3,0.8
2008-09,odengr01,Greg Oden,21.0,61.0,39.0,1314.0,18.1,0.599,19.3,4.6,0.167,-1.4,0.3,-1.1,0.3
2008-09,wallabe01,Ben Wallace,34.0,56.0,53.0,1314.0,12.2,0.45,7.8,3.8,0.138,-0.8,2.4,1.6,1.2
2008-09,anderry01,Ryan Anderson,20.0,66.0,30.0,1312.0,13.6,0.532,18.6,2.5,0.09,-0.3,-0.9,-1.1,0.3
2008-09,jeffrja01,Jared Jeffries,27.0,56.0,36.0,1310.0,9.4,0.473,12.5,1.2,0.045,-3.1,0.4,-2.6,-0.2
2008-09,nelsoja01,Jameer Nelson,26.0,42.0,42.0,1309.0,20.6,0.612,23.2,6.0,0.22,3.4,1.7,5.1,2.3
2008-09,vujacsa01,Sasha VujaÄiÄ,24.0,80.0,0.0,1293.0,12.6,0.531,16.0,3.7,0.138,-1.2,2.0,0.8,0.9
2008-09,boganke01,Keith Bogans,28.0,65.0,15.0,1272.0,9.7,0.521,14.0,2.5,0.096,-1.4,1.0,-0.4,0.5
2008-09,hillge01,George Hill,22.0,77.0,7.0,1270.0,11.6,0.502,19.5,2.1,0.08,-3.3,1.6,-1.8,0.1
2008-09,goodedr01,Drew Gooden,27.0,51.0,28.0,1264.0,16.3,0.526,23.5,2.7,0.102,-1.0,-0.8,-1.8,0.1
2008-09,speigma01,Marreese Speights,21.0,79.0,2.0,1263.0,17.9,0.543,21.9,3.8,0.146,-0.6,-0.8,-1.4,0.2
2008-09,thomati01,Tim Thomas,31.0,64.0,6.0,1247.0,12.2,0.555,19.9,1.7,0.065,-0.7,-0.7,-1.3,0.2
2008-09,afflaar01,Arron Afflalo,23.0,74.0,8.0,1234.0,8.9,0.548,14.5,1.8,0.069,-2.8,0.2,-2.6,-0.2
2008-09,powele01,Leon Powe,25.0,70.0,7.0,1227.0,17.2,0.591,20.2,4.9,0.192,-0.5,0.2,-0.3,0.5
2008-09,rodrise01,Sergio RodrÃ­guez,22.0,80.0,13.0,1225.0,12.5,0.491,18.5,1.7,0.068,-0.9,-0.5,-1.4,0.2
2008-09,wafervo01,Von Wafer,23.0,63.0,11.0,1225.0,14.7,0.541,23.6,2.6,0.103,0.1,0.1,0.2,0.7
2008-09,nestera01,Rasho NesteroviÄ,32.0,70.0,19.0,1214.0,14.1,0.524,18.5,2.2,0.086,-1.3,0.3,-0.9,0.3
2008-09,reddmi01,Michael Redd,29.0,33.0,32.0,1203.0,17.9,0.566,25.0,3.2,0.128,3.2,-1.1,2.2,1.3
2008-09,battito01,Tony Battie,32.0,77.0,3.0,1202.0,11.9,0.518,15.6,2.8,0.113,-2.3,0.7,-1.6,0.1
2008-09,mooremi01,Mikki Moore,33.0,70.0,20.0,1202.0,8.9,0.593,10.6,2.1,0.083,-3.6,0.0,-3.5,-0.5
2008-09,carnero01,Rodney Carney,24.0,67.0,6.0,1199.0,12.1,0.532,18.6,1.5,0.059,-0.4,-0.4,-0.8,0.3
2008-09,boozeca01,Carlos Boozer,27.0,37.0,37.0,1197.0,17.2,0.523,24.4,2.6,0.105,0.0,-0.5,-0.6,0.4
2008-09,farmajo01,Jordan Farmar,22.0,65.0,0.0,1192.0,9.9,0.466,19.6,0.8,0.034,-2.8,0.2,-2.6,-0.2
2008-09,ginobma01,Manu GinÃ³bili,31.0,44.0,7.0,1181.0,22.9,0.594,27.2,5.0,0.203,3.7,2.4,6.1,2.4
2008-09,mcgratr01,Tracy McGrady,29.0,35.0,35.0,1181.0,16.3,0.492,24.5,2.7,0.108,1.4,0.9,2.3,1.3
2008-09,crittja01,Javaris Crittenton,21.0,63.0,10.0,1174.0,10.4,0.487,15.8,0.0,0.0,-2.8,-1.4,-4.3,-0.7
2008-09,waltolu01,Luke Walton,28.0,65.0,34.0,1166.0,11.3,0.491,15.1,2.0,0.083,-1.3,0.3,-1.0,0.3
2008-09,weaveky01,Kyle Weaver,22.0,56.0,19.0,1166.0,10.2,0.551,12.9,1.2,0.049,-2.3,1.1,-1.2,0.2
2008-09,rossqu01,Quinton Ross,27.0,68.0,7.0,1164.0,6.9,0.478,12.6,0.6,0.025,-3.6,0.0,-3.6,-0.5
2008-09,novakst01,Steve Novak,25.0,71.0,3.0,1161.0,13.5,0.606,16.8,2.2,0.092,1.7,-2.1,-0.4,0.5
2008-09,dudleja01,Jared Dudley,23.0,68.0,7.0,1155.0,13.5,0.562,14.6,2.7,0.114,-0.1,0.3,0.2,0.7
2008-09,mcgeeja01,JaVale McGee,21.0,75.0,14.0,1143.0,17.0,0.534,20.7,2.0,0.084,-1.8,-1.1,-2.9,-0.3
2008-09,krstine01,Nenad KrstiÄ,25.0,46.0,29.0,1141.0,13.6,0.504,18.9,1.7,0.07,-2.3,-0.4,-2.6,-0.2
2008-09,evansre01,Reggie Evans,28.0,79.0,7.0,1137.0,10.4,0.514,13.0,1.9,0.079,-3.5,-0.6,-4.2,-0.6
2008-09,randoan01,Anthony Randolph,19.0,63.0,22.0,1129.0,16.9,0.506,21.7,1.6,0.069,-1.5,-0.8,-2.3,-0.1
2008-09,bogutan01,Andrew Bogut,24.0,36.0,33.0,1124.0,16.2,0.586,17.8,2.6,0.112,0.0,1.3,1.3,1.0
2008-09,redicjj01,JJ Redick,24.0,64.0,5.0,1111.0,9.9,0.562,16.4,2.3,0.098,-1.3,0.3,-1.0,0.3
2008-09,smithjo02,Joe Smith,33.0,57.0,3.0,1102.0,13.8,0.507,16.2,2.7,0.118,-1.4,0.2,-1.2,0.2
2008-09,mccanra01,Rashad McCants,24.0,58.0,3.0,1101.0,13.0,0.504,25.1,0.6,0.025,-0.9,-1.0,-1.9,0.1
2008-09,hassetr01,Trenton Hassell,29.0,53.0,31.0,1094.0,7.2,0.48,9.9,0.7,0.029,-3.0,-0.6,-3.6,-0.4
2008-09,armsthi01,Hilton Armstrong,24.0,70.0,29.0,1092.0,10.7,0.585,16.3,1.5,0.068,-4.2,0.4,-3.8,-0.5
2008-09,masonde01,Desmond Mason,31.0,39.0,19.0,1064.0,7.1,0.456,15.7,-0.3,-0.012,-4.8,-0.3,-5.1,-0.8
2008-09,pavloal01,Sasha PavloviÄ,25.0,66.0,12.0,1053.0,8.6,0.51,15.5,1.7,0.077,-2.5,0.4,-2.1,0.0
2008-09,wilcoch01,Chris Wilcox,26.0,62.0,6.0,1049.0,13.3,0.518,21.3,1.1,0.048,-2.9,-1.0,-3.8,-0.5
2008-09,anthojo01,Joel Anthony,26.0,65.0,28.0,1048.0,9.3,0.521,8.0,1.7,0.079,-4.5,1.8,-2.7,-0.2
2008-09,amundlo01,Lou Amundson,26.0,76.0,0.0,1044.0,13.3,0.53,15.1,1.8,0.082,-2.2,-0.3,-2.5,-0.1
2008-09,diopde01,DeSagana Diop,27.0,75.0,1.0,1036.0,9.7,0.425,10.8,1.4,0.065,-3.6,0.8,-2.8,-0.2
2008-09,udokaim01,Ime Udoka,31.0,67.0,3.0,1035.0,9.5,0.47,16.2,1.3,0.058,-2.9,1.4,-1.6,0.1
2008-09,milicda01,Darko MiliÄiÄ,23.0,61.0,15.0,1034.0,13.8,0.533,16.3,1.9,0.088,-2.2,0.2,-2.0,0.0
2008-09,daniean01,Antonio Daniels,33.0,74.0,9.0,1021.0,12.1,0.536,15.9,1.5,0.068,-1.3,-1.4,-2.6,-0.2
2008-09,hibbero01,Roy Hibbert,22.0,70.0,42.0,1009.0,16.1,0.51,23.3,2.1,0.102,-3.1,0.1,-3.0,-0.3
2008-09,brownkw01,Kwame Brown,26.0,58.0,30.0,999.0,11.5,0.546,13.0,1.9,0.093,-3.1,0.6,-2.5,-0.1
2008-09,boonejo01,Josh Boone,24.0,62.0,7.0,995.0,13.3,0.513,13.3,1.8,0.089,-1.5,-0.2,-1.7,0.1
2008-09,elsonfr01,Francisco Elson,32.0,59.0,23.0,977.0,10.3,0.537,10.8,1.8,0.089,-3.3,1.0,-2.2,-0.1
2008-09,quinnch01,Chris Quinn,25.0,66.0,0.0,962.0,12.9,0.539,17.0,2.1,0.104,-0.2,-0.8,-1.0,0.2
2008-09,gadzuda01,Dan Gadzuric,30.0,67.0,26.0,941.0,12.2,0.495,15.0,1.8,0.094,-3.2,0.7,-2.5,-0.1
2008-09,knighbr01,Brevin Knight,33.0,74.0,0.0,938.0,9.5,0.414,13.5,0.7,0.035,-4.0,2.1,-1.9,0.0
2008-09,brownbo02,Bobby Brown,24.0,68.0,2.0,931.0,8.9,0.476,21.3,-0.6,-0.029,-2.2,-2.8,-5.0,-0.7
2008-09,kamanch01,Chris Kaman,26.0,31.0,24.0,921.0,14.4,0.552,20.9,0.6,0.03,-2.8,-0.3,-3.1,-0.3
2008-09,brandel01,Elton Brand,29.0,29.0,23.0,920.0,14.6,0.484,23.8,0.9,0.047,-2.0,0.2,-1.9,0.0
2008-09,johnsam01,Amir Johnson,21.0,62.0,24.0,911.0,13.5,0.608,11.1,2.7,0.142,-3.0,1.6,-1.4,0.1
2008-09,cardibr01,Brian Cardinal,31.0,64.0,4.0,909.0,8.1,0.515,11.5,0.9,0.045,-3.6,1.2,-2.4,-0.1
2008-09,ellismo01,Monta Ellis,23.0,25.0,25.0,892.0,14.5,0.503,25.8,0.2,0.012,-1.8,-1.5,-3.4,-0.3
2008-09,ukicro01,Roko UkiÄ,24.0,72.0,0.0,890.0,9.8,0.43,21.3,-0.4,-0.019,-3.2,-1.4,-4.6,-0.6
2008-09,collima01,Mardy Collins,24.0,48.0,14.0,890.0,9.5,0.47,16.6,-0.1,-0.003,-3.4,0.0,-3.5,-0.3
2008-09,allento01,Tony Allen,27.0,46.0,2.0,887.0,12.9,0.541,21.5,1.6,0.085,-2.4,2.5,0.1,0.5
2008-09,stevede01,DeShawn Stevenson,27.0,32.0,25.0,886.0,6.9,0.41,14.9,-0.6,-0.032,-3.2,-1.5,-4.7,-0.6
2008-09,singlja01,James Singleton,27.0,62.0,6.0,884.0,16.4,0.615,15.1,3.0,0.163,-0.4,-0.1,-0.5,0.3
2008-09,belinma01,Marco Belinelli,22.0,42.0,23.0,882.0,11.8,0.547,19.3,0.5,0.028,-0.8,-1.4,-2.3,-0.1
2008-09,buckngr01,Greg Buckner,32.0,63.0,0.0,878.0,6.3,0.456,11.1,0.3,0.019,-4.4,0.4,-4.0,-0.4
2008-09,brownde02,Devin Brown,30.0,63.0,5.0,869.0,9.7,0.459,22.8,0.1,0.007,-3.5,-0.7,-4.3,-0.5
2008-09,iveyro01,Royal Ivey,27.0,71.0,0.0,861.0,7.6,0.465,13.2,0.9,0.052,-2.8,0.6,-2.2,0.0
2008-09,hayesch01,Chuck Hayes,25.0,71.0,1.0,858.0,7.8,0.375,7.9,1.6,0.092,-4.1,2.6,-1.5,0.1
2008-09,barrybr01,Brent Barry,37.0,56.0,1.0,857.0,9.2,0.575,12.4,1.5,0.082,-1.2,1.2,0.1,0.5
2008-09,diawaya01,Yakhouba Diawara,26.0,63.0,21.0,851.0,6.4,0.473,13.3,0.5,0.029,-2.8,-1.5,-4.2,-0.5
2008-09,ollieke01,Kevin Ollie,36.0,50.0,21.0,850.0,9.9,0.525,12.0,1.2,0.067,-3.0,-0.2,-3.1,-0.3
2008-09,skinnbr01,Brian Skinner,32.0,51.0,21.0,843.0,10.6,0.474,14.5,0.4,0.024,-4.5,0.0,-4.4,-0.5
2008-09,marksse01,Sean Marks,33.0,60.0,5.0,838.0,8.8,0.521,12.6,1.2,0.067,-4.4,-0.4,-4.8,-0.6
2008-09,dixonju01,Juan Dixon,30.0,50.0,6.0,816.0,9.3,0.478,19.1,-0.5,-0.031,-3.2,-1.2,-4.4,-0.5
2008-09,bynumwi01,Will Bynum,26.0,57.0,1.0,803.0,17.4,0.52,27.9,1.3,0.078,0.4,-0.3,0.1,0.4
2008-09,gortama01,Marcin Gortat,24.0,63.0,3.0,794.0,17.0,0.578,13.5,3.3,0.202,-1.1,2.2,1.1,0.6
2008-09,davisri01,Ricky Davis,29.0,36.0,9.0,785.0,7.1,0.445,17.4,-0.4,-0.027,-4.3,-2.0,-6.3,-0.9
2008-09,balkmre01,Renaldo Balkman,24.0,53.0,10.0,780.0,16.8,0.585,14.9,2.6,0.162,0.2,1.2,1.4,0.7
2008-09,wrighju01,Julian Wright,21.0,54.0,19.0,772.0,12.6,0.479,18.1,0.8,0.048,-1.8,0.8,-0.9,0.2
2008-09,jordade01,DeAndre Jordan,20.0,53.0,13.0,771.0,14.1,0.585,13.9,1.3,0.079,-3.2,-0.1,-3.3,-0.3
2008-09,taylomi01,Mike Taylor,23.0,51.0,5.0,771.0,10.1,0.477,22.2,-0.4,-0.028,-4.1,-1.1,-5.2,-0.6
2008-09,fryech01,Channing Frye,25.0,63.0,1.0,746.0,10.0,0.465,19.7,0.8,0.054,-3.9,-0.3,-4.2,-0.4
2008-09,pricero01,Ronnie Price,25.0,52.0,17.0,738.0,8.5,0.465,17.2,0.1,0.009,-3.9,0.4,-3.5,-0.3
2008-09,dragigo01,Goran DragiÄ,22.0,55.0,1.0,728.0,9.8,0.487,19.7,0.1,0.005,-3.0,-1.2,-4.3,-0.4
2008-09,greendo01,DontÃ© Greene,20.0,55.0,4.0,725.0,5.2,0.416,17.8,-1.1,-0.074,-4.5,-2.3,-6.8,-0.9
2008-09,dienetr01,Travis Diener,26.0,55.0,0.0,719.0,13.7,0.555,12.5,1.9,0.125,0.5,0.4,0.9,0.5
2008-09,alexajo01,Joe Alexander,22.0,59.0,0.0,716.0,10.1,0.494,20.9,0.4,0.03,-3.4,-0.1,-3.5,-0.3
2008-09,grayaa01,Aaron Gray,24.0,56.0,18.0,715.0,11.5,0.508,14.5,1.3,0.086,-3.2,-0.1,-3.4,-0.2
2008-09,solomwi01,Will Solomon,30.0,53.0,9.0,712.0,12.5,0.506,20.2,0.5,0.033,-0.8,-1.1,-1.9,0.0
2008-09,morriad01,Adam Morrison,24.0,52.0,5.0,711.0,5.7,0.448,17.5,0.0,0.001,-3.7,-1.1,-4.8,-0.5
2008-09,magloja01,Jamaal Magloire,30.0,55.0,12.0,709.0,10.6,0.505,12.5,1.3,0.089,-4.2,-0.3,-4.5,-0.4
2008-09,georgde01,Devean George,31.0,43.0,17.0,708.0,7.0,0.485,10.9,0.6,0.042,-3.1,0.3,-2.8,-0.1
2008-09,hicksjj01,J.J. Hickson,20.0,62.0,0.0,705.0,12.5,0.548,18.0,1.5,0.101,-3.4,0.2,-3.2,-0.2
2008-09,poweljo01,Josh Powell,26.0,60.0,1.0,703.0,9.9,0.479,19.5,0.6,0.043,-4.6,-1.7,-6.4,-0.8
2008-09,harprma01,Matt Harpring,32.0,63.0,2.0,693.0,12.3,0.508,19.5,1.2,0.086,-2.8,0.0,-2.8,-0.2
2008-09,wrighbr03,Brandan Wright,21.0,39.0,23.0,688.0,18.7,0.57,19.0,1.9,0.131,0.8,-0.7,0.1,0.4
2008-09,grahast01,Stephen Graham,26.0,52.0,6.0,684.0,8.5,0.498,20.9,0.0,0.001,-4.0,-2.0,-6.0,-0.7
2008-09,obertfa01,Fabricio Oberto,33.0,54.0,11.0,677.0,10.6,0.595,11.3,1.7,0.119,-3.2,1.0,-2.2,0.0
2008-09,jonesso01,Solomon Jones,24.0,63.0,0.0,675.0,12.0,0.655,11.8,1.9,0.138,-3.2,0.5,-2.7,-0.1
2008-09,bayleje01,Jerryd Bayless,20.0,53.0,0.0,655.0,8.2,0.487,20.9,0.3,0.019,-4.3,-0.7,-5.0,-0.5
2008-09,wilkida02,Damien Wilkins,29.0,41.0,14.0,636.0,8.3,0.467,18.8,0.0,0.002,-3.8,-0.9,-4.7,-0.4
