season,player_id,player,age,g,gs,mp,per,ts_pct,usg_pct,ws,ws_48,obpm,dbpm,bpm,vorp
2015-16,hinriki01,Kirk Hinrich,35.0,46.0,7.0,631.0,7.2,0.504,11.6,0.6,0.044,-3.9,0.5,-3.5,-0.2
2015-16,kilpase01,Sean Kilpatrick,26.0,31.0,0.0,616.0,15.6,0.576,23.8,1.0,0.076,1.0,-3.1,-2.2,0.0
2015-16,holliro01,Rondae Hollis-Jefferson,21.0,29.0,17.0,615.0,14.2,0.519,13.5,1.2,0.094,-1.4,2.2,0.8,0.4
2015-16,napiesh01,Shabazz Napier,24.0,55.0,0.0,600.0,9.6,0.46,19.7,0.1,0.004,-2.0,-1.0,-3.0,-0.2
2015-16,brownan02,Anthony Brown,23.0,29.0,11.0,599.0,4.9,0.427,11.0,-0.3,-0.024,-4.5,-1.0,-5.5,-0.5
2015-16,mcrobjo01,Josh McRoberts,28.0,42.0,1.0,595.0,9.9,0.453,15.0,0.8,0.064,-2.6,1.0,-1.6,0.1
2015-16,artesro01,Metta World Peace,36.0,35.0,5.0,590.0,8.3,0.435,16.2,0.1,0.008,-3.2,-0.3,-3.5,-0.2
2015-16,splitti01,Tiago Splitter,31.0,36.0,2.0,579.0,13.7,0.571,15.5,1.7,0.144,-2.2,0.5,-1.7,0.0
2015-16,clarkia01,Ian Clark,24.0,66.0,1.0,578.0,11.5,0.544,19.5,0.9,0.075,-1.5,-0.4,-1.9,0.0
2015-16,jonesty01,Tyus Jones,19.0,37.0,0.0,573.0,11.2,0.45,16.1,0.3,0.027,-1.9,-0.5,-2.4,-0.1
2015-16,landrca01,Carl Landry,32.0,36.0,12.0,569.0,22.4,0.605,24.0,2.1,0.176,2.6,-1.4,1.2,0.5
2015-16,muscami01,Mike Muscala,24.0,60.0,0.0,565.0,13.6,0.576,15.5,1.6,0.136,-2.1,1.2,-0.9,0.2
2015-16,garneke01,Kevin Garnett,39.0,38.0,38.0,556.0,12.3,0.491,11.3,1.1,0.092,-1.6,3.1,1.5,0.5
2015-16,motiedo01,Donatas MotiejÅ«nas,25.0,37.0,22.0,547.0,11.3,0.504,21.4,0.3,0.027,-2.8,-1.7,-4.5,-0.3
2015-16,nurkiju01,Jusuf NurkiÄ,21.0,32.0,3.0,547.0,15.9,0.46,27.2,0.4,0.031,-3.6,0.7,-2.9,-0.1
2015-16,perkike01,Kendrick Perkins,31.0,37.0,5.0,542.0,6.0,0.529,10.4,-0.1,-0.007,-5.2,0.2,-5.0,-0.4
2015-16,serapke01,Kevin SÃ©raphin,26.0,48.0,0.0,526.0,10.8,0.435,22.2,-0.2,-0.015,-4.4,0.6,-3.8,-0.2
2015-16,marjabo01,Boban MarjanoviÄ,27.0,54.0,4.0,508.0,27.7,0.662,22.8,3.4,0.325,3.9,0.4,4.3,0.8
2015-16,robingl02,Glenn Robinson III,22.0,45.0,4.0,508.0,11.4,0.508,16.1,0.8,0.078,-1.6,0.5,-1.1,0.1
2015-16,weemsso01,Sonny Weems,29.0,43.0,0.0,499.0,3.7,0.459,13.5,-0.5,-0.053,-5.6,-1.7,-7.3,-0.7
2015-16,blackta01,Tarik Black,24.0,39.0,0.0,496.0,12.3,0.537,12.9,0.7,0.072,-3.1,-0.2,-3.3,-0.2
2015-16,varejan01,Anderson VarejÃ£o,33.0,53.0,0.0,496.0,11.1,0.473,15.0,1.0,0.101,-3.5,0.6,-2.9,-0.1
2015-16,paynead01,Adreian Payne,24.0,52.0,2.0,486.0,5.6,0.422,17.7,-0.5,-0.047,-6.1,-0.2,-6.2,-0.5
2015-16,jenkijo01,John Jenkins,24.0,43.0,3.0,480.0,10.0,0.522,18.1,0.2,0.022,-1.9,-1.0,-2.9,-0.1
2015-16,danietr01,Troy Daniels,24.0,43.0,0.0,476.0,14.9,0.634,20.4,1.1,0.109,1.8,-1.0,0.7,0.3
2015-16,mccalra01,Ray McCallum,24.0,41.0,6.0,475.0,9.1,0.449,16.8,0.3,0.034,-2.6,-0.5,-3.1,-0.1
2015-16,thompja02,Jason Thompson,29.0,47.0,7.0,471.0,14.2,0.558,13.9,1.6,0.165,-2.1,1.2,-0.8,0.1
2015-16,kellyry01,Ryan Kelly,24.0,36.0,0.0,470.0,10.3,0.44,17.9,0.1,0.005,-2.9,-0.6,-3.5,-0.2
2015-16,roberbr01,Brian Roberts,30.0,51.0,0.0,470.0,13.8,0.552,19.8,1.0,0.105,-0.9,-0.7,-1.6,0.0
2015-16,jonesja02,James Jones,35.0,48.0,0.0,463.0,11.6,0.58,16.2,1.2,0.12,-0.2,-0.1,-0.3,0.2
2015-16,millean02,Andre Miller,39.0,39.0,4.0,461.0,13.4,0.6,15.4,1.0,0.1,-1.4,-0.5,-1.9,0.0
2015-16,vasqugr01,Greivis VÃ¡squez,29.0,23.0,0.0,460.0,7.4,0.435,18.5,-0.3,-0.033,-3.4,-2.9,-6.2,-0.5
2015-16,holliry01,Ryan Hollins,31.0,37.0,12.0,460.0,12.3,0.636,11.8,1.0,0.1,-2.8,-1.0,-3.7,-0.2
2015-16,hicksjj01,J.J. Hickson,27.0,35.0,9.0,436.0,16.8,0.514,22.6,0.8,0.088,-1.1,0.0,-1.1,0.1
2015-16,butlera01,Rasual Butler,36.0,46.0,0.0,432.0,13.4,0.558,12.6,1.3,0.146,0.4,2.5,2.9,0.5
2015-16,bullore01,Reggie Bullock,24.0,37.0,0.0,429.0,12.0,0.583,11.4,1.2,0.134,0.1,0.7,0.8,0.3
2015-16,reedwi02,Willie Reed,25.0,39.0,2.0,426.0,19.2,0.579,18.1,1.2,0.134,0.4,-0.9,-0.5,0.2
2015-16,cunnija01,Jared Cunningham,24.0,44.0,3.0,410.0,5.9,0.464,16.5,0.1,0.014,-5.5,-0.2,-5.7,-0.4
2015-16,anderch01,Chris Andersen,37.0,27.0,15.0,402.0,15.3,0.598,10.8,1.3,0.149,0.7,0.0,0.7,0.3
2015-16,marshke01,Kendall Marshall,24.0,30.0,6.0,400.0,6.7,0.449,18.3,-0.5,-0.064,-4.7,-2.6,-7.3,-0.5
2015-16,karasse01,Sergey Karasev,22.0,40.0,5.0,399.0,8.5,0.562,12.1,0.3,0.031,-2.3,-1.4,-3.8,-0.2
2015-16,mejrisa01,Salah Mejri,29.0,34.0,6.0,397.0,16.8,0.636,14.0,1.3,0.156,-1.6,1.8,0.2,0.2
2015-16,pattela01,Lamar Patterson,24.0,35.0,0.0,395.0,5.1,0.468,12.8,0.2,0.025,-5.4,0.3,-5.1,-0.3
2015-16,youngjo01,Joe Young,23.0,41.0,0.0,384.0,9.9,0.428,24.4,-0.1,-0.009,-3.9,-0.8,-4.7,-0.3
2015-16,hillida01,Darrun Hilliard,22.0,38.0,2.0,383.0,10.7,0.511,19.1,0.5,0.066,-1.9,-0.5,-2.5,0.0
2015-16,martija01,Jarell Martin,21.0,27.0,0.0,380.0,14.0,0.534,19.2,0.8,0.1,-2.0,-1.8,-3.7,-0.2
2015-16,harremo01,Montrezl Harrell,22.0,39.0,1.0,379.0,14.6,0.635,14.5,0.9,0.118,-0.5,-0.1,-0.6,0.1
2015-16,millemi01,Mike Miller,35.0,47.0,2.0,373.0,6.5,0.508,9.3,0.3,0.04,-3.8,1.2,-2.6,0.0
2015-16,mcgeeja01,JaVale McGee,28.0,34.0,2.0,370.0,19.9,0.574,21.1,1.1,0.146,-0.2,-0.2,-0.3,0.1
2015-16,beaslmi01,Michael Beasley,27.0,20.0,0.0,363.0,22.5,0.563,29.7,1.0,0.128,2.2,-1.2,0.9,0.3
2015-16,mcculch01,Chris McCullough,20.0,24.0,4.0,362.0,12.2,0.47,16.5,0.3,0.043,-2.7,0.4,-2.4,0.0
2015-16,hansbty01,Tyler Hansbrough,30.0,44.0,0.0,343.0,12.5,0.522,14.7,1.0,0.134,-3.5,-0.3,-3.8,-0.1
2015-16,ennisja01,James Ennis III,25.0,22.0,5.0,329.0,17.8,0.621,19.8,0.9,0.133,2.5,-1.0,1.5,0.3
2015-16,feliccr01,Cristiano FelÃ­cio,23.0,31.0,4.0,321.0,17.6,0.601,13.7,1.2,0.175,0.1,0.2,0.3,0.2
2015-16,sacrero01,Robert Sacre,26.0,25.0,1.0,320.0,10.4,0.474,14.3,0.3,0.04,-3.3,-1.3,-4.6,-0.2
2015-16,hunterj01,R.J. Hunter,22.0,36.0,0.0,315.0,7.7,0.48,15.1,0.3,0.045,-3.1,1.0,-2.1,0.0
2015-16,roziete01,Terry Rozier,21.0,39.0,0.0,311.0,5.0,0.326,17.7,-0.3,-0.047,-4.7,-1.4,-6.1,-0.3
2015-16,goodedr01,Drew Gooden,34.0,30.0,0.0,305.0,7.5,0.376,17.5,0.0,-0.005,-5.0,-1.3,-6.3,-0.3
2015-16,toupaax01,Axel Toupane,23.0,21.0,0.0,305.0,7.1,0.49,12.0,0.3,0.049,-3.6,-1.0,-4.7,-0.2
2015-16,hamiljo02,Jordan Hamilton,25.0,11.0,4.0,304.0,12.4,0.499,20.7,0.2,0.03,-1.6,-1.7,-3.3,-0.1
2015-16,papanko01,Kostas Papanikolaou,25.0,26.0,6.0,294.0,6.0,0.464,13.9,-0.1,-0.022,-4.7,0.2,-4.5,-0.2
2015-16,farmajo01,Jordan Farmar,29.0,12.0,10.0,291.0,13.2,0.527,18.9,0.4,0.064,-0.5,-0.2,-0.7,0.1
2015-16,pressph01,Phil Pressey,24.0,23.0,0.0,283.0,10.6,0.433,18.7,-0.1,-0.017,-3.3,0.1,-3.2,-0.1
2015-16,dejeabr01,Bryce Dejean-Jones,23.0,14.0,11.0,279.0,9.6,0.505,14.1,0.2,0.033,-2.5,0.0,-2.5,0.0
2015-16,rudezda01,Damjan RudeÅ¾,29.0,33.0,0.0,277.0,5.5,0.572,12.7,0.1,0.009,-2.7,-2.1,-4.8,-0.2
2015-16,simshe01,Henry Sims,25.0,14.0,4.0,263.0,13.9,0.504,17.3,0.4,0.079,-3.5,-0.8,-4.3,-0.2
2015-16,mcadoja01,James Michael McAdoo,23.0,41.0,1.0,262.0,15.9,0.554,20.1,0.8,0.146,-1.5,-0.3,-1.8,0.0
2015-16,hasleud01,Udonis Haslem,35.0,37.0,0.0,260.0,9.1,0.434,12.8,0.4,0.072,-3.2,0.6,-2.6,0.0
2015-16,evansje01,Jeremy Evans,28.0,30.0,2.0,251.0,12.6,0.62,11.7,0.6,0.119,-1.5,1.0,-0.4,0.1
2015-16,marblde01,Devyn Marble,23.0,28.0,0.0,249.0,5.2,0.368,15.7,-0.1,-0.026,-6.0,-0.1,-6.2,-0.3
2015-16,munfoxa02,Xavier Munford,23.0,14.0,0.0,244.0,9.9,0.481,18.0,0.1,0.017,-3.1,0.6,-2.5,0.0
2015-16,mcdankj01,K.J. McDaniels,22.0,37.0,1.0,235.0,10.6,0.522,18.7,0.2,0.043,-2.8,-1.1,-3.9,-0.1
2015-16,wrighde01,Delon Wright,23.0,27.0,1.0,229.0,17.8,0.54,22.1,0.6,0.124,1.1,-0.3,0.9,0.2
2015-16,noguelu01,Lucas Nogueira,23.0,29.0,1.0,225.0,15.6,0.642,12.4,0.7,0.154,-1.7,1.7,0.0,0.1
2015-16,brandel01,Elton Brand,36.0,17.0,1.0,225.0,11.4,0.461,16.9,0.2,0.036,-4.7,1.3,-3.4,-0.1
2015-16,blairde01,DeJuan Blair,26.0,29.0,0.0,218.0,5.4,0.414,17.8,-0.1,-0.015,-8.1,-0.7,-8.9,-0.4
2015-16,wrighbr03,Brandan Wright,28.0,12.0,2.0,212.0,18.3,0.663,15.4,0.7,0.147,0.0,0.7,0.7,0.1
2015-16,bonnema01,Matt Bonner,35.0,30.0,2.0,206.0,14.1,0.647,13.7,0.8,0.181,1.2,1.0,2.2,0.2
2015-16,kiddgmi01,Michael Kidd-Gilchrist,22.0,7.0,7.0,205.0,16.9,0.603,18.0,0.6,0.152,0.2,-0.2,0.0,0.1
2015-16,amundlo01,Lou Amundson,33.0,29.0,0.0,204.0,6.7,0.401,17.7,-0.1,-0.014,-6.7,-0.2,-6.9,-0.3
2015-16,youngja01,James Young,20.0,29.0,0.0,199.0,3.6,0.384,9.1,0.1,0.013,-5.3,0.8,-4.5,-0.1
2015-16,mcraejo01,Jordan McRae,24.0,22.0,1.0,195.0,14.2,0.548,23.9,0.4,0.087,0.0,-1.9,-1.8,0.0
2015-16,smithgr02,Greg Smith,25.0,18.0,0.0,192.0,7.9,0.545,10.8,0.2,0.045,-4.1,-1.4,-5.5,-0.2
2015-16,anderal01,Alan Anderson,33.0,13.0,0.0,192.0,9.2,0.495,15.4,0.3,0.078,-2.4,0.1,-2.3,0.0
2015-16,butleca01,Caron Butler,35.0,17.0,1.0,176.0,11.3,0.49,16.2,0.3,0.071,-2.5,0.6,-1.8,0.0
2015-16,millsel01,Elijah Millsap,28.0,20.0,0.0,173.0,6.5,0.384,14.9,0.1,0.033,-5.9,2.1,-3.8,-0.1
2015-16,weberbr01,Briante Weber,23.0,7.0,4.0,169.0,8.9,0.38,13.2,0.0,0.004,-4.7,1.0,-3.7,-0.1
2015-16,wilcocj01,C.J. Wilcox,25.0,23.0,0.0,167.0,12.9,0.491,19.8,0.3,0.089,-2.6,1.1,-1.5,0.0
2015-16,dinwisp01,Spencer Dinwiddie,22.0,12.0,0.0,159.0,8.9,0.423,20.7,0.1,0.028,-4.6,-0.6,-5.2,-0.1
2015-16,copelch01,Chris Copeland,31.0,24.0,1.0,156.0,5.4,0.462,17.3,-0.1,-0.017,-3.3,-3.1,-6.4,-0.2
2015-16,inglida01,Damien Inglis,20.0,20.0,1.0,156.0,6.7,0.444,14.9,-0.1,-0.024,-4.9,-0.6,-5.6,-0.1
2015-16,pekovni01,Nikola PekoviÄ,30.0,12.0,3.0,156.0,6.5,0.459,19.5,-0.1,-0.022,-5.1,-2.8,-7.9,-0.2
2015-16,earlycl01,Cleanthony Early,24.0,17.0,2.0,154.0,2.2,0.371,14.9,-0.2,-0.075,-7.2,-1.5,-8.6,-0.3
2015-16,eddieja01,Jarell Eddie,24.0,26.0,0.0,147.0,11.0,0.46,20.7,0.1,0.046,-0.3,-1.1,-1.5,0.0
2015-16,woodch01,Christian Wood,20.0,17.0,0.0,145.0,16.4,0.49,19.4,0.3,0.097,0.4,-0.6,-0.2,0.1
2015-16,wroteto01,Tony Wroten,22.0,8.0,3.0,144.0,1.8,0.412,33.5,-0.8,-0.263,-8.4,-5.0,-13.4,-0.4
2015-16,connapa01,Pat Connaughton,23.0,34.0,0.0,143.0,4.6,0.352,18.7,-0.2,-0.076,-4.8,-3.2,-8.0,-0.2
2015-16,kamanch01,Chris Kaman,33.0,16.0,2.0,112.0,11.1,0.496,20.4,0.1,0.037,-2.6,-1.0,-3.6,0.0
2015-16,pendeje02,Jeff Ayres,28.0,17.0,0.0,107.0,8.3,0.585,13.4,0.2,0.077,-5.6,-0.5,-6.1,-0.1
2015-16,bairsca01,Cameron Bairstow,25.0,18.0,2.0,103.0,6.8,0.391,20.3,0.0,-0.004,-6.7,-0.9,-7.5,-0.1
2015-16,johnsor01,Orlando Johnson,26.0,7.0,1.0,101.0,3.6,0.346,17.8,-0.2,-0.087,-6.5,-1.8,-8.3,-0.2
2015-16,anthojo01,Joel Anthony,33.0,19.0,0.0,96.0,14.1,0.666,7.0,0.4,0.177,-2.9,3.3,0.4,0.1
2015-16,kaunsa01,Sasha Kaun,30.0,25.0,0.0,95.0,12.5,0.527,13.7,0.2,0.096,-3.3,0.5,-2.8,0.0
2015-16,harriaa01,Aaron Harrison,21.0,21.0,0.0,93.0,4.3,0.371,13.7,0.0,-0.014,-7.2,0.9,-6.3,-0.1
2015-16,bennean01,Anthony Bennett,22.0,19.0,0.0,84.0,10.4,0.446,19.2,0.1,0.054,-2.9,-1.1,-3.9,0.0
2015-16,pleisti01,Tibor PleiÃ,26.0,12.0,0.0,82.0,3.5,0.464,19.1,-0.1,-0.041,-10.0,-1.6,-11.6,-0.2
2015-16,tavarwa01,Edy Tavares,23.0,11.0,0.0,73.0,14.4,0.555,16.9,0.2,0.106,-2.9,1.1,-1.8,0.0
2015-16,stephal01,Alex Stepheson,28.0,8.0,0.0,73.0,14.8,0.341,19.8,0.1,0.068,-0.5,-2.0,-2.4,0.0
2015-16,mcgarmi01,Mitch McGary,23.0,20.0,0.0,72.0,7.4,0.474,20.4,0.0,-0.018,-6.0,-1.3,-7.3,-0.1
2015-16,willial03,Alan Williams,23.0,10.0,0.0,68.0,21.1,0.481,22.6,0.2,0.146,-2.0,1.8,-0.2,0.0
2015-16,smithru01,Russ Smith,24.0,15.0,0.0,66.0,10.5,0.415,23.6,-0.1,-0.041,-2.9,1.4,-1.4,0.0
2015-16,gutiejo01,Jorge GutiÃ©rrez,27.0,12.0,0.0,63.0,19.2,0.694,15.6,0.3,0.201,-0.3,0.8,0.6,0.0
2015-16,brownlo01,Lorenzo Brown,25.0,8.0,0.0,61.0,4.4,0.374,24.9,-0.2,-0.157,-6.5,-1.9,-8.4,-0.1
2015-16,mickejo01,Jordan Mickey,21.0,16.0,0.0,57.0,15.3,0.398,20.5,0.1,0.068,-2.6,1.1,-1.5,0.0
2015-16,huestjo01,Josh Huestis,24.0,5.0,0.0,55.0,6.7,0.509,13.0,0.0,0.01,-2.2,-0.6,-2.8,0.0
2015-16,goudean01,Andrew Goudelock,27.0,8.0,0.0,50.0,12.3,0.506,24.8,0.0,-0.033,-5.4,1.8,-3.6,0.0
2015-16,jeffeco01,Cory Jefferson,25.0,8.0,0.0,50.0,12.7,0.446,21.0,0.1,0.07,-2.7,-3.7,-6.4,-0.1
2015-16,moreler01,Eric Moreland,24.0,8.0,0.0,48.0,7.4,0.515,9.5,0.0,0.012,-4.4,-0.1,-4.5,0.0
2015-16,williel01,Elliot Williams,26.0,5.0,0.0,45.0,3.3,0.34,12.7,0.0,-0.046,-5.3,-2.6,-7.9,-0.1
2015-16,novakst01,Steve Novak,32.0,10.0,0.0,44.0,14.4,0.651,19.2,0.1,0.121,3.5,-2.4,1.2,0.0
2015-16,cabocbr01,Bruno Caboclo,20.0,6.0,1.0,43.0,-7.7,0.125,16.9,-0.3,-0.283,-14.0,-3.6,-17.6,-0.2
2015-16,meeksjo01,Jodie Meeks,28.0,3.0,0.0,43.0,13.5,0.506,23.1,0.1,0.107,-0.2,-2.8,-2.9,0.0
2015-16,montelu01,Luis Montero,22.0,12.0,0.0,42.0,-2.7,0.337,25.7,-0.2,-0.238,-9.8,-5.6,-15.5,-0.1
2015-16,jonesda02,Dahntay Jones,35.0,1.0,0.0,42.0,10.3,0.464,15.1,0.1,0.096,-2.7,-0.3,-3.0,0.0
2015-16,greener01,Erick Green,24.0,9.0,0.0,42.0,12.4,0.468,15.2,0.1,0.121,-1.6,-0.4,-1.9,0.0
2015-16,whittsh01,Shayne Whittington,24.0,7.0,0.0,41.0,7.4,0.463,18.1,0.0,-0.009,-7.5,0.0,-7.5,-0.1
2015-16,cottobr01,Bryce Cotton,23.0,8.0,0.0,39.0,1.7,0.4,16.5,-0.1,-0.168,-7.7,-1.0,-8.8,-0.1
2015-16,alexacl01,Cliff Alexander,20.0,8.0,0.0,36.0,11.6,0.5,13.3,0.0,0.052,-0.5,0.5,0.0,0.0
2015-16,harpeju01,Justin Harper,26.0,5.0,0.0,35.0,6.9,0.597,16.0,0.0,0.039,-2.3,-1.9,-4.2,0.0
2015-16,dawsobr01,Branden Dawson,22.0,6.0,0.0,29.0,7.1,0.46,8.5,0.0,0.069,-3.6,-2.0,-5.7,0.0
2015-16,applike01,Keith Appling,23.0,5.0,0.0,27.0,-4.8,0.338,19.5,-0.1,-0.199,-13.2,-2.0,-15.1,-0.1
2015-16,hayesch01,Chuck Hayes,32.0,2.0,0.0,24.0,1.6,0.694,10.5,0.0,-0.016,-8.6,0.4,-8.1,0.0
2015-16,dukandu01,Duje Dukan,24.0,1.0,0.0,24.0,4.2,0.3,17.7,0.0,-0.057,-4.3,-2.6,-7.0,0.0
2015-16,robinna01,Nate Robinson,31.0,2.0,1.0,23.0,2.6,0.0,1.9,0.0,0.038,-6.6,2.0,-4.6,0.0
2015-16,looneke01,Kevon Looney,19.0,5.0,0.0,21.0,18.6,0.643,16.5,0.1,0.192,1.6,-4.1,-2.5,0.0
2015-16,mohamna01,Nazr Mohammed,38.0,5.0,0.0,19.0,6.0,0.68,19.9,0.0,-0.009,-8.7,-3.0,-11.7,0.0
2015-16,stokeja01,Jarnell Stokes,22.0,7.0,0.0,18.0,20.0,0.595,14.9,0.1,0.209,1.9,0.1,2.0,0.0
2015-16,fredeji01,Jimmer Fredette,26.0,6.0,0.0,18.0,12.0,0.625,22.8,0.0,0.0,-2.3,-0.3,-2.6,0.0
2015-16,harrijo01,Joe Harris,24.0,5.0,0.0,15.0,3.4,0.375,15.1,0.0,-0.032,-5.0,-0.9,-5.9,0.0
2015-16,adamsjo01,Jordan Adams,21.0,2.0,0.0,15.0,17.3,0.427,30.5,0.0,0.015,-2.5,9.4,6.9,0.0
2015-16,clarkco01,Coty Clarke,23.0,3.0,0.0,6.0,23.9,0.75,35.5,0.0,0.025,15.5,1.0,16.5,0.0
2015-16,dekkesa01,Sam Dekker,21.0,3.0,0.0,6.0,10.8,,0.0,0.0,0.116,-2.8,5.1,2.2,0.0
2015-16,antetth01,Thanasis Antetokounmpo,23.0,2.0,0.0,6.0,32.9,0.75,30.2,0.0,0.291,3.7,2.2,5.9,0.0
2015-16,obriejj01,J.J. O'Brien,23.0,2.0,0.0,6.0,1.3,0.0,7.7,0.0,-0.028,-11.5,5.3,-6.2,0.0
2015-16,chrisra01,Rakeem Christmas,24.0,1.0,0.0,6.0,32.0,1.0,14.7,0.0,0.343,5.6,0.9,6.5,0.0
2016-17,wiggian01,Andrew Wiggins,21.0,82.0,82.0,3048.0,16.5,0.534,29.0,4.2,0.066,0.7,-2.4,-1.7,0.2
2016-17,townska01,Karl-Anthony Towns,21.0,82.0,82.0,3030.0,25.9,0.618,27.5,12.7,0.201,5.5,-0.7,4.7,5.2
2016-17,hardeja01,James Harden,27.0,81.0,81.0,2947.0,27.4,0.613,34.2,15.0,0.245,7.5,1.2,8.7,8.0
2016-17,antetgi01,Giannis Antetokounmpo,22.0,80.0,80.0,2845.0,26.1,0.599,28.3,12.4,0.21,4.9,2.4,7.3,6.7
2016-17,walljo01,John Wall,26.0,78.0,78.0,2836.0,23.2,0.541,30.6,8.8,0.149,4.6,0.1,4.7,4.8
2016-17,butleji01,Jimmy Butler,27.0,76.0,75.0,2809.0,25.1,0.586,26.5,13.8,0.236,5.6,1.7,7.3,6.6
2016-17,barneha02,Harrison Barnes,24.0,79.0,79.0,2803.0,16.3,0.541,25.3,4.6,0.078,0.4,-1.2,-0.8,0.8
2016-17,westbru01,Russell Westbrook,28.0,81.0,81.0,2802.0,30.6,0.554,41.7,13.1,0.224,8.7,2.4,11.1,9.3
2016-17,mccolcj01,CJ McCollum,25.0,80.0,80.0,2796.0,19.9,0.585,27.5,7.6,0.131,3.4,-1.4,2.0,2.8
2016-17,jamesle01,LeBron James,32.0,74.0,74.0,2794.0,27.0,0.619,30.0,12.9,0.221,6.4,1.2,7.6,6.7
2016-17,arizatr01,Trevor Ariza,31.0,80.0,80.0,2773.0,12.3,0.548,14.1,6.0,0.104,-0.1,1.1,1.0,2.1
2016-17,goberru01,Rudy Gobert,24.0,81.0,81.0,2744.0,23.3,0.681,16.7,14.3,0.25,2.2,2.2,4.4,4.4
2016-17,walkeke02,Kemba Walker,26.0,79.0,79.0,2739.0,21.3,0.569,29.2,8.1,0.142,4.9,-0.8,4.1,4.2
2016-17,bookede01,Devin Booker,20.0,78.0,78.0,2730.0,14.6,0.531,28.6,2.0,0.035,0.3,-2.3,-1.9,0.1
2016-17,davisan02,Anthony Davis,23.0,75.0,75.0,2708.0,27.5,0.58,32.6,11.0,0.195,4.4,1.4,5.9,5.4
2016-17,lillada01,Damian Lillard,26.0,75.0,75.0,2694.0,24.1,0.586,31.5,10.4,0.185,6.1,-1.1,5.0,4.8
2016-17,georgpa01,Paul George,26.0,75.0,75.0,2689.0,20.2,0.587,28.9,7.1,0.126,3.0,0.1,3.1,3.4
2016-17,bealbr01,Bradley Beal,23.0,77.0,77.0,2684.0,20.1,0.604,26.5,8.5,0.152,4.2,-1.0,3.3,3.5
2016-17,teaguje01,Jeff Teague,28.0,82.0,82.0,2657.0,19.2,0.574,22.1,8.1,0.146,2.3,-0.1,2.2,2.8
2016-17,dienggo01,Gorgui Dieng,27.0,82.0,82.0,2653.0,14.2,0.555,14.0,5.7,0.103,-0.8,0.6,-0.1,1.3
2016-17,thompkl01,Klay Thompson,26.0,78.0,78.0,2649.0,17.4,0.592,26.1,7.1,0.129,2.4,-1.6,0.8,1.9
2016-17,curryst01,Stephen Curry,28.0,79.0,79.0,2638.0,24.6,0.624,30.1,12.6,0.229,6.7,0.3,6.9,5.9
2016-17,derozde01,DeMar DeRozan,27.0,74.0,74.0,2620.0,24.0,0.552,34.3,9.0,0.166,4.1,-1.0,3.0,3.3
2016-17,batumni01,Nicolas Batum,28.0,77.0,77.0,2617.0,15.8,0.529,22.3,4.6,0.084,0.6,0.2,0.8,1.9
2016-17,porteot01,Otto Porter Jr.,23.0,80.0,80.0,2605.0,17.3,0.628,15.1,9.4,0.173,2.4,0.9,3.3,3.5
2016-17,jordade01,DeAndre Jordan,28.0,81.0,81.0,2570.0,21.8,0.673,15.3,11.8,0.221,2.5,0.9,3.3,3.5
2016-17,thomais02,Isaiah Thomas,27.0,76.0,76.0,2569.0,26.5,0.625,34.0,12.5,0.234,7.8,-1.1,6.7,5.6
2016-17,harrito02,Tobias Harris,24.0,82.0,48.0,2567.0,16.9,0.568,21.7,6.8,0.128,1.3,0.3,1.6,2.3
2016-17,morrima03,Marcus Morris,27.0,79.0,79.0,2565.0,12.4,0.508,20.3,3.9,0.072,-0.8,-0.3,-1.1,0.6
2016-17,gortama01,Marcin Gortat,32.0,82.0,82.0,2556.0,15.4,0.593,14.7,6.8,0.127,-0.3,-0.5,-0.8,0.8
2016-17,turnemy01,Myles Turner,20.0,81.0,81.0,2541.0,18.5,0.585,19.5,8.0,0.151,-0.1,1.1,1.1,2.0
2016-17,anthoca01,Carmelo Anthony,32.0,74.0,74.0,2538.0,17.9,0.535,29.1,4.7,0.089,2.3,-1.6,0.7,1.7
2016-17,gasolma01,Marc Gasol,32.0,74.0,74.0,2531.0,20.3,0.554,26.4,7.7,0.145,3.8,1.4,5.2,4.6
2016-17,caldwke01,Kentavious Caldwell-Pope,23.0,76.0,75.0,2529.0,12.8,0.519,19.2,4.5,0.086,-0.6,0.4,-0.2,1.1
2016-17,irvinky01,Kyrie Irving,24.0,72.0,72.0,2525.0,23.0,0.58,30.8,8.9,0.17,4.7,-1.3,3.4,3.4
2016-17,haywago01,Gordon Hayward,26.0,73.0,73.0,2516.0,22.2,0.595,27.6,10.4,0.199,4.6,0.5,5.0,4.5
2016-17,whiteha01,Hassan Whiteside,27.0,77.0,77.0,2513.0,22.6,0.579,22.7,9.5,0.181,0.9,0.5,1.5,2.2
2016-17,matthwe02,Wesley Matthews,30.0,73.0,73.0,2495.0,11.9,0.533,19.4,3.1,0.06,-0.8,0.0,-0.8,0.8
2016-17,schrode01,Dennis SchrÃ¶der,23.0,79.0,78.0,2485.0,16.1,0.533,27.8,3.7,0.071,1.1,-1.0,0.0,1.3
2016-17,leonaka01,Kawhi Leonard,25.0,74.0,74.0,2474.0,27.6,0.61,31.1,13.6,0.264,7.1,2.2,9.4,7.1
2016-17,greendr01,Draymond Green,26.0,76.0,76.0,2471.0,16.5,0.522,16.2,8.2,0.16,1.0,3.9,4.9,4.3
2016-17,rubiori01,Ricky Rubio,26.0,75.0,75.0,2469.0,16.8,0.539,17.4,6.1,0.119,1.2,-0.2,0.9,1.8
